,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,colorgroup
5442,44913,Men,Apparel,Bottomwear,Track Pants,White,Summer,Casual,13
5508,29177,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
5534,40923,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
5539,56846,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
5597,11099,Women,Apparel,Bottomwear,Leggings,Black,Fall,Ethnic,12
5612,17994,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Sports,9
5636,9785,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Sports,9
5641,34118,Girls,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
5663,7875,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,12
5673,41977,Boys,Apparel,Bottomwear,Shorts,White,Summer,Casual,13
5684,43081,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Casual,9
5713,11294,Men,Apparel,Bottomwear,Jeans,Blue,Spring,Casual,8
5746,26240,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Sports,14
5769,47045,Women,Apparel,Bottomwear,Salwar,Green,Summer,Ethnic,6
5822,16613,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Formal,14
5833,20371,Women,Apparel,Bottomwear,Capris,Black,Fall,Sports,12
5843,41346,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
5845,43075,Women,Apparel,Bottomwear,Capris,Grey,Summer,Sports,14
5865,56795,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
5881,11260,Women,Apparel,Bottomwear,Skirts,Green,Summer,Casual,6
5919,14940,Men,Apparel,Bottomwear,Shorts,Black,Fall,Casual,12
5939,9782,Men,Apparel,Bottomwear,Shorts,White,Fall,Casual,13
5950,51588,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,Casual,8
5952,17993,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,14
5977,9776,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,Casual,14
5988,8496,Women,Apparel,Bottomwear,Skirts,Cream,Fall,Casual,13
6044,11267,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal,12
6061,46732,Boys,Apparel,Bottomwear,Shorts,Khaki,Summer,Casual,3
6101,16614,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Formal,0
6157,47042,Women,Apparel,Bottomwear,Salwar,Maroon,Summer,Ethnic,0
6212,2193,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Sports,9
6244,24346,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,Sports,12
6251,48493,Women,Apparel,Bottomwear,Skirts,Black,Winter,Casual,12
6280,43249,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
6296,8030,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,14
6316,1981,Women,Apparel,Bottomwear,Shorts,Green,Fall,Casual,6
6317,41348,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
6347,30925,Women,Apparel,Bottomwear,Skirts,Black,Summer,Ethnic,12
6400,57212,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,Casual,8
6404,43420,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
6406,13350,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
6413,47080,Women,Apparel,Bottomwear,Patiala,Mustard,Fall,Ethnic,3
6417,16622,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,Casual,3
6480,31464,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,12
6483,43044,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,Casual,12
6495,34116,Girls,Apparel,Bottomwear,Capris,Blue,Summer,Casual,8
6496,42350,Women,Apparel,Bottomwear,Leggings,Black,Summer,Casual,12
6536,48458,Men,Apparel,Bottomwear,Shorts,Blue,Fall,Casual,8
6559,47074,Women,Apparel,Bottomwear,Patiala,Blue,Fall,Ethnic,8
6568,12044,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
6592,10713,Women,Apparel,Bottomwear,Capris,Blue,Winter,Sports,8
6614,48460,Men,Apparel,Bottomwear,Shorts,Green,Summer,Casual,6
6631,30922,Women,Apparel,Bottomwear,Skirts,Rust,Summer,Ethnic,0
6637,32649,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
6675,57824,Women,Apparel,Bottomwear,Trousers,Green,Fall,Casual,6
6717,48494,Women,Apparel,Bottomwear,Jeans,Black,Winter,Casual,12
6758,32444,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,Sports,9
6760,10714,Women,Apparel,Bottomwear,Track Pants,Black,Summer,Sports,12
6779,47073,Women,Apparel,Bottomwear,Patiala,Red,Fall,Ethnic,0
6806,35037,Women,Apparel,Bottomwear,Churidar,Purple,Summer,Ethnic,10
6812,8498,Women,Apparel,Bottomwear,Skirts,Grey,Fall,Casual,14
6857,51586,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
6906,8834,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,0
6909,52555,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
6929,57215,Women,Apparel,Bottomwear,Shorts,Beige,Fall,Casual,3
6933,12285,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal,12
6952,9348,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Casual,9
6972,32410,Women,Apparel,Bottomwear,Leggings,Blue,Summer,Sports,8
6975,57087,Women,Apparel,Bottomwear,Skirts,Yellow,Summer,Casual,4
7031,54054,Women,Apparel,Bottomwear,Leggings,Green,Summer,Casual,6
7037,32246,Women,Apparel,Bottomwear,Patiala,Pink,Summer,Ethnic,11
7046,25037,Women,Apparel,Bottomwear,Leggings,Purple,Fall,Casual,10
7065,31605,Women,Apparel,Bottomwear,Skirts,Black,Summer,Sports,12
7069,43225,Women,Apparel,Bottomwear,Capris,Beige,Fall,Casual,3
7105,13303,Men,Apparel,Bottomwear,Shorts,Beige,Fall,Casual,3
7121,14126,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
7122,58209,Women,Apparel,Bottomwear,Patiala,Multi,Fall,Ethnic,15
7127,57073,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
7131,39830,Girls,Apparel,Bottomwear,Shorts,Purple,Summer,Casual,10
7150,4830,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Sports,9
7167,17902,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Sports,9
7170,38571,Women,Apparel,Bottomwear,Capris,Grey,Summer,Sports,14
7187,9145,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
7196,5788,Women,Apparel,Bottomwear,Shorts,White,Summer,Casual,13
7224,33509,Women,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,11
7237,27935,Women,Apparel,Bottomwear,Jeans,Lavender,Summer,Casual,10
7262,16018,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,Casual,3
7281,57074,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
7301,9189,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
7312,13304,Women,Apparel,Bottomwear,Skirts,Red,Fall,Casual,0
7329,14121,Men,Apparel,Bottomwear,Jeans,Blue,Winter,Casual,8
7338,31430,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
7363,25030,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Sports,9
7375,16020,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,14
7386,2105,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
7400,54053,Women,Apparel,Bottomwear,Leggings,White,Summer,Casual,13
7406,4808,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
7412,15463,Men,Apparel,Bottomwear,Tracksuits,Blue,Fall,Sports,8
7461,51377,Men,Apparel,Bottomwear,Shorts,Khaki,Summer,Casual,3
7483,12222,Men,Apparel,Bottomwear,Trousers,Olive,Summer,Formal,6
7502,18185,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
7504,38582,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
7524,28522,Women,Apparel,Bottomwear,Capris,Pink,Summer,Sports,11
7546,46905,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
7551,13109,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
7561,39808,Men,Apparel,Bottomwear,Trousers,Khaki,Spring,Formal,3
7562,52539,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
7584,9142,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
7590,10778,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Sports,9
7607,38576,Men,Apparel,Bottomwear,Track Pants,Black,Spring,Casual,12
7625,12679,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,12
7645,16224,Men,Apparel,Bottomwear,Tracksuits,Navy Blue,Fall,Sports,9
7670,11233,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,12
7697,33507,Women,Apparel,Bottomwear,Capris,White,Summer,Casual,13
7712,41315,Women,Apparel,Bottomwear,Leggings,Navy Blue,Summer,Ethnic,9
7714,14117,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
7716,44667,Women,Apparel,Bottomwear,Trousers,Black,Summer,Casual,12
7775,35436,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
7784,12214,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal,12
7793,24312,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Casual,9
7806,7687,Men,Apparel,Bottomwear,Shorts,White,Fall,Sports,13
7812,12670,Men,Apparel,Bottomwear,Shorts,White,Fall,Casual,13
7843,27904,Women,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,14
7858,14128,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
7862,33538,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
7864,20913,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
7880,25039,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
7888,33960,Women,Apparel,Bottomwear,Leggings,Pink,Summer,Casual,11
7898,28514,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
7904,31439,Men,Apparel,Bottomwear,Trousers,Olive,Summer,Casual,6
7930,9510,Men,Apparel,Bottomwear,Shorts,White,Fall,Casual,13
7948,29056,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,14
7950,26822,Men,Apparel,Bottomwear,Trousers,Olive,Summer,Casual,6
7955,18711,Women,Apparel,Bottomwear,Skirts,Brown,Fall,Casual,0
7956,43489,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
7957,9346,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Casual,9
7963,57089,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,Casual,9
7974,9174,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
7980,23302,Women,Apparel,Bottomwear,Leggings,Brown,Fall,Ethnic,0
8027,12677,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,14
8046,12213,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,14
8051,29852,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,0
8075,32426,Men,Apparel,Bottomwear,Shorts,White,Summer,Sports,13
8085,41312,Girls,Apparel,Bottomwear,Capris,Pink,Summer,Casual,11
8119,3482,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,Sports,8
8134,39806,Men,Apparel,Bottomwear,Trousers,Black,Spring,Formal,12
8151,11234,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,12
8157,33958,Women,Apparel,Bottomwear,Leggings,Blue,Summer,Casual,8
8165,1583,Women,Apparel,Bottomwear,Swimwear,Black,Fall,Sports,12
8178,2306,Women,Apparel,Bottomwear,Capris,Black,Fall,Sports,12
8187,32419,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Sports,14
8190,51379,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Casual,14
8196,9173,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
8198,26825,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,3
8206,48066,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
8245,17934,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,12
8249,28513,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Sports,14
8303,9187,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
8309,27903,Women,Apparel,Bottomwear,Trousers,Beige,Summer,Formal,3
8366,48495,Women,Apparel,Bottomwear,Trousers,Olive,Winter,Casual,6
8379,11268,Men,Apparel,Bottomwear,Trousers,Cream,Fall,Formal,13
8385,29690,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,Casual,12
8388,2954,Women,Apparel,Bottomwear,Capris,Yellow,Fall,Casual,4
8448,30923,Women,Apparel,Bottomwear,Skirts,Mustard,Summer,Ethnic,3
8457,32648,Men,Apparel,Bottomwear,Shorts,Black,Winter,Sports,12
8462,16072,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,12
8503,51587,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
8519,57214,Women,Apparel,Bottomwear,Shorts,Blue,Fall,Casual,8
8529,16624,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,14
8541,8835,Men,Apparel,Bottomwear,Trousers,Green,Summer,Formal,6
8558,52554,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
8579,47072,Women,Apparel,Bottomwear,Patiala,Navy Blue,Fall,Ethnic,9
8603,7889,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,Casual,14
8608,32445,Men,Apparel,Bottomwear,Shorts,Black,Winter,Sports,12
8628,8499,Women,Apparel,Bottomwear,Skirts,Pink,Fall,Casual,11
8652,35036,Women,Apparel,Bottomwear,Churidar,Magenta,Summer,Ethnic,11
8665,9779,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Casual,9
8666,30924,Women,Apparel,Bottomwear,Skirts,Beige,Summer,Ethnic,3
8742,2953,Women,Apparel,Bottomwear,Capris,Yellow,Fall,Casual,4
8746,31668,Men,Apparel,Bottomwear,Jeans,Grey,Summer,Casual,14
8782,41349,Men,Apparel,Bottomwear,Jeans,Blue,Spring,Casual,8
8820,48459,Men,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
8839,21431,Women,Apparel,Bottomwear,Shorts,White,Winter,Casual,13
8883,47075,Women,Apparel,Bottomwear,Patiala,Red,Fall,Ethnic,0
8916,52553,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
8927,57213,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,Casual,8
8936,16623,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,0
8939,13351,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,12
8943,43421,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
8959,34117,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
8971,43045,Men,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,11
9009,8497,Women,Apparel,Bottomwear,Skirts,Cream,Fall,Casual,13
9033,9777,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Casual,12
9050,27199,Women,Apparel,Bottomwear,Skirts,Grey,Summer,Casual,14
9055,7887,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,Casual,8
9068,14941,Men,Apparel,Bottomwear,Shorts,White,Fall,Casual,13
9129,51589,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,Casual,8
9167,47043,Women,Apparel,Bottomwear,Salwar,Orange,Summer,Ethnic,2
9192,42969,Women,Apparel,Bottomwear,Swimwear,Brown,Summer,Casual,0
9213,11292,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
9219,15632,Women,Apparel,Bottomwear,Track Pants,Black,Summer,Sports,12
9229,6532,Women,Apparel,Bottomwear,Skirts,Pink,Summer,Sports,11
9235,2192,Men,Apparel,Bottomwear,Shorts,White,Fall,Sports,13
9270,11266,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,3
9280,14714,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,Formal,9
9284,46733,Girls,Apparel,Bottomwear,Capris,Navy Blue,Summer,Casual,9
9313,7070,Men,Apparel,Bottomwear,Track Pants,Cream,Summer,Casual,13
9329,16615,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,Formal,12
9352,44632,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,14
9375,17995,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,14
9403,41976,Girls,Apparel,Bottomwear,Capris,White,Summer,Casual,13
9462,11098,Women,Apparel,Bottomwear,Leggings,Purple,Fall,Ethnic,10
9471,9770,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,Casual,12
9474,48457,Men,Apparel,Bottomwear,Shorts,Multi,Summer,Casual,15
9499,16612,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,Formal,9
9524,36215,Girls,Apparel,Bottomwear,Shorts,Purple,Summer,Casual,10
9530,32487,Men,Apparel,Bottomwear,Shorts,Grey Melange,Summer,Sports,14
9561,14713,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Formal,0
9575,43246,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
9589,43074,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,12
9596,31454,Women,Apparel,Bottomwear,Skirts,Black,Summer,Sports,12
9612,11295,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
9630,2195,Women,Apparel,Bottomwear,Capris,Black,Fall,Sports,12
9664,47044,Women,Apparel,Bottomwear,Salwar,Multi,Fall,Ethnic,15
9695,12848,Women,Apparel,Bottomwear,Skirts,Blue,Fall,Casual,8
9706,3483,Women,Apparel,Bottomwear,Capris,Black,Fall,Casual,12
9720,52536,Women,Apparel,Bottomwear,Jeans,Grey,Summer,Casual,14
9721,39807,Men,Apparel,Bottomwear,Trousers,Navy Blue,Spring,Formal,9
9726,33501,Women,Apparel,Bottomwear,Capris,Pink,Summer,Casual,11
9741,41313,Women,Apparel,Bottomwear,Leggings,White,Summer,Ethnic,13
9765,1582,Unisex,Apparel,Bottomwear,Swimwear,Black,Summer,Sports,12
9772,16222,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
9797,33959,Women,Apparel,Bottomwear,Leggings,Grey,Summer,Casual,14
9799,25000,Women,Apparel,Bottomwear,Capris,Black,Summer,Casual,12
9800,11235,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
9818,12676,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,0
9826,9529,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Casual,14
9827,30714,Boys,Apparel,Bottomwear,Churidar,White,Summer,Ethnic,13
9833,23303,Women,Apparel,Bottomwear,Leggings,Maroon,Fall,Ethnic,0
9875,32427,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
9892,12212,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,0
9924,22814,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,9
9929,28512,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
9949,27902,Women,Apparel,Bottomwear,Trousers,Black,Summer,Casual,12
9963,20915,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
9968,9186,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
9984,26824,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,0
9998,38122,Men,Apparel,Bottomwear,Trousers,Khaki,Spring,Smart Casual,3
10007,51378,Men,Apparel,Bottomwear,Shorts,Brown,Summer,Casual,0
10052,12215,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,Formal,9
10060,35437,Girls,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
10093,32420,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
10102,6566,Men,Apparel,Bottomwear,Shorts,Green,Summer,Sports,6
10138,12671,Men,Apparel,Bottomwear,Shorts,Red,Fall,Casual,0
10203,16225,Women,Apparel,Bottomwear,Capris,Black,Fall,Ethnic,12
10204,44666,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,0
10208,14116,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
10211,41314,Women,Apparel,Bottomwear,Leggings,Black,Fall,Casual,12
10230,3484,Women,Apparel,Bottomwear,Capris,Brown,Fall,Sports,0
10242,5773,Women,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
10247,33506,Women,Apparel,Bottomwear,Capris,Green,Summer,Casual,6
10263,32249,Women,Apparel,Bottomwear,Salwar,White,Summer,Ethnic,13
10289,57088,Women,Apparel,Bottomwear,Skirts,Teal,Summer,Casual,7
10296,9175,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
10305,18710,Women,Apparel,Bottomwear,Skirts,Tan,Fall,Casual,3
10306,26823,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
10308,29057,Men,Apparel,Bottomwear,Tracksuits,Black,Summer,Sports,12
10318,37199,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
10340,27905,Women,Apparel,Bottomwear,Trousers,Black,Summer,Casual,12
10343,14129,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
10352,28515,Men,Apparel,Bottomwear,Shorts,White,Summer,Sports,13
10364,33961,Women,Apparel,Bottomwear,Leggings,Red,Summer,Casual,0
10406,47677,Women,Apparel,Bottomwear,Trousers,Black,Summer,Casual,12
10414,54052,Women,Apparel,Bottomwear,Leggings,Navy Blue,Summer,Casual,9
10433,4809,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Sports,9
10438,12223,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,14
10488,8892,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,Formal,9
10493,28944,Women,Apparel,Bottomwear,Leggings,Pink,Summer,Casual,11
10494,13305,Women,Apparel,Bottomwear,Skirts,Red,Fall,Casual,0
10512,41322,Women,Apparel,Bottomwear,Leggings,Orange,Summer,Ethnic,2
10530,57075,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
10539,51382,Men,Apparel,Bottomwear,Shorts,Beige,Summer,Casual,3
10561,43223,Women,Apparel,Bottomwear,Trousers,Black,Fall,Formal,12
10563,16021,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,12
10597,9143,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
10604,12812,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
10608,32429,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
10627,53248,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Formal,12
10635,12678,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,12
10642,29405,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Formal,12
10657,38577,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Sports,9
10686,33957,Women,Apparel,Bottomwear,Leggings,Black,Spring,Casual,12
10695,13108,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,Sports,8
10703,39809,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,0
10707,36841,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
10730,16214,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Sports,9
10763,25036,Women,Apparel,Bottomwear,Leggings,Grey,Fall,Casual,14
10768,43224,Women,Apparel,Bottomwear,Trousers,Black,Fall,Formal,12
10780,39831,Girls,Apparel,Bottomwear,Shorts,Magenta,Summer,Casual,11
10785,37197,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
10790,57072,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
10804,13302,Men,Apparel,Bottomwear,Shorts,Beige,Fall,Casual,3
10805,28943,Women,Apparel,Bottomwear,Leggings,Green,Summer,Casual,6
10823,14127,Men,Apparel,Bottomwear,Jeans,Blue,Winter,Casual,8
10842,57086,Women,Apparel,Bottomwear,Skirts,Pink,Summer,Casual,11
10861,12224,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Formal,0
10888,54055,Women,Apparel,Bottomwear,Leggings,Rust,Summer,Casual,0
10909,32247,Women,Apparel,Bottomwear,Patiala,Green,Summer,Ethnic,6
10938,14118,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
10946,46903,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
10952,28140,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,9
10956,2558,Women,Apparel,Bottomwear,Track Pants,Black,Summer,Casual,12
10970,33508,Women,Apparel,Bottomwear,Skirts,Blue,Summer,Casual,8
10974,8406,Men,Apparel,Bottomwear,Shorts,White,Fall,Sports,13
10975,16019,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,14
11006,17903,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,14
11017,38570,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,12
11025,4831,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Sports,12
11030,27598,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
11035,29402,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,12
11038,7688,Men,Apparel,Bottomwear,Shorts,Grey,Fall,Sports,14
11058,9144,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
11069,5789,Women,Apparel,Bottomwear,Shorts,White,Summer,Casual,13
11086,28506,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
11110,51398,Men,Apparel,Bottomwear,Shorts,White,Summer,Casual,13
11122,58215,Women,Apparel,Bottomwear,Patiala,Multi,Fall,Ethnic,15
11124,33718,Women,Apparel,Bottomwear,Jeggings,Pink,Summer,Casual,11
11134,22458,Women,Apparel,Bottomwear,Leggings,Pink,Fall,Casual,11
11137,27916,Women,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,14
11142,9166,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
11147,17579,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,14
11218,49956,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
11221,27929,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,0
11228,14939,Men,Apparel,Bottomwear,Shorts,Beige,Fall,Casual,3
11239,52522,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
11252,13112,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,12
11258,8843,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,3
11267,15681,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,Casual,3
11322,15675,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
11360,7695,Women,Apparel,Bottomwear,Track Pants,Red,Fall,Casual,0
11361,51505,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
11367,53252,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
11368,14595,Women,Apparel,Bottomwear,Stockings,Grey,Summer,Casual,14
11397,38935,Girls,Apparel,Bottomwear,Leggings,Black,Summer,Casual,12
11420,51353,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
11427,17926,Women,Apparel,Bottomwear,Capris,Grey,Fall,Casual,14
