,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,colorgroup
9223,24949,Women,Apparel,Topwear,Tshirts,Peach,Summer,Casual,11
9225,37562,Girls,Apparel,Topwear,Rompers,Green,Summer,Casual,6
9227,17165,Men,Apparel,Topwear,Shirts,Maroon,Fall,Formal,0
9234,30747,Men,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic,13
9236,54202,Men,Apparel,Topwear,Shirts,White,Summer,Casual,13
9239,31695,Women,Apparel,Topwear,Kurtas,Purple,Summer,Ethnic,10
9242,23196,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,6
9243,22044,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,6
9244,16271,Women,Apparel,Topwear,Tops,White,Fall,Casual,13
9253,3286,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9254,31453,Women,Apparel,Topwear,Tshirts,Black,Summer,Sports,12
9257,11054,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
9260,33304,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
9261,10186,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,12
9267,14526,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,8
9269,5171,Women,Apparel,Topwear,Tops,Red,Summer,Casual,0
9273,44858,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
9275,52101,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,13
9277,37596,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,9
9282,17191,Men,Apparel,Topwear,Shirts,Blue,Winter,Casual,8
9285,19837,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,6
9286,7414,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,12
9288,3888,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
9289,16043,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
9291,2166,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
9296,42393,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9297,31661,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
9299,33552,Men,Apparel,Topwear,Shirts,Brown,Summer,Casual,0
9301,32480,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,0
9302,41172,Women,Apparel,Topwear,Shirts,Orange,Summer,Casual,2
9303,11602,Women,Apparel,Topwear,Kurtas,Grey,Summer,Ethnic,14
9307,20145,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,6
9308,38986,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
9311,39854,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9314,22612,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,12
9315,8804,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,0
9316,16427,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,10
9321,47285,Women,Apparel,Topwear,Tshirts,Peach,Summer,Casual,11
9322,12087,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,13
9325,13155,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
9326,54692,Women,Apparel,Topwear,Kurtas,Multi,Fall,Ethnic,15
9327,27360,Men,Apparel,Topwear,Tshirts,Maroon,Fall,Casual,0
9336,31037,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,9
9340,27152,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,8
9341,2730,Girls,Apparel,Topwear,Tops,Red,Summer,Casual,0
9342,28926,Men,Apparel,Topwear,Tshirts,Teal,Summer,Casual,7
9344,33760,Women,Apparel,Topwear,Tops,White,Summer,Casual,13
9346,11430,Women,Apparel,Topwear,Tshirts,Brown,Fall,Casual,0
9348,20377,Women,Apparel,Topwear,Jackets,Pink,Fall,Casual,11
9349,1989,Women,Apparel,Topwear,Tshirts,Black,Fall,Sports,12
9353,5515,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
9354,36212,Girls,Apparel,Topwear,Tops,Black,Summer,Casual,12
9355,15090,Men,Apparel,Topwear,Shirts,White,Fall,Casual,13
9359,5975,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,12
9361,5149,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9363,28546,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,9
9369,19201,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,12
9371,42199,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,8
9373,28774,Women,Apparel,Topwear,Kurtis,Red,Summer,Ethnic,0
9374,13509,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
9381,44860,Men,Apparel,Topwear,Tshirts,Red,Winter,Casual,0
9383,52139,Women,Apparel,Topwear,Tshirts,Orange,Summer,Casual,2
9386,24985,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,11
9389,13951,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,10
9392,19457,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9395,27358,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
9396,40098,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,9
9400,21893,Women,Apparel,Topwear,Kurtas,Red,Fall,Ethnic,0
9404,14946,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,0
9405,33758,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,11
9408,41378,Women,Apparel,Topwear,Tops,Black,Summer,Casual,12
9409,11408,Men,Apparel,Topwear,Sweatshirts,Black,Fall,Casual,12
9417,19665,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,6
9426,17539,Men,Apparel,Topwear,Shirts,Orange,Fall,Formal,2
9428,6952,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,0
9430,18571,Men,Apparel,Topwear,Sweaters,Grey,Fall,Casual,14
9434,24529,Men,Apparel,Topwear,Shirts,Beige,Fall,Casual,3
9437,20189,Men,Apparel,Topwear,Shirts,Olive,Fall,Casual,6
9442,41982,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9443,38344,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
9447,1945,Men,Apparel,Topwear,Tshirts,Green,Fall,Sports,6
9448,59373,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,3
9450,26870,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9452,30915,Women,Apparel,Topwear,Kurtis,Orange,Summer,Ethnic,2
9453,34589,Women,Apparel,Topwear,Tops,Magenta,Summer,Casual,11
9454,46995,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,11
9455,12279,Men,Apparel,Topwear,Shirts,Pink,Fall,Formal,11
9456,29838,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
9457,42509,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,3
9460,18743,Women,Apparel,Topwear,Tops,Orange,Fall,Casual,2
9463,5981,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,12
9466,37768,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,6
9473,23966,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,10
9475,18327,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,12
9479,18929,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,0
9480,2996,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,0
9482,29652,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,10
9483,3844,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
9485,9542,Men,Apparel,Topwear,Tshirts,Red,Summer,Sports,0
9487,8490,Women,Apparel,Topwear,Tops,White,Fall,Casual,13
9488,3078,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
9489,45946,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9491,40408,Women,Apparel,Topwear,Tops,Brown,Summer,Casual,0
9492,53823,Women,Apparel,Topwear,Tunics,White,Fall,Casual,13
9493,44894,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
9494,10378,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,12
9506,26087,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,10
9508,43410,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,10
9509,2737,Girls,Apparel,Topwear,Tops,Red,Summer,Casual,0
9510,27155,Men,Apparel,Topwear,Shirts,White,Summer,Formal,13
9512,18788,Women,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
9518,11437,Women,Apparel,Topwear,Tops,Purple,Fall,Casual,10
9519,44635,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
9522,20370,Men,Apparel,Topwear,Shirts,White,Summer,Casual,13
9523,15097,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,11
9526,33555,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
9529,11605,Women,Apparel,Topwear,Kurtis,Blue,Summer,Ethnic,8
9532,38981,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,8
9534,20142,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,9
9535,5720,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
9537,39853,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9538,8803,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,10
9539,16420,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
9540,22615,Men,Apparel,Topwear,Tshirts,Grey,Summer,Sports,14
9542,47282,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,11
9546,12080,Women,Apparel,Topwear,Kurtas,Yellow,Fall,Ethnic,4
9547,13152,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
9548,54695,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,11
9549,6999,Women,Apparel,Topwear,Tshirts,Magenta,Summer,Casual,11
9550,43622,Women,Apparel,Topwear,Tops,Grey,Summer,Casual,14
9559,4296,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,0
9560,52106,Women,Apparel,Topwear,Kurtas,Grey,Summer,Ethnic,14
9565,34314,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,2
9567,17196,Men,Apparel,Topwear,Sweaters,Navy Blue,Winter,Casual,9
9568,16044,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,0
9569,29699,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,10
9570,19830,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,9
9571,7413,Women,Apparel,Topwear,Kurtas,Pink,Summer,Ethnic,11
9576,9589,Men,Apparel,Topwear,Shirts,White,Fall,Formal,13
9577,2161,Men,Apparel,Topwear,Tshirts,Blue,Spring,Casual,8
9579,42394,Women,Apparel,Topwear,Tshirts,Purple,Summer,Casual,10
9582,23191,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,14
9587,16276,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,Casual,9
9588,22043,Women,Apparel,Topwear,Kurtas,Brown,Fall,Ethnic,0
9591,30586,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9595,3281,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9600,11053,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
9601,4898,Women,Apparel,Topwear,Tops,Green,Summer,Casual,6
9604,33303,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
9607,5176,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9609,14521,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,0
9611,45979,Women,Apparel,Topwear,Tops,Peach,Summer,Casual,11
9613,40437,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,0
9615,10347,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,10
9616,24172,Women,Apparel,Topwear,Kurtis,Red,Fall,Ethnic,0
9618,4262,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9619,21400,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,12
9620,15635,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,0
9626,18916,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,14
9627,17162,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
9629,30740,Men,Apparel,Topwear,Nehru Jackets,Brown,Summer,Ethnic,0
9632,3047,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
9636,23165,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,12
9639,6707,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,9
9642,16282,Men,Apparel,Topwear,Sweatshirts,White,Fall,Casual,13
9643,43080,Women,Apparel,Topwear,Tops,Green,Summer,Sports,6
9644,23959,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
9647,18318,Men,Apparel,Topwear,Shirts,Purple,Summer,Casual,10
9648,12622,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
9649,3275,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9650,42152,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
9651,32225,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,0
9654,24340,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,12
9655,40605,Women,Apparel,Topwear,Kurtas,Teal,Summer,Ethnic,7
9659,4050,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9660,5182,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9661,37757,Men,Apparel,Topwear,Shirts,White,Summer,Casual,13
9666,12246,Men,Apparel,Topwear,Shirts,Black,Winter,Formal,12
9668,26073,Men,Apparel,Topwear,Shirts,Grey,Summer,Formal,14
9669,42536,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,15
9670,13394,Men,Apparel,Topwear,Shirts,White,Summer,Casual,13
9671,10511,Women,Apparel,Topwear,Tops,Black,Fall,Casual,12
9672,24724,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
9673,40261,Men,Apparel,Topwear,Shirts,Purple,Summer,Casual,10
9674,32641,Women,Apparel,Topwear,Tshirts,Orange,Summer,Sports,2
9678,20384,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,8
9681,38149,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
9683,10723,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,13
9684,24516,Women,Apparel,Topwear,Kurtas,Black,Fall,Ethnic,12
9686,21858,Boys,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,9
9699,17506,Men,Apparel,Topwear,Tshirts,Grey Melange,Fall,Casual,14
9701,3423,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9702,12074,Women,Apparel,Topwear,Kurtas,White,Fall,Ethnic,13
9704,30324,Men,Apparel,Topwear,Tshirts,Off White,Summer,Casual,13
9709,13106,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual,8
9710,7023,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,2
9712,8857,Men,Apparel,Topwear,Shirts,Orange,Fall,Casual,2
9713,22641,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,12
9715,9985,Women,Apparel,Topwear,Tshirts,Blue,Fall,Sports,8
9716,5774,Women,Apparel,Topwear,Tops,White,Summer,Casual,13
9718,14323,Women,Apparel,Topwear,Sweaters,White,Fall,Casual,13
9719,20116,Women,Apparel,Topwear,Kurtis,Red,Fall,Ethnic,0
9731,14111,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,Casual,9
9732,20324,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,13
9733,5546,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,2
9737,57276,Men,Apparel,Topwear,Shirts,Red,Summer,Casual,0
9740,11463,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
9743,31064,Women,Apparel,Topwear,Dupatta,Off White,Summer,Ethnic,13
9746,27101,Women,Apparel,Topwear,Kurtas,Yellow,Summer,Ethnic,4
9747,13334,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
9750,16646,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
9752,49942,Men,Apparel,Topwear,Tshirts,Olive,Summer,Casual,6
9753,7211,Women,Apparel,Topwear,Tunics,Black,Fall,Casual,12
9760,5122,Women,Apparel,Topwear,Tshirts,Peach,Summer,Casual,11
9764,41777,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,11
9766,13750,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
9768,2307,Women,Apparel,Topwear,Tshirts,Purple,Fall,Sports,10
9770,34172,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
9773,22017,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,11
9778,2135,Men,Apparel,Topwear,Shirts,Red,Spring,Casual,0
9781,19058,Women,Apparel,Topwear,Kurtas,Rust,Fall,Ethnic,0
9786,6595,Women,Apparel,Topwear,Tops,Black,Summer,Casual,12
9787,34340,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,10
9788,7447,Men,Apparel,Topwear,Tshirts,Orange,Summer,Casual,2
9791,16010,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,6
9792,22225,Women,Apparel,Topwear,Tshirts,Black,Fall,Casual,12
9796,14747,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,8
9801,57420,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9802,33165,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,8
9807,14581,Men,Apparel,Topwear,Sweatshirts,Brown,Fall,Casual,0
9808,56734,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,11
9809,4838,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9810,41783,Women,Apparel,Topwear,Tunics,Purple,Summer,Casual,10
9811,32271,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,6
9812,40651,Women,Apparel,Topwear,Kurtas,Olive,Summer,Ethnic,6
9813,24314,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
9817,42106,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9820,34186,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
9822,23131,Boys,Apparel,Topwear,Tshirts,White,Fall,Casual,13
9832,3013,Men,Apparel,Topwear,Shirts,Grey,Summer,Casual,14
9836,18942,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
9839,35266,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,9
9841,29639,Men,Apparel,Topwear,Shirts,White,Summer,Casual,13
9842,21454,Women,Apparel,Topwear,Tshirts,Black,Winter,Casual,12
9844,4236,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,10
9845,37531,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
9850,24126,Women,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
9851,38579,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
9852,33191,Women,Apparel,Topwear,Tunics,Pink,Summer,Casual,11
9853,3477,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,12
9855,43682,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
9857,6939,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9859,9971,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Sports,8
9861,17552,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,8
9863,6105,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9864,37155,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
9865,5780,Women,Apparel,Topwear,Tops,Purple,Summer,Casual,10
9866,53410,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,8
9871,10777,Women,Apparel,Topwear,Jackets,Purple,Summer,Sports,10
9873,24542,Women,Apparel,Topwear,Tops,Black,Fall,Ethnic,12
9876,59916,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,0
9880,44695,Women,Apparel,Topwear,Tunics,Red,Fall,Casual,0
9881,4460,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,8
9883,15037,Women,Apparel,Topwear,Sweaters,Black,Fall,Casual,12
9884,57282,Men,Apparel,Topwear,Shirts,Multi,Summer,Casual,15
9890,31090,Boys,Apparel,Topwear,Shirts,Black,Summer,Casual,12
9891,42562,Women,Apparel,Topwear,Tops,Olive,Summer,Casual,6
9895,18728,Women,Apparel,Topwear,Sweaters,Grey,Fall,Casual,14
9897,30142,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
9901,47010,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,6
9907,14778,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,8
9908,33966,Women,Apparel,Topwear,Tops,Black,Summer,Casual,12
9909,39460,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,13
9911,44834,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,12
9914,19067,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,6
9916,16813,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,9
9917,2936,Women,Apparel,Topwear,Tshirts,Maroon,Fall,Casual,0
9918,28720,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,13
9919,18989,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
9922,2338,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
9925,26488,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
9931,11804,Women,Apparel,Topwear,Kurtas,Red,Fall,Ethnic,0
9932,11038,Women,Apparel,Topwear,Tops,Brown,Fall,Casual,0
9934,41748,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
9942,19631,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
9945,48093,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
9953,14912,Men,Apparel,Topwear,Tshirts,Pink,Fall,Casual,11
9955,39236,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,11
9957,20129,Women,Apparel,Topwear,Shirts,Purple,Fall,Casual,10
9959,39838,Boys,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9962,24589,Women,Apparel,Topwear,Kurtas,Brown,Fall,Ethnic,0
9964,7820,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
9965,19403,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
9967,31269,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
9969,43649,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,8
9971,29296,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
9972,8868,Men,Apparel,Topwear,Shirts,Brown,Fall,Casual,0
9976,8292,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
9978,18717,Women,Apparel,Topwear,Tops,Black,Fall,Casual,12
9979,9340,Women,Apparel,Topwear,Tops,Black,Fall,Casual,12
9980,48067,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,0
9981,29050,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
9986,30941,Women,Apparel,Topwear,Tunics,Rust,Summer,Ethnic,0
9988,1911,Men,Apparel,Topwear,Tshirts,Blue,Fall,Sports,8
9989,45778,Women,Apparel,Topwear,Tunics,Pink,Summer,Casual,11
9990,15008,Men,Apparel,Topwear,Jackets,White,Fall,Sports,13
9992,15834,Women,Apparel,Topwear,Kurtas,Cream,Fall,Ethnic,13
9993,59115,Men,Apparel,Topwear,Jackets,Navy Blue,Summer,Casual,9
9999,59929,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,15
10000,21833,Boys,Apparel,Topwear,Tshirts,Grey,Fall,Casual,14
10002,3448,Men,Apparel,Topwear,Tshirts,Black,Summer,Sports,12
10004,6906,Women,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
10011,4209,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
10012,24925,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,9
10019,17935,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,12
10020,19093,Women,Apparel,Topwear,Kurtis,Sea Green,Fall,Ethnic,6
10023,35259,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
10024,29606,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
10025,3810,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
10027,48403,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
10030,12649,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
10037,58691,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,6
10038,4807,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,8
10041,44692,Women,Apparel,Topwear,Tunics,White,Summer,Casual,13
10044,15030,Women,Apparel,Topwear,Sweaters,Pink,Fall,Casual,11
10047,57285,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
10049,38328,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,11
10053,42565,Women,Apparel,Topwear,Tops,Green,Summer,Casual,6
10055,31097,Boys,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
10057,30145,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,13
10061,22480,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,9
10066,47017,Women,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,0
10071,43685,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,13
10072,16487,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
10074,6102,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
10076,9976,Men,Apparel,Topwear,Sweatshirts,Black,Fall,Sports,12
10078,17555,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,8
10081,53417,Women,Apparel,Topwear,Kurtas,Teal,Fall,Ethnic,7
10082,37152,Men,Apparel,Topwear,Tshirts,Beige,Summer,Casual,3
10083,5787,Women,Apparel,Topwear,Tshirts,Orange,Summer,Casual,2
10086,15202,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
10088,24545,Women,Apparel,Topwear,Tops,Red,Fall,Ethnic,0
10092,59911,Women,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic,13
10094,18179,Girls,Apparel,Topwear,Tops,Black,Fall,Casual,12
10097,3014,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,10
10105,23304,Women,Apparel,Topwear,Kurtas,Blue,Fall,Ethnic,8
10109,35261,Women,Apparel,Topwear,Tops,White,Summer,Casual,13
10111,4231,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
10114,32878,Women,Apparel,Topwear,Tops,Orange,Summer,Casual,2
10115,21453,Women,Apparel,Topwear,Tshirts,Black,Winter,Casual,12
10121,33196,Women,Apparel,Topwear,Tunics,Purple,Summer,Casual,10
10129,32276,Women,Apparel,Topwear,Kurtas,Olive,Summer,Ethnic,6
10131,56733,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
10133,40656,Women,Apparel,Topwear,Kurtas,Magenta,Summer,Ethnic,11
10136,27596,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
10142,23136,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual,8
10144,34181,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
10147,7686,Men,Apparel,Topwear,Jackets,Red,Fall,Sports,0
10151,2132,Men,Apparel,Topwear,Shirts,Brown,Spring,Casual,0
10153,31635,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,10
10154,8408,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,0
