,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,colorgroup
9247,13703,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
9252,22878,Men,Footwear,Footwear,Casual Shoes,Khaki,Summer,Casual,3
9256,19239,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
9259,41724,Women,Footwear,Footwear,Heels,Olive,Summer,Casual,6
9262,11868,Men,Footwear,Footwear,Sandals,Black,Fall,Casual,12
9264,45384,Women,Footwear,Footwear,Flats,White,Winter,Casual,13
9266,20713,Men,Footwear,Footwear,Casual Shoes,Black,Winter,Casual,12
9272,24181,Unisex,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9274,33136,Women,Footwear,Footwear,Heels,Brown,Winter,Casual,0
9276,36444,Men,Footwear,Footwear,Casual Shoes,White,Spring,Casual,13
9278,5343,Women,Footwear,Footwear,Casual Shoes,Blue,Winter,Casual,8
9287,22276,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
9292,43241,Men,Footwear,Footwear,Sports Shoes,Grey,Summer,Sports,14
9305,44400,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
9306,5727,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
9309,14370,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
9318,28328,Men,Footwear,Footwear,Sandals,Brown,Winter,Casual,0
9319,13969,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
9323,2502,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
9331,35497,Men,Footwear,Footwear,Sandals,Grey,Winter,Casual,14
9332,7242,Men,Footwear,Footwear,Formal Shoes,Black,Fall,Formal,12
9334,6390,Women,Footwear,Footwear,Flats,Beige,Summer,Casual,3
9337,46959,Boys,Footwear,Footwear,Flip Flops,Red,Fall,Casual,0
9339,13367,Women,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
9343,40292,Unisex,Footwear,Footwear,Flip Flops,Blue,Fall,Casual,8
9356,39606,Women,Footwear,Footwear,Heels,Silver,Winter,Casual,14
9360,11850,Men,Footwear,Footwear,Flip Flops,Green,Winter,Casual,6
9362,43877,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
9364,34119,Men,Footwear,Footwear,Sandals,Brown,Summer,Casual,0
9368,9784,Men,Footwear,Footwear,Formal Shoes,Brown,Winter,Formal,0
9370,22840,Men,Footwear,Footwear,Casual Shoes,Brown,Summer,Casual,0
9378,19033,Women,Footwear,Footwear,Flats,Tan,Winter,Casual,3
9382,25857,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9387,12883,Unisex,Footwear,Footwear,Casual Shoes,Green,Fall,Casual,6
9388,7048,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9393,7874,Men,Footwear,Footwear,Formal Shoes,Tan,Summer,Formal,3
9397,20941,Men,Footwear,Footwear,Flip Flops,Orange,Fall,Casual,2
9401,14348,Women,Footwear,Footwear,Heels,White,Winter,Casual,13
9406,39262,Men,Footwear,Footwear,Formal Shoes,Black,Winter,Formal,12
9407,15894,Girls,Footwear,Footwear,Sandals,Blue,Winter,Casual,8
9411,59387,Women,Footwear,Footwear,Flats,Brown,Summer,Casual,0
9422,29236,Women,Footwear,Footwear,Sports Sandals,Navy Blue,Summer,Casual,9
9423,12877,Men,Footwear,Footwear,Formal Shoes,Black,Fall,Formal,12
9424,35669,Men,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
9427,7880,Men,Footwear,Footwear,Formal Shoes,Brown,Summer,Formal,0
9429,13199,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
9431,9126,Men,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
9439,4639,Women,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
9440,56935,Women,Footwear,Footwear,Heels,Blue,Winter,Casual,8
9441,39898,Men,Footwear,Footwear,Sports Sandals,Black,Fall,Casual,12
9444,15860,Unisex,Footwear,Footwear,Casual Shoes,Navy Blue,Spring,Casual,9
9445,39296,Men,Footwear,Footwear,Sandals,Tan,Winter,Casual,3
9461,4853,Unisex,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9465,45348,Women,Footwear,Footwear,Heels,Black,Summer,Casual,12
9467,43883,Women,Footwear,Footwear,Flats,Black,Summer,Casual,12
9472,2398,Men,Footwear,Footwear,Casual Shoes,Black,Winter,Casual,12
9477,35803,Women,Footwear,Footwear,Heels,Tan,Summer,Casual,3
9478,49585,Women,Footwear,Footwear,Heels,Beige,Winter,Casual,3
9484,17961,Men,Footwear,Footwear,Sandals,Grey,Fall,Casual,14
9495,32814,Women,Footwear,Footwear,Flip Flops,Cream,Winter,Casual,13
9497,35490,Men,Footwear,Footwear,Formal Shoes,Black,Summer,Formal,12
9503,34542,Men,Footwear,Footwear,Casual Shoes,Beige,Winter,Casual,3
9504,6397,Men,Footwear,Footwear,Sandals,Black,Summer,Casual,12
9511,13360,Women,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
9514,33767,Unisex,Footwear,Footwear,Casual Shoes,Brown,Summer,Casual,0
9515,40295,Unisex,Footwear,Footwear,Flip Flops,Purple,Fall,Casual,10
9527,57010,Women,Footwear,Footwear,Flats,Black,Winter,Casual,12
9531,14377,Women,Footwear,Footwear,Heels,Copper,Winter,Casual,1
9536,44407,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
9551,2505,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
9555,33131,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
9556,24186,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9558,36443,Men,Footwear,Footwear,Casual Shoes,White,Spring,Casual,13
9563,5344,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9574,13536,Men,Footwear,Footwear,Sports Sandals,Black,Spring,Casual,12
9590,2353,Men,Footwear,Footwear,Sports Shoes,Grey,Summer,Sports,14
9592,13704,Women,Footwear,Footwear,Flats,Beige,Fall,Casual,3
9597,41723,Women,Footwear,Footwear,Heels,Navy Blue,Winter,Casual,9
9598,39639,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9606,45383,Women,Footwear,Footwear,Flats,Brown,Winter,Casual,0
9610,20714,Men,Footwear,Footwear,Casual Shoes,Coffee Brown,Winter,Smart Casual,0
9614,57480,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
9624,47612,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
9631,31692,Men,Footwear,Footwear,Casual Shoes,Brown,Summer,Casual,0
9635,26625,Men,Footwear,Footwear,Sports Sandals,Black,Winter,Casual,12
9653,10175,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
9657,15407,Men,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
9658,45377,Women,Footwear,Footwear,Heels,Red,Summer,Casual,0
9662,35464,Men,Footwear,Footwear,Casual Shoes,Red,Summer,Casual,0
9663,17734,Men,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
9665,6363,Men,Footwear,Footwear,Casual Shoes,Red,Summer,Casual,0
9680,15063,Men,Footwear,Footwear,Formal Shoes,Brown,Summer,Formal,0
9687,59942,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
9689,14383,Women,Footwear,Footwear,Heels,Copper,Winter,Casual,1
9690,53444,Men,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
9692,15251,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
9696,35656,Men,Footwear,Footwear,Casual Shoes,Navy Blue,Spring,Casual,9
9698,6151,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
9705,9119,Women,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
9708,2551,Men,Footwear,Footwear,Flip Flops,Green,Summer,Casual,6
9714,23793,Unisex,Footwear,Footwear,Casual Shoes,Black,Spring,Casual,12
9722,45581,Men,Footwear,Footwear,Sandals,Grey,Summer,Casual,14
9725,10783,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
9728,25464,Women,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
9735,4494,Men,Footwear,Footwear,Sports Shoes,Red,Summer,Sports,0
9742,39209,Men,Footwear,Footwear,Formal Shoes,Black,Summer,Formal,12
9754,34516,Women,Footwear,Footwear,Flip Flops,Purple,Summer,Casual,10
9759,14575,Men,Footwear,Footwear,Casual Shoes,White,Fall,Casual,13
9761,44205,Women,Footwear,Footwear,Flip Flops,Green,Winter,Casual,6
9780,13562,Women,Footwear,Footwear,Heels,Purple,Spring,Casual,10
9783,26685,Men,Footwear,Footwear,Sandals,Black,Summer,Casual,12
9789,19864,Men,Footwear,Footwear,Sports Shoes,Navy Blue,Fall,Sports,9
9793,36417,Women,Footwear,Footwear,Sports Shoes,Black,Spring,Sports,12
9803,45323,Women,Footwear,Footwear,Heels,Brown,Summer,Casual,0
9804,4004,Men,Footwear,Footwear,Flip Flops,Red,Summer,Casual,0
9816,3221,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
9819,47474,Women,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
9821,6753,Men,Footwear,Footwear,Flip Flops,Blue,Summer,Casual,8
9831,26671,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9835,47646,Men,Footwear,Footwear,Formal Shoes,Brown,Winter,Formal,0
9854,42750,Women,Footwear,Footwear,Heels,Brown,Winter,Casual,0
9862,47222,Men,Footwear,Footwear,Sandals,Brown,Summer,Casual,0
9867,21030,Women,Footwear,Footwear,Heels,Red,Fall,Casual,0
9868,45575,Men,Footwear,Footwear,Formal Shoes,Tan,Summer,Formal,3
9870,4652,Men,Footwear,Footwear,Sandals,Brown,Summer,Casual,0
9872,37969,Women,Footwear,Footwear,Heels,Taupe,Fall,Casual,14
9877,25490,Women,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
9882,21202,Men,Footwear,Footwear,Flip Flops,Multi,Summer,Casual,15
9885,24770,Men,Footwear,Footwear,Flip Flops,Grey,Fall,Casual,14
9886,11497,Women,Footwear,Footwear,Heels,Pink,Winter,Casual,11
9888,3645,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9899,22487,Men,Footwear,Footwear,Sandals,Black,Fall,Casual,12
9900,35430,Men,Footwear,Footwear,Sports Shoes,Blue,Summer,Sports,8
9903,17760,Men,Footwear,Footwear,Formal Shoes,Black,Winter,Formal,12
9905,36428,Men,Footwear,Footwear,Sports Shoes,White,Summer,Casual,13
9912,53883,Men,Footwear,Footwear,Flip Flops,Red,Summer,Casual,0
9933,39652,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
9935,38780,Men,Footwear,Footwear,Casual Shoes,Brown,Summer,Casual,0
9937,5921,Women,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
9947,46109,Men,Footwear,Footwear,Flip Flops,Red,Summer,Casual,0
9948,34529,Men,Footwear,Footwear,Casual Shoes,Brown,Winter,Casual,0
9952,5579,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
9961,56995,Women,Footwear,Footwear,Heels,Purple,Winter,Casual,10
9966,49373,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
9970,13139,Men,Footwear,Footwear,Casual Shoes,Olive,Spring,Casual,6
9975,13905,Men,Footwear,Footwear,Sports Shoes,Grey,Fall,Sports,14
9985,6308,Women,Footwear,Footwear,Heels,White,Winter,Casual,13
9994,56961,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
9995,10748,Unisex,Footwear,Footwear,Flip Flops,Navy Blue,Winter,Casual,9
9996,37956,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10005,12823,Men,Footwear,Footwear,Casual Shoes,Yellow,Fall,Casual,4
10006,29262,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10010,32840,Women,Footwear,Footwear,Heels,Blue,Winter,Casual,8
10016,24119,Men,Footwear,Footwear,Flip Flops,Green,Fall,Casual,6
10017,38546,Men,Footwear,Footwear,Casual Shoes,Navy Blue,Summer,Casual,9
10018,53877,Men,Footwear,Footwear,Flip Flops,Red,Summer,Casual,0
10028,23932,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10029,42139,Men,Footwear,Footwear,Casual Shoes,Purple,Summer,Casual,10
10034,46599,Women,Footwear,Footwear,Heels,Tan,Summer,Casual,3
10039,1549,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10040,38774,Men,Footwear,Footwear,Casual Shoes,Brown,Summer,Casual,0
10042,1929,Men,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
10045,4467,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10054,3642,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10064,17767,Men,Footwear,Footwear,Casual Shoes,Black,Winter,Casual,12
10075,47225,Men,Footwear,Footwear,Formal Shoes,Black,Summer,Formal,12
10084,56959,Women,Footwear,Footwear,Heels,Red,Winter,Casual,0
10085,4655,Women,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10089,10770,Girls,Footwear,Footwear,Casual Shoes,Red,Winter,Casual,0
10091,25497,Women,Footwear,Footwear,Flip Flops,Purple,Summer,Casual,10
10098,26676,Women,Footwear,Footwear,Flip Flops,Pink,Summer,Casual,11
10103,47641,Women,Footwear,Footwear,Casual Shoes,Cream,Winter,Casual,13
10106,3828,Unisex,Footwear,Footwear,Flip Flops,Navy Blue,Summer,Casual,9
10120,40464,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10122,24121,Women,Footwear,Footwear,Casual Shoes,White,Fall,Casual,13
10126,4003,Men,Footwear,Footwear,Flip Flops,Navy Blue,Summer,Casual,9
10127,45324,Women,Footwear,Footwear,Heels,Pink,Summer,Casual,11
10132,10126,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10134,1571,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10140,3226,Men,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
10145,6754,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10146,35053,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Formal,12
10155,26682,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
10165,19863,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10172,5317,Men,Footwear,Footwear,Formal Shoes,Brown,Winter,Formal,0
10181,44202,Women,Footwear,Footwear,Flip Flops,Purple,Winter,Casual,10
10183,14572,Men,Footwear,Footwear,Casual Shoes,Grey,Spring,Casual,14
10188,5919,Women,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
10190,33350,Men,Footwear,Footwear,Formal Shoes,Black,Summer,Formal,12
10196,12685,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
10205,5541,Men,Footwear,Footwear,Sports Shoes,Grey,Summer,Sports,14
10209,4493,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10223,7216,Men,Footwear,Footwear,Formal Shoes,Brown,Fall,Formal,0
10228,34511,Men,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
10238,23794,Men,Footwear,Footwear,Flip Flops,White,Fall,Casual,13
10241,44454,Women,Footwear,Footwear,Heels,Black,Summer,Casual,12
10244,45586,Men,Footwear,Footwear,Formal Shoes,Black,Summer,Formal,12
10252,23935,Men,Footwear,Footwear,Casual Shoes,White,Fall,Casual,13
10256,3219,Men,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
10267,32847,Women,Footwear,Footwear,Heels,Beige,Winter,Casual,3
10275,53870,Women,Footwear,Footwear,Heels,Brown,Winter,Casual,0
10276,38541,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10281,26649,Men,Footwear,Footwear,Sports Shoes,Grey,Summer,Sports,14
10285,56966,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
10298,29265,Men,Footwear,Footwear,Sports Shoes,Blue,Summer,Sports,8
10299,12824,Women,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
10310,17758,Men,Footwear,Footwear,Casual Shoes,Tan,Winter,Casual,3
10313,1916,Men,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
10319,56992,Women,Footwear,Footwear,Flats,Black,Winter,Casual,12
10328,13902,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10333,3689,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10341,44659,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10358,20778,Women,Footwear,Footwear,Flats,Silver,Fall,Casual,14
10359,39655,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10360,5926,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
10361,38787,Men,Footwear,Footwear,Sandals,Brown,Winter,Casual,0
10370,1788,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10376,12488,Men,Footwear,Footwear,Sandals,Black,Summer,Casual,12
10389,40452,Men,Footwear,Footwear,Formal Shoes,Brown,Winter,Formal,0
10390,38548,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10391,53879,Men,Footwear,Footwear,Flip Flops,Brown,Summer,Casual,0
10392,24117,Men,Footwear,Footwear,Flip Flops,Black,Fall,Casual,12
10396,26640,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
10397,12475,Men,Footwear,Footwear,Sandals,Tan,Summer,Casual,3
10411,42137,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10415,46597,Women,Footwear,Footwear,Heels,Mushroom Brown,Summer,Casual,0
10427,10110,Women,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10429,1547,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
10441,3674,Men,Footwear,Footwear,Casual Shoes,Black,Winter,Casual,12
10447,35401,Men,Footwear,Footwear,Casual Shoes,Brown,Summer,Casual,0
10451,59329,Unisex,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10455,5583,Men,Footwear,Footwear,Sports Shoes,Brown,Summer,Sports,0
10462,4663,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
10463,15234,Men,Footwear,Footwear,Casual Shoes,Blue,Fall,Casual,8
10473,10746,Unisex,Footwear,Footwear,Flip Flops,Purple,Winter,Casual,10
10474,37958,Men,Footwear,Footwear,Sandals,Brown,Fall,Casual,0
10482,6134,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10483,47213,Men,Footwear,Footwear,Formal Shoes,Black,Summer,Formal,12
10489,51376,Men,Footwear,Footwear,Casual Shoes,White,Fall,Casual,13
10490,35633,Men,Footwear,Footwear,Flip Flops,Blue,Fall,Casual,8
10492,43475,Men,Footwear,Footwear,Casual Shoes,Olive,Summer,Casual,6
10501,34527,Men,Footwear,Footwear,Sandals,Brown,Summer,Casual,0
10502,46107,Men,Footwear,Footwear,Flip Flops,Red,Summer,Casual,0
10503,7220,Men,Footwear,Footwear,Formal Shoes,Brown,Fall,Formal,0
10508,5577,Men,Footwear,Footwear,Sports Shoes,Grey,Summer,Sports,14
10517,33702,Men,Footwear,Footwear,Formal Shoes,Black,Winter,Smart Casual,12
10524,44462,Women,Footwear,Footwear,Flats,Brown,Summer,Casual,0
10526,57849,Women,Footwear,Footwear,Heels,Blue,Winter,Casual,8
10528,33530,Women,Footwear,Footwear,Casual Shoes,Beige,Summer,Casual,3
10531,13137,Men,Footwear,Footwear,Casual Shoes,Green,Fall,Casual,6
10541,46335,Women,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
10547,5321,Men,Footwear,Footwear,Casual Shoes,Red,Summer,Casual,0
10548,36426,Men,Footwear,Footwear,Sports Shoes,White,Spring,Sports,13
10557,12481,Men,Footwear,Footwear,Formal Shoes,Black,Fall,Formal,12
10558,13553,Women,Footwear,Footwear,Heels,Brown,Fall,Casual,0
10584,44234,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
10586,20771,Women,Footwear,Footwear,Flats,Silver,Fall,Casual,14
10588,15496,Women,Footwear,Footwear,Casual Shoes,Blue,Fall,Casual,8
10590,36614,Women,Footwear,Footwear,Heels,Multi,Winter,Casual,15
10592,40694,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10599,8091,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10602,51349,Men,Footwear,Footwear,Casual Shoes,Black,Winter,Casual,12
10603,29253,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
10606,56950,Women,Footwear,Footwear,Heels,Maroon,Winter,Casual,0
10611,37967,Women,Footwear,Footwear,Heels,White,Fall,Casual,13
10613,1920,Men,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
10615,11499,Women,Footwear,Footwear,Heels,Blue,Winter,Casual,8
10623,6339,Unisex,Footwear,Footwear,Casual Shoes,Red,Summer,Casual,0
10626,22489,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10638,9715,Men,Footwear,Footwear,Formal Shoes,Black,Fall,Formal,12
10649,3821,Unisex,Footwear,Footwear,Flip Flops,Brown,Summer,Casual,0
10651,47648,Men,Footwear,Footwear,Formal Shoes,Brown,Winter,Formal,0
10661,11835,Men,Footwear,Footwear,Casual Shoes,Blue,Summer,Casual,8
10662,5910,Women,Footwear,Footwear,Casual Shoes,Silver,Summer,Casual,14
10664,39663,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10669,22825,Men,Footwear,Footwear,Casual Shoes,Khaki,Summer,Casual,3
10689,36419,Women,Footwear,Footwear,Sports Shoes,Blue,Spring,Sports,8
10712,39207,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
10715,9385,Men,Footwear,Footwear,Sports Shoes,Navy Blue,Fall,Sports,9
10721,34518,Women,Footwear,Footwear,Casual Shoes,Pink,Summer,Casual,11
10738,20776,Women,Footwear,Footwear,Flats,Black,Fall,Casual,12
10740,44233,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10741,15491,Women,Footwear,Footwear,Heels,Nude,Spring,Formal,2
10743,33361,Men,Footwear,Footwear,Formal Shoes,Black,Summer,Formal,12
10745,40693,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
10746,5928,Women,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10750,41741,Women,Footwear,Footwear,Flats,Brown,Winter,Casual,0
10751,5326,Men,Footwear,Footwear,Casual Shoes,Brown,Summer,Casual,0
10757,36421,Men,Footwear,Footwear,Sandals,Grey,Spring,Casual,14
10760,1786,Men,Footwear,Footwear,Sports Shoes,White,Fall,Sports,13
10765,12486,Men,Footwear,Footwear,Formal Shoes,Black,Spring,Formal,12
10771,13554,Women,Footwear,Footwear,Flats,Pink,Fall,Casual,11
10786,44465,Women,Footwear,Footwear,Heels,Red,Summer,Casual,0
10789,25452,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
10791,33537,Women,Footwear,Footwear,Flats,Brown,Summer,Casual,0
10794,13130,Men,Footwear,Footwear,Casual Shoes,Brown,Fall,Casual,0
10799,46332,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10815,34520,Women,Footwear,Footwear,Flats,Purple,Summer,Casual,10
10818,7227,Men,Footwear,Footwear,Formal Shoes,Brown,Fall,Formal,0
10819,46100,Unisex,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10820,45785,Women,Footwear,Footwear,Flats,Black,Summer,Casual,12
10826,44657,Unisex,Footwear,Footwear,Casual Shoes,Blue,Summer,Casual,8
10830,33705,Men,Footwear,Footwear,Formal Shoes,Black,Winter,Smart Casual,12
10834,15233,Men,Footwear,Footwear,Casual Shoes,Blue,Fall,Casual,8
10835,56968,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
10843,10741,Unisex,Footwear,Footwear,Flip Flops,Yellow,Winter,Casual,4
10853,47214,Men,Footwear,Footwear,Formal Shoes,Brown,Summer,Formal,0
10854,6133,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
10858,3673,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10863,6301,Unisex,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
10865,17756,Men,Footwear,Footwear,Casual Shoes,Brown,Winter,Casual,0
10869,35406,Men,Footwear,Footwear,Sandals,Brown,Summer,Casual,0
10877,5584,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
10884,42130,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10893,46590,Women,Footwear,Footwear,Heels,Green,Summer,Casual,6
10898,20782,Women,Footwear,Footwear,Heels,Gold,Winter,Casual,3
10907,10117,Men,Footwear,Footwear,Sports Shoes,Silver,Fall,Sports,14
10913,32849,Women,Footwear,Footwear,Heels,Brown,Winter,Casual,0
10918,24110,Men,Footwear,Footwear,Flip Flops,Black,Fall,Casual,12
10919,40455,Men,Footwear,Footwear,Casual Shoes,Black,Winter,Casual,12
10923,12472,Men,Footwear,Footwear,Formal Shoes,Black,Fall,Formal,12
10924,26647,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
10940,39200,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
10944,9382,Men,Footwear,Footwear,Casual Shoes,White,Fall,Casual,13
10955,7218,Men,Footwear,Footwear,Formal Shoes,Brown,Fall,Formal,0
10957,7816,Women,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
10962,45588,Men,Footwear,Footwear,Formal Shoes,Black,Summer,Formal,12
10968,20923,Women,Footwear,Footwear,Heels,Black,Winter,Casual,12
10971,19051,Women,Footwear,Footwear,Flats,Brown,Winter,Casual,0
10976,2900,Women,Footwear,Footwear,Heels,Silver,Winter,Casual,14
10979,5319,Women,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
10989,11832,Men,Footwear,Footwear,Casual Shoes,Grey,Summer,Casual,14
10992,5917,Women,Footwear,Footwear,Casual Shoes,Silver,Summer,Casual,14
10993,39664,Men,Footwear,Footwear,Casual Shoes,White,Summer,Casual,13
10994,22822,Men,Footwear,Footwear,Casual Shoes,Green,Summer,Casual,6
10996,8634,Unisex,Footwear,Footwear,Sandals,Pink,Fall,Casual,11
11004,26678,Men,Footwear,Footwear,Flip Flops,Black,Summer,Casual,12
11008,3826,Unisex,Footwear,Footwear,Sandals,Red,Summer,Casual,0
11024,10128,Men,Footwear,Footwear,Formal Shoes,Black,Fall,Formal,12
11026,32278,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
11027,3228,Women,Footwear,Footwear,Casual Shoes,Black,Fall,Casual,12
11032,23904,Men,Footwear,Footwear,Casual Shoes,White,Fall,Casual,13
11041,4469,Men,Footwear,Footwear,Sports Shoes,Navy Blue,Summer,Sports,9
11042,59311,Men,Footwear,Footwear,Sandals,Black,Fall,Casual,12
11055,17769,Men,Footwear,Footwear,Casual Shoes,Brown,Winter,Casual,0
11064,29254,Men,Footwear,Footwear,Sports Shoes,Black,Summer,Sports,12
11067,56957,Women,Footwear,Footwear,Flats,Black,Winter,Casual,12
11072,37960,Women,Footwear,Footwear,Heels,Black,Fall,Casual,12
11076,39646,Men,Footwear,Footwear,Casual Shoes,Black,Summer,Casual,12
11093,13549,Women,Footwear,Footwear,Casual Shoes,Grey,Spring,Casual,14
11094,43239,Men,Footwear,Footwear,Sports Shoes,White,Summer,Sports,13
11113,13911,Men,Footwear,Footwear,Sports Shoes,Black,Fall,Sports,12
11117,57853,Women,Footwear,Footwear,Heels,Green,Winter,Casual,6
11119,56981,Women,Footwear,Footwear,Flats,Gold,Winter,Casual,3
