,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Waistband,Length,Material,Pattern,Neck,Details,Back,Coverage,Seam,Assorted,Straps,Waist Rise,Colour,Brand,Price
226,34604,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Hanes Men Grey Boxer Brief,Not specified,Not specified,Not specified,Floral,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Not specified,Grey,Hanes,154
227,45658,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Park Avenue Men White Boxer Briefs,Not specified,Not specified,"Cotton, Nylon",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,"White, , ",Park Avenue,475
228,50984,Women,Apparel,Innerwear,Briefs,Summer,2017.0,Casual,Enamor Women Cameo Rose Coloured Briefs,Not specified,Not specified,"Nylon, Elastane",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,"Pink, , ",Enamor,375
229,42825,Women,Apparel,Innerwear,Briefs,Summer,2012.0,Casual,Little Miss Intimates Women Yellow Brief,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, , ",Little Miss Intimates,225
230,56419,Women,Apparel,Innerwear,Bra,Winter,2015.0,Casual,Biara Women Pink Bra,Not specified,Not specified,Synthetic,"Solid, Solid",Not specified,"All Day Comfort, Back Closure, Non Padded, Non-Wired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,Pink,Biara,299
231,59697,Women,Apparel,Innerwear,Camisoles,Summer,2014.0,Casual,Avirate Black Fitted Camisoles,Not specified,Not specified,Elastane,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Avirate,2900
232,50528,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Chromozome Men White Pack of 2 Briefs,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Low-Rise,White,Chromozome,219
233,54188,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey MC Men Blue Pack of 2 Briefs 8003,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Mid-Rise,Blue,Jockey,199
234,39540,Women,Apparel,Innerwear,Bra,Winter,2015.0,Casual,Bwitch Women White Bra,Not specified,Not specified,Synthetic,"Floral, Printed",Not specified,"All Day Comfort, Back Closure, Non Padded, Non-Wired",Regular,Half,Cut and Sew,Not specified,Regular,Not specified,"White, Black, Black",Bwitch,999
235,57369,Women,Apparel,Innerwear,Briefs,Winter,2015.0,Casual,Amante Women Lavender Briefs PCMV01,Not specified,Not specified,"Nylon, Elastane",Solid,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,Lavender,Amante,275
236,28056,Men,Apparel,Innerwear,Briefs,Winter,2016.0,Casual,Jockey ELANCE Men Pack of 2 White Briefs 1009,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Low-Rise,White,Jockey,298
237,50970,Women,Apparel,Innerwear,Bra,Summer,2017.0,Casual,Enamor Women Purple Bra,Not specified,Not specified,"Nylon, Elastane","Floral, Self Design",Not specified,"All Day Comfort, Back Closure, Lightly Padded, Non-Wired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,Purple,Enamor,700
238,50510,Men,Apparel,Innerwear,Briefs,Winter,2016.0,Casual,Chromozome Men Red Briefs,Outer Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Low-Rise,"Red, Black",Chromozome,169
239,34603,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Hanes Men Navy Blue Boxer Brief,Not specified,Not specified,Not specified,Floral,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Not specified,Navy Blue,Hanes,154
240,57351,Women,Apparel,Innerwear,Bra,Winter,2015.0,Casual,Amante Black T-Shirt Bra BGSB02,Not specified,Not specified,"Nylon, Polyester","Solid, Lace",Not specified,"All Day Comfort, Back Closure, Non Padded, Underwired",Regular,Full,Seamless,Not specified,Regular,Not specified,Black,Amante,895
241,56283,Women,Apparel,Innerwear,Bra,Summer,2017.0,Casual,Biara Beige Everyday Support Bra,Not specified,Not specified,"Cotton, Elastane","Solid, Lace",Not specified,"All Day Comfort, Back Closure, Non Padded, Non-Wired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,Skin,Biara,449
242,53537,Women,Apparel,Innerwear,Briefs,Winter,2015.0,Casual,Amante Women Pack of 3 Assorted Briefs PFCP12,Not specified,Not specified,"Cotton, Elastane",Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Mid-Rise,Multi,Amante,325
243,51052,Women,Apparel,Innerwear,Briefs,Summer,2017.0,Casual,Enamor Women Black Bikini Briefs,Not specified,Not specified,Elastane,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,"Black, , ",Enamor,295
244,56277,Women,Apparel,Innerwear,Bra,Summer,2017.0,Casual,Biara Maroon Everyday Support Bra MW 1002,Not specified,Not specified,"Cotton, Elastane","Solid, Solid",Not specified,"All Day Comfort, Back Closure, Non Padded, Non-Wired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,Maroon,Biara,399
245,45660,Men,Apparel,Innerwear,Innerwear Vests,Summer,2016.0,Casual,Park Avenue Men Black Square Neck Vest,Not specified,Not specified,Not specified,Not specified,Square Neck,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Park Avenue,260
246,56421,Women,Apparel,Innerwear,Bra,Summer,2017.0,Casual,Biara Women Black  Bra,Not specified,Not specified,"Cotton, Elastane","Solid, Solid",Not specified,"All Day Comfort, Back Closure, Non Padded, Non-Wired",Regular,Half,Cut and Sew,Not specified,Regular,Not specified,Black,Biara,229
247,28051,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey ELANCE Men Grey Melange Pack of 2 Briefs 1009,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,Grey Melange,Jockey,308
248,50977,Women,Apparel,Innerwear,Bra,Summer,2017.0,Casual,Enamor Sand Coloured Lift Bra DB75,Not specified,Not specified,"Nylon, Elastane","Floral, Lace",Not specified,"All Day Comfort, Back Closure, Non Padded, Underwired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,Beige,Enamor,860
249,18092,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Crusoe Men Tanga Navy Blue Brief,Outer Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Low-Rise,Navy Blue,Crusoe,140
250,59690,Women,Apparel,Innerwear,Bra,Summer,2014.0,Casual,Avirate Grey Bra,Not specified,Not specified,"Nylon, Elastane","Animal, Lace",Not specified,"All Day Comfort, Back Closure, Lightly Padded, Underwired",Regular,Half,Cut and Sew,Not specified,Regular,Not specified,"Grey, Pink",Avirate,1300
251,15779,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Facit Men Blue String Bikini Briefs,Outer Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,"Blue, , ",Facit,111
252,42822,Women,Apparel,Innerwear,Briefs,Summer,2012.0,Casual,Little Miss Intimates Women Black Brief,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, , ",Little Miss Intimates,225
253,27489,Women,Apparel,Innerwear,Briefs,Fall,2015.0,Casual,Jockey Women White Bikini Briefs,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,White,Jockey,175
254,28899,Women,Apparel,Innerwear,Briefs,Summer,2012.0,Casual,Enamor Women Blue Mid-Rise Bikini Brief,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Enamor,135
255,53508,Women,Apparel,Innerwear,Bra,Winter,2015.0,Casual,Amante White Full-Coverage Bra BFOM12,Not specified,Not specified,"Cotton, Elastane","Solid, Solid",Not specified,"All Day Comfort, Back Closure, Non Padded, Non-Wired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,White,Amante,395
256,28781,Women,Apparel,Innerwear,Briefs,Summer,2017.0,Casual,Enamor Women Pack of 2 Briefs,Not specified,Not specified,Not specified,Floral,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Skin",Enamor,395
257,27957,Men,Apparel,Innerwear,Trunk,Summer,2018.0,Casual,Jockey Sport Performance  Men Black Trunks SP04,Outer Elastic,Short,Cotton Blend,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Jockey,279
258,50039,Women,Apparel,Innerwear,Bra,Winter,2015.0,Casual,Hanes Women Nude Concealing Petals Wirefree Moulded Bra,Not specified,Not specified,Not specified,Not specified,Not specified,"Lightly Padded, Non-Wired",Not specified,Half,Not specified,Not specified,Regular,Not specified,Nude,Hanes,695
259,28123,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey MC Men Pack Of 2Briefs 8003,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Mid-Rise,Grey,Jockey,199
260,50496,Men,Apparel,Innerwear,Innerwear Vests,Summer,2016.0,Casual,Chromozome Men White Innerwear Vest,Not specified,Not specified,Not specified,Not specified,Round Neck,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Chromozome,259
261,59729,Women,Apparel,Innerwear,Shapewear,Summer,2014.0,Casual,Avirate Beige Wired Corset Shapewear,Not specified,Not specified,"Nylon, Elastane",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Skin, , ",Avirate,2000
262,37564,Girls,Apparel,Innerwear,Innerwear Vests,Summer,2012.0,Casual,Madagascar3 Pink Girls Innerwear Vest,Not specified,Not specified,Not specified,Not specified,Round Neck,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, , ",Madagascar 3,249
263,51776,Women,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Bwitch Women White Brief,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,"White, Pink, ",Bwitch,249
264,47277,Men,Apparel,Innerwear,Boxers,Summer,2016.0,Casual,FCUK Underwear Grey Striped Boxers,Inner Elastic,Not specified,Pure Cotton,Checked,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, White, Black",FCUK Underwear,699
265,56305,Women,Apparel,Innerwear,Briefs,Winter,2015.0,Casual,Biara Blush Teenage Girl Blue Briefs,Not specified,Not specified,Not specified,Floral,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Blue,Biara,279
266,27968,Men,Apparel,Innerwear,Innerwear Vests,Summer,2016.0,Casual,Jockey SP-OW Men White Muscle Innerwear Vest SP11,Not specified,Not specified,Ribbed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Jockey,449
267,50006,Women,Apparel,Innerwear,Bra,Winter,2015.0,Sports,Hanes Women Black Cotton Stretch Light Padded Bra,Not specified,Not specified,"Cotton, Elastane",Not specified,Not specified,"Non Padded, Non-Wired",Not specified,Full,Not specified,Not specified,Not specified,Not specified,Black,Hanes,475
268,50462,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Chromozome Men Blue & Green Briefs,Outer Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Mid-Rise,"Blue, Green",Chromozome,309
269,37590,Girls,Apparel,Innerwear,Innerwear Vests,Summer,2012.0,Casual,Madagascar Girls Pink Innerwear Vest,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, , ",Madagascar 3,249
270,53489,Women,Apparel,Innerwear,Bra,Winter,2015.0,Sports,Amante White Sports Bra BCST22,Not specified,Not specified,Synthetic,"Solid, Solid",Not specified,"All Day Comfort, Back Closure, Lightly Padded, Non-Wired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,White,Amante,895
271,28124,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey MC Men White Pack of 2 Brief 8033,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Mid-Rise,White,Jockey,218
272,27950,Men,Apparel,Innerwear,Trunk,Summer,2016.0,Casual,Jockey CSM Men Comfort Stretch White Trunks CS04,Outer Elastic,Long,Cotton Blend,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Jockey,210
273,27508,Women,Apparel,Innerwear,Bra,Fall,2015.0,Casual,Jockey Black T-shirt Bra SS 15,Not specified,Not specified,"Cotton, Elastane","Solid, Solid",Not specified,"All Day Comfort, Back Closure, Lightly Padded, Underwired",Regular,Full,Seamless,Not specified,Regular,Not specified,Black,Jockey,549
274,59711,Women,Apparel,Innerwear,Briefs,Summer,2012.0,Casual,Avirate Black Brief,Not specified,Not specified,"Nylon, Elastane",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,"Black, White",Avirate,900
275,51785,Women,Apparel,Innerwear,Bra,Summer,2016.0,Casual,Bwitch Purple Bra,Not specified,Not specified,Nylon,"Floral, Lace",Not specified,"All Day Comfort, Back Closure, Non Padded, Underwired",Regular,Half,Cut and Sew,Not specified,Regular,Not specified,Purple,Bwitch,699
276,50465,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Chromozome Men Navy Blue & Grey Briefs,Outer Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Mid-Rise,"Navy Blue, Grey Melange",Chromozome,175
277,50001,Women,Apparel,Innerwear,Bra,Winter,2015.0,Sports,Hanes Women Grey Melange Cotton Stretch Racer Back Sports Bra,Not specified,Not specified,"Cotton, Elastane",Not specified,Not specified,"Non Padded, Non-Wired",Not specified,Full,Not specified,Not specified,Not specified,Not specified,"Grey Melange, Pink",Hanes,395
278,57016,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey ELANCE Men Blue Briefs 1004,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,Blue,Jockey,159
279,56302,Women,Apparel,Innerwear,Bra,Winter,2015.0,Casual,Biara Women Turquoise Blue Bra,Not specified,Not specified,Synthetic,"Solid, Solid",Not specified,"All Day Comfort, Back Closure, Non Padded, Non-Wired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,Turquoise Blue,Biara,439
280,47270,Men,Apparel,Innerwear,Boxers,Summer,2016.0,Casual,FCUK Underwear Blue Printed Boxers,Outer Elastic,Not specified,Pure Cotton,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, White",FCUK Underwear,699
281,50491,Men,Apparel,Innerwear,Trunk,Winter,2016.0,Casual,Chromozome Men Blue Trunks,Outer Elastic,Short,Cotton Blend,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Navy Blue, Silver",Chromozome,249
282,28112,Men,Apparel,Innerwear,Trunk,Summer,2016.0,Casual,Jockey COMFORT PLUS Men Zone Black Trunks 8015,Outer Elastic,Short,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Jockey,189
283,50008,Women,Apparel,Innerwear,Bra,Winter,2015.0,Sports,Hanes Women Black Cotton Stretch Moulded Contour Bra,Not specified,Not specified,"Cotton, Elastane",Not specified,Not specified,"Non Padded, Non-Wired",Not specified,Full,Not specified,Not specified,Not specified,Not specified,"Black, Beige",Hanes,445
284,27966,Men,Apparel,Innerwear,Innerwear Vests,Summer,2016.0,Casual,Jockey Men White Muscle Innerwear Vest,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Green",Jockey,459
285,19493,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Levis Men Jazz Stripes Blue Brief,Outer Elastic,Not specified,Cotton,"Striped, Striped",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Mid-Rise,"Blue, Multi",Levis,329
286,27992,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey ZONE Men Zone Blue Brief US17,Outer Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,Blue,Jockey,318
287,50498,Men,Apparel,Innerwear,Innerwear Vests,Winter,2016.0,Casual,Chromozome Men Maroon Innerwear Vest,Not specified,Not specified,Not specified,Not specified,Round Neck,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Maroon,Chromozome,239
288,59727,Women,Apparel,Innerwear,Bra,Summer,2012.0,Casual,Avirate Red & Black Bra,Not specified,Not specified,"Polyester, Elastane",Not specified,Not specified,"Non Padded, Non-Wired",Not specified,Half,Not specified,Not specified,Regular,Not specified,"Red, Black",Avirate,1800
289,51778,Women,Apparel,Innerwear,Camisoles,Summer,2016.0,Casual,Bwitch White Printed Camisole,Not specified,Not specified,"Cotton, Elastane",Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Pink",Bwitch,549
290,50037,Women,Apparel,Innerwear,Bra,Winter,2015.0,Casual,Hanes Women White Concealing Petals Wirefree Moulded Bra,Not specified,Not specified,Not specified,Not specified,Not specified,"Lightly Padded, Non-Wired",Not specified,Half,Not specified,Not specified,Regular,Not specified,White,Hanes,695
291,27959,Men,Apparel,Innerwear,Trunk,Summer,2016.0,Casual,Jockey Sport Performance  Men White Trunks SP04,Outer Elastic,Short,Cotton Blend,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Jockey,249
292,53480,Women,Apparel,Innerwear,Bra,Summer,2017.0,Casual,Amante Mushroom Brown Full-Coverage Bra BCSB02,Not specified,Not specified,"Polyester, Elastane","Solid, Solid",Not specified,"All Day Comfort, Back Closure, Lightly Padded, Underwired",Regular,Full,Seamless,Not specified,Regular,Not specified,Mushroom Brown,Amante,795
293,27501,Women,Apparel,Innerwear,Camisoles,Winter,2015.0,Casual,Jockey Women Red Camisole,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Jockey,225
294,50453,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Chromozome Men Ink Blue Briefs,Outer Elastic,Not specified,Cotton,"Colourblocked, Colourblocked",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Mid-Rise,"Blue, Green",Chromozome,165
295,59718,Women,Apparel,Innerwear,Bra,Summer,2014.0,Casual,Avirate White Bra,Not specified,Not specified,"Nylon, Elastane","Solid, Self Design",Not specified,"All Day Comfort, Back Closure, Non Padded, Underwired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,"White, Lavender",Avirate,1600
296,53474,Women,Apparel,Innerwear,Bra,Summer,2017.0,Casual,Amante White Medium-Coverage Plunge Bra BCSB01,Not specified,Not specified,"Polyester, Elastane","Solid, Solid",Not specified,"All Day Comfort, Back Closure, Lightly Padded, Underwired",Regular,Medium,Seamless,Not specified,Multiway,Not specified,White,Amante,795
297,59720,Women,Apparel,Innerwear,Bra,Summer,2014.0,Casual,Avirate Light Orange Bra,Not specified,Not specified,"Nylon, Elastane","Solid, Self Design",Not specified,"All Day Comfort, Back Closure, Non Padded, Underwired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,"Orange, Pink",Avirate,1600
298,27995,Men,Apparel,Innerwear,Briefs,Winter,2016.0,Casual,Jockey ZONE Men Zone White Modern Briefs US-17,Outer Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,White,Jockey,318
299,27961,Men,Apparel,Innerwear,Trunk,Summer,2016.0,Casual,Jockey SPORT PERFORMANCE Men Green Trunks SP08,Outer Elastic,Long,Cotton Blend,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Jockey,279
300,28115,Men,Apparel,Innerwear,Trunk,Summer,2016.0,Casual,Jockey COMFORT PLUS Men Comfort Plus Blue Trunks 8015,Outer Elastic,Short,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Jockey,189
301,57018,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey ELANCE Men Grey Briefs 1010,Outer Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,Grey,Jockey,149
302,53473,Women,Apparel,Innerwear,Bra,Summer,2017.0,Casual,Amante Black Full-Coverage T-Shirt Bra BCSB01,Not specified,Not specified,"Polyester, Elastane","Solid, Solid",Not specified,"All Day Comfort, Back Closure, Lightly Padded, Underwired",Regular,Full,Seamless,Not specified,Regular,Not specified,Black,Amante,795
303,50692,Men,Apparel,Innerwear,Trunk,Summer,2016.0,Casual,Chromozome Men Grey Trunk Trunks,Outer Elastic,Short,Cotton Blend,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Chromozome,239
304,27506,Women,Apparel,Innerwear,Bra,Winter,2015.0,Casual,Jockey Women Red T-shirt Bra SS 14,Not specified,Not specified,"Cotton, Elastane","Solid, Solid",Not specified,"All Day Comfort, Back Closure, Lightly Padded, Underwired",Regular,Full,Seamless,Not specified,Regular,Not specified,Red,Jockey,379
305,50454,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Chromozome Men Navy Blue Briefs,Outer Elastic,Not specified,Cotton,"Colourblocked, Colourblocked",Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Not specified,Mid-Rise,"Navy Blue, Grey Melange",Chromozome,165
306,53487,Women,Apparel,Innerwear,Bra,Winter,2015.0,Casual,Amante White Sports Bra BCST11,Not specified,Not specified,Synthetic,"Solid, Solid",Not specified,"All Day Comfort, Back Closure, Non Padded, Non-Wired",Regular,Full,Seamless,Not specified,Regular,Not specified,White,Amante,845
307,57027,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey MC Men White Brief 8033,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,White,Jockey,119
308,49981,Men,Apparel,Innerwear,Innerwear Vests,Summer,2016.0,Casual,Hanes Men Khaki Innerwear Vest,Not specified,Not specified,Not specified,Not specified,Round Neck,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Khaki,Hanes,195
309,54602,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey ELANCE Men Navy Blue Briefs 1004,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,Navy Blue,Jockey,159
310,32074,Men,Apparel,Innerwear,Boxers,Summer,2016.0,Casual,Playboy Men White Boxers,Inner Elastic,Not specified,Pure Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Playboy,499
311,21651,Women,Apparel,Innerwear,Bra,Fall,2012.0,Casual,Enamor Women Classique White Bra,Not specified,Not specified,"Cotton, Elastane","Floral, Self Design",Not specified,"All Day Comfort, Back Closure, Non Padded, Non-Wired",Regular,Full,Cut and Sew,Not specified,Regular,Not specified,White,Enamor,225
312,50632,Men,Apparel,Innerwear,Trunk,Winter,2016.0,Casual,Chromozome Men Grey & Black Trunks,Inner Elastic,Long,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Black",Chromozome,209
313,49975,Men,Apparel,Innerwear,Innerwear Vests,Summer,2016.0,Casual,Hanes Men Grey Vest,Not specified,Not specified,Not specified,Not specified,Square Neck,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Hanes,199
314,51384,Men,Apparel,Innerwear,Boxers,Summer,2012.0,Casual,Myntra Blue Printed Boxers,Inner Elastic,Not specified,Pure Cotton,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, White",Myntra,399
315,15803,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Facit Men Trophy BKN Brown Briefs,Inner Elastic,Not specified,Cotton,"Self Design, Self Design",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,"Brown, , ",Facit,113
316,31408,Men,Apparel,Innerwear,Innerwear Vests,Summer,2016.0,Casual,Spykar Men Black Innerwear Vest,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,SPYKAR,449
317,51383,Men,Apparel,Innerwear,Boxers,Summer,2012.0,Casual,Myntra Men Blue Boxer,Inner Elastic,Not specified,Pure Cotton,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Myntra,399
318,49972,Men,Apparel,Innerwear,Innerwear Vests,Summer,2016.0,Casual,Hanes Men Olive Innerwear Vest,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Olive,Hanes,195
319,18388,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Undercolors of Benetton Men White Tanga Brief,Outer Elastic,Not specified,"Cotton, Elastane","Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Low-Rise,White,Undercolors of Benetton,399
320,43010,Men,Apparel,Innerwear,Boxers,Summer,2016.0,Casual,Probase Red Printed Boxers,Inner Elastic,Not specified,Pure Cotton,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Probase,449
321,57410,Women,Apparel,Innerwear,Briefs,Winter,2015.0,Casual,Amante Women Black Bikini Briefs PGSM03,Not specified,Not specified,"Cotton, Nylon",Solid,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Low-Rise,Black,Amante,325
322,50635,Men,Apparel,Innerwear,Innerwear Vests,Winter,2016.0,Casual,Chromozome Men Charcoal Melange Innerwear Vest,Not specified,Not specified,Not specified,Not specified,Round Neck,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Charcoal,Chromozome,269
323,32073,Men,Apparel,Innerwear,Boxers,Summer,2016.0,Casual,Playboy Men Red Boxers,Inner Elastic,Not specified,Pure Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Playboy,499
324,54605,Men,Apparel,Innerwear,Briefs,Summer,2016.0,Casual,Jockey ELANCE Men White Brief 1004,Inner Elastic,Not specified,Cotton,"Solid, Solid",Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,Mid-Rise,White,Jockey,159
