,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Pattern,Material,Colour,Brand,Price
186,58873,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Blue Tie,Striped,Microfiber,Blue,Hakashi,550
187,19229,Men,Accessories,Ties,Ties,Summer,2011.0,Formal,United Colors of Benetton Men Check Brown Tie,Not specified,Not specified,Brown,United Colors of Benetton,1899
188,58887,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Yellow Tie,Woven Design,Microfiber,Yellow,Hakashi,705
189,49754,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Parx Men Blue Tie,Striped,Microfiber,Blue,Parx,1100
190,58880,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Yellow Tie,Woven Design,Microfiber,Yellow,Hakashi,650
191,58874,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Navy Blue Tie,Striped,Microfiber,"Navy Blue, Red",Hakashi,550
192,49753,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Parx Men Black and White Tie,Striped,Microfiber,"Black, White",Parx,1100
193,49707,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Maroon Tie,Woven Design,Not specified,Maroon,Park Avenue,899
194,50285,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Parx Men Purple Tie,Not specified,Microfiber,Purple,Parx,1100
195,49738,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Maroon Tie,Not specified,Not specified,Maroon,Park Avenue,899
196,17784,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Reid & Taylor Men Printed Brown Tie,Not specified,Not specified,Brown,Reid & Taylor,1295
197,49700,Men,Accessories,Ties,Ties,Summer,2012.0,Ethnic,Park Avenue Men Navy Blue Tie,Checked,Microfiber,Navy Blue,Park Avenue,899
198,35088,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Allen Solly Men Black Tie,Not specified,Not specified,Black,Allen Solly,1095
199,17783,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Reid & Taylor Men Stripes Blue Tie,Not specified,Not specified,Blue,Reid & Taylor,995
200,50282,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Parx Men Grey and Black Tie,Striped,Microfiber,"Grey, Black",Parx,1100
201,49736,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Purple Tie,Not specified,Not specified,Purple,Park Avenue,899
202,49709,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Blue Tie,Woven Design,Not specified,Blue,Park Avenue,899
203,49731,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Brown Tie,Woven Design,Not specified,Brown,Park Avenue,899
204,35086,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Allen Solly Men White Tie,Not specified,Not specified,White,Allen Solly,1095
205,58875,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Grey Tie,Woven Design,Microfiber,"Grey, Black",Hakashi,605
206,58881,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Black Tie,Woven Design,Microfiber,Black,Hakashi,650
207,49752,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Parx Men Lavender Tie,Not specified,Microfiber,Lavender,Parx,1100
208,58886,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Lavender Tie,Woven Design,Microfiber,Lavender,Hakashi,705
209,58872,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Multi Coloured Tie,Woven Design,Microfiber,Multi,Hakashi,550
210,19228,Men,Accessories,Ties,Ties,Summer,2011.0,Formal,United Colors of Benetton Men Striped Navy Blue Tie,Not specified,Not specified,Navy Blue,United Colors of Benetton,1899
211,49755,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Parx Men Blue Tie,Striped,Microfiber,Blue,Parx,1100
212,19217,Men,Accessories,Ties,Ties,Summer,2011.0,Formal,United Colors of Benetton Men Striped Black Tie,Not specified,Not specified,Black,United Colors of Benetton,1899
213,19221,Men,Accessories,Ties,Ties,Summer,2011.0,Formal,United Colors of Benetton Men Check Black Tie,Not specified,Not specified,Black,United Colors of Benetton,1899
214,19219,Men,Accessories,Ties,Ties,Summer,2011.0,Formal,United Colors of Benetton Men Striped White Tie,Not specified,Not specified,White,United Colors of Benetton,1899
215,19226,Men,Accessories,Ties,Ties,Summer,2011.0,Formal,United Colors of Benetton Men Check Red Tie,Not specified,Not specified,Red,United Colors of Benetton,1899
216,58888,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men White Tie,Woven Design,Microfiber,White,Hakashi,750
217,49730,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Maroon Tie,Woven Design,Not specified,Maroon,Park Avenue,899
218,35087,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Allen Solly Men Black Tie,Not specified,Not specified,Black,Allen Solly,1095
219,49708,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Blue Tie,Striped,Not specified,Blue,Park Avenue,899
220,35080,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Allen Solly Men Navy Blue Tie,Not specified,Not specified,Navy Blue,Allen Solly,795
221,49701,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Red Tie,Checked,Not specified,Red,Park Avenue,899
222,50283,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Parx Men Purple Tie,Not specified,Microfiber,Purple,Parx,1100
223,17782,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Reid & Taylor Men Stripes Yellow Tie,Not specified,Not specified,"Yellow, Green",Reid & Taylor,1295
224,49739,Men,Accessories,Ties,Ties,Fall,2012.0,Smart Casual,Park Avenue Men Grey Tie,Not specified,Microfiber,Grey,Park Avenue,899
225,50284,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Parx Men Black Tie,Solid,Microfiber,Black,Parx,1100
226,50302,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Park Avenue Men Brown Tie,Checked,Microfiber,Brown,Park Avenue,1100
227,15957,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Turtle Men Stripes Maroon Ties,Not specified,Not specified,"Maroon, Black",Turtle,695
228,50305,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Park Avenue Men Cream Tie,Woven Design,Microfiber,Cream,Park Avenue,899
229,49687,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Maroon Tie,Striped,Not specified,Maroon,Park Avenue,899
230,15950,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Turtle Men Stripes Black Ties,Not specified,Not specified,"Black, Blue",Turtle,695
231,11155,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Indigo Nation Men Green Check Black Ties,Not specified,Not specified,Black,Indigo Nation,499
232,15959,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Turtle Men Check Black Ties,Not specified,Not specified,"Black, Purple",Turtle,695
233,49689,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Red Tie,Striped,Not specified,"Red, Maroon",Park Avenue,899
234,11152,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Indigo Nation Men Orange Check Black Ties,Not specified,Not specified,Black,Indigo Nation,499
235,15961,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Turtle Men Check Burgundy Ties,Not specified,Not specified,"Burgundy, Black",Turtle,695
236,58909,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Maroon Silk Tie,Woven Design,Silk,Maroon,Hakashi,910
237,36347,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Reid & Taylor Men Blue Tie,Not specified,Not specified,Purple,Reid & Taylor,995
238,58900,Men,Accessories,Ties,Ties,Summer,2017.0,Casual,Hakashi Men Black Silk Tie,Not specified,Silk,"Black, Grey",Hakashi,865
239,36371,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Reid & Taylor Men Cream Tie,Not specified,Not specified,Cream,Reid & Taylor,1195
240,36349,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Reid & Taylor Men Lavender Self Patterned Tie,Woven Design,Not specified,Lavender,Reid & Taylor,995
241,58907,Men,Accessories,Ties,Ties,Summer,2017.0,Casual,Hakashi Men Red Silk Tie,Woven Design,Silk,Red,Hakashi,910
242,11153,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Indigo Nation Men Check Blue Ties,Not specified,Not specified,Blue,Indigo Nation,799
243,49688,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Blue Tie,Striped,Not specified,Blue,Park Avenue,899
244,15960,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Turtle Men Solid Navy Blue Ties,Not specified,Not specified,Navy Blue,Turtle,695
245,15958,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Turtle Men Solid Purple Ties,Not specified,Not specified,"Purple, Black",Turtle,895
246,11154,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Indigo Nation Men Strip Blue Ties,Not specified,Not specified,Blue,Indigo Nation,799
247,50304,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Park Avenue Men Red Tie,Woven Design,Microfiber,Red,Park Avenue,899
248,49686,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Blue Tie,Checked,Not specified,Blue,Park Avenue,899
249,15951,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Turtle Men Stripes Purple Ties,Not specified,Not specified,"Purple, Black",Turtle,695
250,50303,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Park Avenue Men Red Tie,Woven Design,Microfiber,Red,Park Avenue,899
251,15956,Men,Accessories,Ties,Ties,Fall,2011.0,Formal,Turtle Men Check Black Ties,Not specified,Not specified,Black,Turtle,795
252,49681,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Park Avenue Men Red Tie,Checked,Not specified,Red,Park Avenue,899
253,36348,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Reid & Taylor Men Red Tie,Not specified,Not specified,Red,Reid & Taylor,995
254,58906,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Black Silk Tie,Woven Design,Silk,Black,Hakashi,900
255,36370,Men,Accessories,Ties,Ties,Summer,2012.0,Formal,Reid & Taylor Men Black Tie,Not specified,Not specified,Black,Reid & Taylor,1195
256,58901,Men,Accessories,Ties,Ties,Summer,2017.0,Casual,Hakashi Men Green Silk Tie,Woven Design,Silk,"Green, Black",Hakashi,865
257,58908,Men,Accessories,Ties,Ties,Summer,2012.0,Casual,Hakashi Men Black Silk Tie,Checked,Silk,"Black, Silver",Hakashi,910
