,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Sole Material,Pattern,Material,Fastening,Fit,Type,Ankle Height,Sport,Arch Type,Surface Type,Shoe Width,Insole,Heel Height,Fastening and Back Detail,Cushioning,Toe Shape,Heel Type,Cleats,Colour,Brand,Price
367,17677,Women,Footwear,Shoes,Heels,Winter,2015.0,Casual,Catwalk Women Weaved Strap Tan Flats,Not specified,Not specified,Canvas,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Ankle Loop,Not specified,Open Toe,Block,Not specified,Tan,Catwalk,1395.0
368,14496,Men,Footwear,Shoes,Casual Shoes,Fall,2011.0,Casual,Flying Machine Men Casual Grey Casual Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, White",Flying Machine,1600.0
369,15544,Women,Footwear,Shoes,Heels,Winter,2015.0,Casual,Catwalk Women Casual Black Heels,Not specified,Not specified,Canvas,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Ankle Loop,Not specified,Open Toe,Block,Not specified,Black,Catwalk,1495.0
370,4113,Men,Footwear,Shoes,Casual Shoes,Summer,2011.0,Casual,Fila Men's Bruno White Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,FILA,2199.0
371,26554,Men,Footwear,Shoes,Casual Shoes,Fall,2012.0,Casual,ID Men Blue Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, White",ID,2085.0
372,6644,Women,Footwear,Shoes,Sports Shoes,Summer,2011.0,Sports,Nike Women Transform III IN White Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Nike,1875.0
373,47563,Women,Footwear,Shoes,Heels,Winter,2012.0,Casual,Portia Women Black Sandals,Not specified,Not specified,Synthetic,Not specified,Not specified,Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Ankle Loop,Not specified,Not specified,Not specified,Not specified,Black,Portia,599.0
374,13481,Women,Footwear,Shoes,Flats,Fall,2011.0,Casual,Rocia Women Black Flats,Not specified,Not specified,Synthetic,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Slip-On,Not specified,Open Toe,Not specified,Not specified,"Black, Brown",Rocia,990.0
375,17021,Women,Footwear,Shoes,Flats,Winter,2012.0,Casual,Rocia Women Casual Black Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Rocia,1090.0
376,1653,Men,Footwear,Shoes,Sports Shoes,Summer,2010.0,Sports,Reebok Men's Ventilator Ubiq Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Reebok,3599.0
377,33086,Women,Footwear,Shoes,Heels,Winter,2015.0,Casual,Catwalk Women Red Flats,Not specified,Not specified,Canvas,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Ankle Loop,Not specified,Open Toe,Block,Not specified,Red,Catwalk,995.0
378,46822,Women,Footwear,Shoes,Heels,Winter,2015.0,Casual,Catwalk Women Multicoloured Heels,Not specified,Not specified,Canvas,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Not specified,Not specified,Open Toe,Block,Not specified,"Multi, Beige",Catwalk,1595.0
379,23489,Men,Footwear,Shoes,Sports Shoes,Fall,2011.0,Sports,FILA Men Forza 11 Black Sports Shoes,Not specified,Not specified,Synthetic,Lace-Ups,Not specified,Not specified,Regular,Football,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Fixed,"Black, White",FILA,1799.0
380,31970,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,Nike Men Lengo Black Sports Shoes,Not specified,Not specified,Synthetic,Lace-Ups,Not specified,Not specified,Regular,Football,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Fixed,Black,Nike,2695.0
381,44749,Men,Footwear,Shoes,Casual Shoes,Summer,2012.0,Casual,Globalite Men Grey Tracker Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Globalite,1599.0
382,56882,Women,Footwear,Shoes,Heels,Winter,2012.0,Casual,HM Women Red Heels,Not specified,Not specified,Not specified,Not specified,Not specified,Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Ankle Loop,Not specified,Not specified,Not specified,Not specified,Red,HM,1699.0
383,57950,Men,Footwear,Shoes,Formal Shoes,Spring,2012.0,Formal,Clarks Men Brown Formal Shoes,Not specified,Not specified,Synthetic Leather,Lace-Ups,Not specified,Derbys,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Clarks,3799.0
384,20802,Men,Footwear,Shoes,Sports Shoes,Fall,2010.0,Sports,Fila Men Racer White Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,FILA,1799.0
385,9091,Men,Footwear,Shoes,Casual Shoes,Winter,2011.0,Casual,Buckaroo Men Amigo Maroon Casual Shoes,Synthetic,Solid,Leather,Lace-Ups,Not specified,Loafers,Regular,Not specified,Not specified,Not specified,Regular,Not specified,Not specified,Not specified,Not specified,Round Toe,Not specified,Not specified,Maroon,Buckaroo,2195.0
386,39577,Women,Footwear,Shoes,Heels,Winter,2015.0,Casual,Catwalk Women Pink Flats,Not specified,Not specified,Canvas,Not specified,Skinny Fit,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Ankle Loop,Not specified,Open Toe,Block,Not specified,"Pink, Brown",Catwalk,1295.0
387,49600,Women,Footwear,Shoes,Heels,Winter,2015.0,Casual,Catwalk Women White Flats,Not specified,Not specified,Canvas,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Ankle Loop,Not specified,Open Toe,Block,Not specified,White,Catwalk,1195.0
388,28637,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,Nike Men Air Relentless Black Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,3995.0
389,13678,Women,Footwear,Shoes,Sports Shoes,Fall,2011.0,Sports,ADIDAS Women Blazer Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Silver, Pink",ADIDAS,2999.0
390,43934,Women,Footwear,Shoes,Heels,Winter,2012.0,Casual,Catwalk Women Black Heels,Not specified,Not specified,Not specified,Not specified,Not specified,Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Ankle Loop,Not specified,Not specified,Not specified,Not specified,Black,Catwalk,2995.0
391,39583,Women,Footwear,Shoes,Heels,Summer,2016.0,Casual,Catwalk Women Red Flats,Not specified,Not specified,Canvas,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Lace-Ups,Not specified,Open Toe,Block,Not specified,Red,Catwalk,995.0
392,9401,Men,Footwear,Shoes,Sports Shoes,Fall,2011.0,Sports,Nike Men Lunarswi + 2 Blue Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Black, White",Nike,5595.0
393,17822,Men,Footwear,Shoes,Formal Shoes,Fall,2011.0,Formal,Lee Cooper Men  Black Formal Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lee Cooper,2385.0
394,3309,Men,Footwear,Shoes,Sports Shoes,Spring,2012.0,Sports,Asics Men's Gel Challenger 8 Tennis White Blue Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Tennis,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Blue",ASICS,5599.0
395,38663,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,Nike Men Downshifter Black Sports Shoes,Not specified,Not specified,Mesh,Lace-Ups,Not specified,Not specified,Regular,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Orange, White",Nike,3295.0
396,18600,Women,Footwear,Shoes,Flats,Fall,2011.0,Casual,Puma Women Roque Grey Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Pink",Puma,999.0
397,4548,Women,Footwear,Shoes,Sports Shoes,Summer,2011.0,Sports,Nike Women Sweet AC Black Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Tennis,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,3300.0
398,56876,Women,Footwear,Shoes,Heels,Winter,2012.0,Casual,HM Women Blue Heels,Not specified,Not specified,Synthetic,Not specified,Not specified,Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Ankle Loop,Not specified,Not specified,Not specified,Not specified,Blue,HM,1699.0
399,6811,Men,Footwear,Shoes,Casual Shoes,Summer,2011.0,Casual,Timberland Men's Ox Maroon Red Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Timberland,6290.0
400,30258,Men,Footwear,Shoes,Casual Shoes,Winter,2018.0,Casual,Red Tape Men Brown Shoes,Not specified,Not specified,Synthetic Leather,Lace-Ups,Not specified,Sneakers,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Grey, Black",Red Tape,2395.0
401,1654,Men,Footwear,Shoes,Sports Shoes,Fall,2010.0,Sports,Reebok Men's Frisker LP Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Blue",Reebok,3599.0
402,14491,Men,Footwear,Shoes,Casual Shoes,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Flying Machine,1199.0
403,15543,Women,Footwear,Shoes,Heels,Winter,2015.0,Casual,Catwalk Women Casual Brown Wedges,Not specified,Not specified,Canvas,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Ankle Loop,Not specified,Open Toe,Block,Not specified,Brown,Catwalk,1695.0
404,42016,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,ADIDAS Men Silver Phaedra Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Silver, Red",ADIDAS,2699.0
405,26553,Men,Footwear,Shoes,Casual Shoes,Fall,2012.0,Casual,ID Men Blue Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ID,1985.0
406,47564,Women,Footwear,Shoes,Heels,Winter,2012.0,Casual,Portia Women Brown Sandals,Not specified,Not specified,Synthetic,Not specified,Not specified,Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Ankle Loop,Not specified,Not specified,Not specified,Not specified,Brown,Portia,599.0
407,6643,Women,Footwear,Shoes,Sports Shoes,Summer,2011.0,Sports,Nike Women's Transform III IN Black Pink Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Black",Nike,1875.0
408,4570,Women,Footwear,Shoes,Sports Shoes,Summer,2011.0,Sports,Nike Women Iza Black Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,3700.0
409,53732,Women,Footwear,Shoes,Casual Shoes,Winter,2014.0,Casual,Puma Women Green Supersuede Eco Casual Shoes,Not specified,Not specified,Suede,Lace-Ups,Not specified,Not specified,Regular,Not specified,Not specified,Not specified,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Puma,3499.0
410,44785,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,Lotto Men L500 FG White Sports Shoes,Not specified,Not specified,Not specified,Lace-Ups,Not specified,Not specified,Regular,Football,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Fixed,"White, Yellow",Lotto,3299.0
411,40325,Men,Footwear,Shoes,Sports Shoes,Fall,2012.0,Sports,ADIDAS Men White Sport Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,ADIDAS,6599.0
412,54517,Men,Footwear,Shoes,Sports Shoes,Fall,2012.0,Sports,F Sports Men White Bratt Sports Shoes,Not specified,Not specified,Not specified,Lace-Ups,Not specified,Not specified,Regular,Training or Gym,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No Cleats,"White, Navy Blue",F Sports,1695.0
413,47100,Boys,Footwear,Shoes,Casual Shoes,Summer,2012.0,Casual,Marvel Boys Red Light Spidey Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Blue",Marvel,649.0
414,17670,Women,Footwear,Shoes,Heels,Winter,2015.0,Casual,Catwalk Women Fancy Black Heels,Not specified,Not specified,Canvas,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Ankle Loop,Not specified,Open Toe,Block,Not specified,Black,Catwalk,1495.0
415,30260,Men,Footwear,Shoes,Formal Shoes,Winter,2018.0,Casual,Red Tape Men Black Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Red Tape,2495.0
416,6829,Women,Footwear,Shoes,Sports Shoes,Summer,2011.0,Sports,Nike Women's Lunar Swift White Blue Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Nike,5200.0
417,3567,Men,Footwear,Shoes,Sports Shoes,Summer,2011.0,Sports,ADIDAS Men's Silver White Running Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Silver, White",ADIDAS,2499.0
418,35712,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,Nike Men Dual Fusion TR III Grey Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Blue",Nike,4795.0
419,15315,Men,Footwear,Shoes,Sports Shoes,Fall,2011.0,Sports,ADIDAS Men Eqt Nitro Fashion Black Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,5499.0
420,4742,Women,Footwear,Shoes,Casual Shoes,Summer,2011.0,Casual,Numero Uno Women NY Grey Blue Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Blue",Numero Uno,549.0
421,5690,Men,Footwear,Shoes,Casual Shoes,Winter,2015.0,Casual,Skechers Men Valence Envoy Black Shoe,Synthetic,Not specified,Synthetic,Lace-Ups,Not specified,Loafers,Regular,Not specified,Not specified,Not specified,Regular,Not specified,Not specified,Not specified,Not specified,Round Toe,Not specified,Not specified,Black,Skechers,3699.0
422,24452,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,Nike Men White Court Shuttle IV Sports Shoes,Not specified,Not specified,Not specified,Lace-Ups,Not specified,Not specified,Regular,Tennis,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Nike,3795.0
423,44771,Men,Footwear,Shoes,Casual Shoes,Summer,2012.0,Casual,Globalite Men Navy Blue Skid Shoes,Not specified,Not specified,Synthetic,Lace-Ups,Not specified,Sneakers,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Navy Blue",Globalite,1799.0
424,17684,Women,Footwear,Shoes,Casual Shoes,Winter,2015.0,Casual,Catwalk Women Ballerina Grey Casual Shoe,Synthetic,Solid,Synthetic Suede,Slip-On,Not specified,Loafers,Regular,Not specified,Not specified,Not specified,Regular,Not specified,Not specified,Not specified,Not specified,Round Toe,Not specified,Not specified,Grey,Catwalk,1195.0
425,31948,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,Nike Men Air Pegasus Blue Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Nike,6995.0
426,13016,Women,Footwear,Shoes,Heels,Winter,2012.0,Casual,Inc 5 Women Casual Brown Wedges,Not specified,Not specified,Not specified,Not specified,Not specified,Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Ankle Loop,Not specified,Not specified,Not specified,Not specified,Brown,Inc 5,1490.0
427,3593,Unisex,Footwear,Shoes,Casual Shoes,Summer,2014.0,Casual,Converse Unisex Black Casual Shoes,Not specified,Not specified,Canvas,Lace-Ups,Not specified,Not specified,Regular,Not specified,Not specified,Not specified,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Converse,1399.0
428,34634,Men,Footwear,Shoes,Casual Shoes,Summer,2012.0,Casual,Lotto Men Brown Fella Tres Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, White",Lotto,1999.0
429,25574,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,FILA Men Trempet Black & White Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, White",FILA,1999.0
430,35382,Boys,Footwear,Shoes,Casual Shoes,Summer,2012.0,Casual,Enroute Boys Grey Casual Shoes,Not specified,Not specified,Canvas,Velcro,Not specified,Not specified,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, White, Yellow",Enroute Teens,999.0
431,33849,Men,Footwear,Shoes,Casual Shoes,Summer,2012.0,Casual,Puma Men Blue Shoes,Not specified,Not specified,Suede,Lace-Ups,Not specified,Sneakers,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Puma,3499.0
432,57530,Men,Footwear,Shoes,Casual Shoes,Fall,2012.0,Casual,Provogue Men Black Casual Shoes,Not specified,Not specified,Leather,Slip-On,Not specified,Loafers,Mid-Top,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Provogue,2685.0
433,41667,Women,Footwear,Shoes,Heels,Spring,2013.0,Casual,Catwalk Women Black Heels,Not specified,Not specified,Not specified,Not specified,Not specified,Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Ankle Loop,Not specified,Not specified,Not specified,Not specified,Black,Catwalk,1695.0
434,13640,Women,Footwear,Shoes,Flats,Winter,2012.0,Casual,Carlton London Women Purple Flat Shoes,Not specified,Not specified,Suede,Not specified,Not specified,Not specified,Mid-Top,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Lace-Ups,Not specified,Round Toe,Not specified,Not specified,Purple,Carlton London,1595.0
435,47590,Women,Footwear,Shoes,Heels,Winter,2012.0,Casual,Portia Women Green Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Ankle Loop,Not specified,Not specified,Not specified,Not specified,"Green, Brown",Portia,649.0
436,56871,Women,Footwear,Shoes,Heels,Winter,2012.0,Casual,HM Women Black Sandals,Not specified,Solid,Synthetic,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,2 inches,Open Back,Not specified,Open Toe,Wedge,Not specified,Black,HM,1199.0
437,6816,Men,Footwear,Shoes,Casual Shoes,Summer,2011.0,Casual,Timberland Men's Desert Walnut Brown Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Timberland,6290.0
438,3558,Men,Footwear,Shoes,Casual Shoes,Winter,2015.0,Casual,Skechers Men's Brown Casual Lifestyle Shoe,Synthetic,Not specified,Synthetic,Lace-Ups,Not specified,Loafers,Regular,Not specified,Not specified,Not specified,Regular,Not specified,Not specified,Not specified,Not specified,Round Toe,Not specified,Not specified,Brown,Skechers,3199.0
439,54528,Men,Footwear,Shoes,Casual Shoes,Fall,2012.0,Casual,F Sports Men White Charger Shoes,Not specified,Not specified,Synthetic,Not specified,Not specified,Sneakers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Black",F Sports,1595.0
440,37248,Men,Footwear,Shoes,Casual Shoes,Summer,2012.0,Casual,United Colors of Benetton Men Brown Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Grey",United Colors of Benetton,3499.0
441,42029,Women,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,ADIDAS Women Purple Chill Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,ADIDAS,4599.0
442,38664,Men,Footwear,Shoes,Casual Shoes,Fall,2012.0,Casual,Nike Men Liteforce Grey Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Sneakers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Nike,1995.0
443,24835,Men,Footwear,Shoes,Casual Shoes,Fall,2011.0,Casual,Rockport Men Brown Cashaw Camel Suede Casual Shoes,TPR,Solid,Leather,Lace-Ups,Not specified,Derbys,Regular,Not specified,Not specified,Not specified,Regular,Comfort Insole,Not specified,Not specified,Not specified,Round Toe,Not specified,Not specified,Brown,Rockport,6999.0
444,32950,Unisex,Footwear,Shoes,Casual Shoes,Summer,2012.0,Casual,ADIDAS Neo Unisex Court Sequence Black Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,3599.0
445,39584,Women,Footwear,Shoes,Heels,Winter,2015.0,Casual,Catwalk Women Black Heels,Not specified,Not specified,Canvas,Not specified,Not specified,Sandals,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,1 inch,Ankle Loop,Not specified,Open Toe,Block,Not specified,Black,Catwalk,1995.0
446,45802,Women,Footwear,Shoes,Heels,Fall,2012.0,Casual,Senorita Women Black Flats,Not specified,Not specified,Not specified,Not specified,Not specified,Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Senorita,599.0
447,17019,Women,Footwear,Shoes,Flats,Fall,2013.0,Casual,Rocia Women Casual Brown Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Rocia,1390.0
448,49435,Men,Footwear,Shoes,Casual Shoes,Fall,2012.0,Casual,Vans Men Blue Shoes,Not specified,Not specified,Canvas,Slip-On,Not specified,Loafers,Regular,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Vans,1799.0
449,26598,Men,Footwear,Shoes,Sports Shoes,Summer,2012.0,Sports,Puma Men Faas 300 White Sports Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Running,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Green",Puma,3999.0
450,34861,Men,Footwear,Shoes,Casual Shoes,Summer,2012.0,Casual,Vans Men Era Grey Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Driving Shoes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Vans,2899.0
451,22138,Men,Footwear,Shoes,Formal Shoes,Summer,2011.0,Formal,Provouge Men Black Classic Formal Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Provogue,2585.0
