,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Top Type,Bottom Type,Material,Pattern,Neck,Waist Rise,Sleeve Length,Colour,Brand,Price
114,51978,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2017.0,Casual,Inaya Women Black Lounge Pants,Not specified,Not specified,Modal,Not specified,Not specified,Mid-Rise,Not specified,"Black, , ",Inaya,1450
115,36284,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink & Purple Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Pink, Purple",SDL by Sweet Dreams,999
116,36270,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Grey, Black",SDL by Sweet Dreams,1299
117,39238,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Femella Women Pink Nightdress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Femella,990
118,52507,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Winter,2015.0,Casual,Red Rose Black Nightdress,Not specified,Not specified,Polyester,Printed,V-Neck,Not specified,Sleeveless,Black,Red Rose,715
119,52351,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Peach Nightdress,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Short Sleeves,Peach,Red Rose,655
120,52356,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women White Nightdress,Not specified,Not specified,Cotton,Solid,V-Neck,Not specified,Short Sleeves,"White, Blue",Red Rose,689
121,57416,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Amante Women Black Lounge Set SGLL01,Not specified,Not specified,Modal,Solid,V-Neck,Not specified,Not specified,Black,Amante,1995
122,52500,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Winter,2015.0,Casual,Red Rose Purple Nightdress,Not specified,Not specified,Polyester,Printed,V-Neck,Not specified,Sleeveless,Purple,Red Rose,845
123,43472,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,1099
124,36277,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Black Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Grey, Black",SDL by Sweet Dreams,899
125,36283,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Blue Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Grey, Blue",SDL by Sweet Dreams,999
126,52369,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Sleeveless,"Yellow, Fluorescent Green, Pink",Red Rose,574
127,36255,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Red Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Grey, Red, ",SDL by Sweet Dreams,1099
128,52374,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Cotton,Printed,Square Neck,Not specified,Short Sleeves,Blue,Red Rose,701
129,52380,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Sleeveless,"Blue, Green",Red Rose,678
130,43468,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,1099
131,52387,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Lavender  Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Lavender, Yellow",Red Rose,563
132,52373,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Square Neck,Not specified,Sleeveless,"Pink, Blue, ",Red Rose,701
133,49951,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,Hanes Men Black Knitted Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,"Black, , ",Hanes,675
134,36252,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black & Red Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Black, Red, Beige",SDL by Sweet Dreams,1199
135,36290,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Green Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Grey, Green",SDL by Sweet Dreams,999
136,49993,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Hanes Men Grey Shorts,Not specified,Not specified,"Cotton, Polyester",Solid,Not specified,Not specified,Not specified,"Grey, Black, ",Hanes,450
137,52513,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women White & Blue Striped Bath Robes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Blue",Red Rose,859
138,36264,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Playsuit,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,999
139,43461,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Black Jumpsuit,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Black,SDL by Sweet Dreams,799
140,52345,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Not specified,Printed,Round Neck,Not specified,Sleeveless,"Blue, White",Red Rose,717
141,52342,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"Pink, Navy Blue",Red Rose,723
142,36263,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set,T-shirt,Shorts,"Cotton Blend, Cotton Blend","Solid, Solid, Solid",Round Neck,Not specified,Sleeveless,"Navy Blue, , ",SDL by Sweet Dreams,799
143,43466,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,1299
144,55791,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Black & Grey Night Suit 314771,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Black, Grey",SDL by Sweet Dreams,1199
145,39240,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Femella Women Brown Nightdress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Femella,990
146,55796,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Black Printed Night Suit 319371,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Black, Green",SDL by Sweet Dreams,1399
147,51799,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Blue Nightdress,Not specified,Not specified,Not specified,Solid,V-Neck,Not specified,Not specified,"Blue, , ",Bwitch,899
148,51797,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Turquiose Blue Nightdress,Not specified,Not specified,Not specified,Solid,V-Neck,Not specified,Not specified,"Turquoise Blue, , ",Bwitch,1299
149,55798,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Nightdress,Not specified,Not specified,Satin,Printed,V-Neck,Not specified,Short Sleeves,"White, Pink",SDL by Sweet Dreams,799
150,52343,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Sleeveless,"Pink, White",Red Rose,717
151,36262,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men White & Black Pyjama Set,T-shirt,Shorts,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"White, Black",SDL by Sweet Dreams,999
152,43467,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Blue,SDL by Sweet Dreams,1299
153,36265,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Playsuit,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Blue,SDL by Sweet Dreams,999
154,43460,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey Melange Jumpsuit,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Grey Melange,SDL by Sweet Dreams,799
155,51999,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Inaya Women Blue Nightdress,Not specified,Not specified,Polyester,Solid,V-Neck,Not specified,Not specified,Blue,Inaya,1700
156,52512,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,,Red Rose Red Striped Bath Robe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, White",Red Rose,859
157,52344,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Short Sleeves,"Pink, White",Red Rose,717
158,43469,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Printed Brown Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Brown, White",SDL by Sweet Dreams,1099
159,52372,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Green Nightdress,Not specified,Not specified,Cotton,Solid,Square Neck,Not specified,Short Sleeves,Green,Red Rose,701
160,36253,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Solid, Solid, Solid",Shirt Collar,Not specified,Short Sleeves,"Navy Blue, Grey",SDL by Sweet Dreams,1199
161,52386,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Yellow, Pink",Red Rose,563
162,52381,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Yellow Maxi Nightdress,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Short Sleeves,"Yellow, White",Red Rose,861
163,36254,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue & White Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Navy Blue, White, ",SDL by Sweet Dreams,1299
164,52375,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Yellow, White",Red Rose,678
165,27386,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,2go Active Gear USA Men Lounge Set,T-shirt,Shorts,"Cotton Blend, Cotton Blend","Solid, Colourblocked",Round Neck,Not specified,Short Sleeves,"Red, Grey",2go ACTIVE GEAR USA,760
166,55799,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Nightdress,Not specified,Not specified,Satin,Printed,V-Neck,Not specified,Short Sleeves,"White, Pink",SDL by Sweet Dreams,699
167,28139,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Winter,2016.0,Casual,Jockey SPORT Men Grey Melange Shorts 9411,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey Melange, Black",Jockey,579
168,55797,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pista Green Nightdress,Not specified,Not specified,Satin,Printed,V-Neck,Not specified,Short Sleeves,"Green, Pink",SDL by Sweet Dreams,799
169,51798,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Golden Coloured Nightdress,Not specified,Not specified,Polyester,Solid,V-Neck,Not specified,Sleeveless,"Gold, , ",Bwitch,1199
170,53807,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Fall,2012.0,Sports,Puma Men Steel Grey 3/4 Length Pants,Not specified,Not specified,Polyester,Solid,Not specified,Mid-Rise,Not specified,Grey,Puma,1499
171,55790,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Black Nightdress,Not specified,Not specified,Cotton,Printed,Not specified,Not specified,Three-Quarter Sleeves,"Black, Purple",SDL by Sweet Dreams,1799
172,50672,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2018.0,Sports,Chromozome Men Grey Melange Ranger Lounge Pants S-5429,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,"Grey Melange, Black",Chromozome,679
173,39241,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Femella Women Blue Nightdress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Beige",Femella,990
174,56255,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black & Grey Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Black, Grey, ",SDL by Sweet Dreams,1199
175,56252,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Green & Black Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Solid, Solid, Solid",Shirt Collar,Not specified,Short Sleeves,"Green, Black, ",SDL by Sweet Dreams,1199
176,52434,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Women Purple Nightdress,Not specified,Not specified,Nylon,Not specified,V-Neck,Not specified,Not specified,"Purple, , ",Red Rose,666
177,52402,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Lavender Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Lavender, White",Red Rose,574
178,52405,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Black Nightdress,Not specified,Not specified,Microfiber,Solid,V-Neck,Not specified,Not specified,Black,Red Rose,632
179,56263,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Mustard Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Mustard, , ",SDL by Sweet Dreams,1399
180,45082,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Pink Nightdress,Not specified,Not specified,Not specified,Solid,V-Neck,Not specified,Sleeveless,"Pink, , ",Bwitch,799
181,52451,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Pink Nightdress,Not specified,Not specified,Microfiber,Solid,V-Neck,Not specified,Not specified,"Pink, Black",Red Rose,517
182,56237,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue & Grey Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Solid, Solid, Solid",Shirt Collar,Not specified,Short Sleeves,"Navy Blue, Grey, ",SDL by Sweet Dreams,1099
183,55821,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Black Printed Night Suit S11-3231,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Sleeveless,"Grey Melange, Black",SDL by Sweet Dreams,999
184,51811,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch White Nightdress,Not specified,Not specified,Not specified,Solid,V-Neck,Not specified,Three-Quarter Sleeves,"White, , ",Bwitch,1199
185,56230,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Black, , ",SDL by Sweet Dreams,1399
186,52456,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose White Printed Nightdress,Not specified,Not specified,Nylon,Printed,Round Neck,Not specified,Not specified,"White, Purple",Red Rose,689
187,45085,Women,Apparel,Loungewear and Nightwear,Night suits,Winter,2015.0,Casual,Bwitch Lavender Orchid Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Solid, Solid, Solid",Round Neck,Not specified,Sleeveless,Lavender,Bwitch,1499
188,13630,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Hanes Men Knitted Black Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,"Black, Grey, ",Hanes,485
189,55819,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Yellow Night Suit S11-3230,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Sleeveless,"Grey, Yellow",SDL by Sweet Dreams,999
190,55826,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"White, Black",SDL by Sweet Dreams,799
191,52494,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women Pink Bath Robe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Red Rose,845
192,52460,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Green Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,Green,Red Rose,1033
193,56239,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey & Blue Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,"Grey, Navy Blue, ",SDL by Sweet Dreams,1299
194,55810,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Cream & Grey Night Suit S11-3186,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Cream, Grey",SDL by Sweet Dreams,999
195,55828,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Purple Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"White, Purple, ",SDL by Sweet Dreams,899
196,52003,Women,Apparel,Loungewear and Nightwear,Lounge Tshirts,Summer,2016.0,Casual,Inaya Women Black Lounge Top,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Long Sleeves,"Black, Purple",Inaya,1399
197,55817,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Printed Night Suit S11-3229,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Sleeveless,Pink,SDL by Sweet Dreams,1199
198,52458,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Women Red Nightdress,Not specified,Not specified,Not specified,Printed,Not specified,Not specified,Sleeveless,"Red, , ",Red Rose,632
199,51844,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Brown Nightdress,Not specified,Not specified,Not specified,Solid,V-Neck,Not specified,Not specified,"Brown, , ",Bwitch,1199
200,56262,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Maroon Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Maroon, , ",SDL by Sweet Dreams,1399
201,52404,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Not specified,"Blue, White",Red Rose,574
202,52403,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Off White Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Off White, Orange",Red Rose,574
203,56265,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Red & Blue Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Red, Blue, ",SDL by Sweet Dreams,1399
204,52435,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Women Purple Nightdress,Not specified,Not specified,Not specified,Not specified,V-Neck,Not specified,Sleeveless,"Purple, , ",Red Rose,666
205,56253,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Red & Blue Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Solid, Solid, Solid",Shirt Collar,Not specified,Short Sleeves,"Red, Blue, ",SDL by Sweet Dreams,1199
206,56254,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Green & White Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Green, , ",SDL by Sweet Dreams,1199
207,52432,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Navy Blue & White Nightdress,Not specified,Not specified,Nylon,Printed,V-Neck,Not specified,Not specified,"Navy Blue, White",Red Rose,632
208,55829,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Yellow Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,Yellow,SDL by Sweet Dreams,799
209,52459,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Brown Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,Brown,Red Rose,1033
210,52461,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Purple Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,Purple,Red Rose,1033
211,52495,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women Light Pink Bath Robe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Red Rose,845
212,55811,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night Suit S11-3194,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,999
213,56238,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy & Grey Lounge Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Striped, Striped, Striped",Shirt Collar,Not specified,Short Sleeves,"Navy Blue, Grey",SDL by Sweet Dreams,1299
214,52457,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Women Grey Nightdress,Not specified,Not specified,Not specified,Printed,Not specified,Not specified,Sleeveless,"Grey, Black, ",Red Rose,632
215,55818,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Printed Night Suit S11-3229,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Sleeveless,White,SDL by Sweet Dreams,1199
216,45084,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Silver Delight Nightdress,Not specified,Not specified,Not specified,Solid,V-Neck,Not specified,Sleeveless,"Silver, , ",Bwitch,999
217,56231,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"Grey, , ",SDL by Sweet Dreams,1399
218,55827,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Printed Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"White, Orange, Brown",SDL by Sweet Dreams,899
219,56236,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Striped, Striped, Striped",Round Neck,Not specified,Short Sleeves,"Black, , ",SDL by Sweet Dreams,1499
220,45083,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Women Blue Tulip Nightdress,Not specified,Not specified,Polyester,Solid,V-Neck,Not specified,Sleeveless,"Blue, , ",Bwitch,799
221,52450,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Black Nightdress,Not specified,Not specified,Microfiber,Solid,V-Neck,Not specified,Not specified,Black,Red Rose,517
222,51810,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Black Nightdress,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Three-Quarter Sleeves,Black,Bwitch,1299
223,52414,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Black & Red Nightdress,Not specified,Not specified,Nylon,Printed,Halter Neck,Not specified,Not specified,"Black, Red",Red Rose,689
224,44916,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2012.0,Casual,Puma Men Black 3/4 Length Pants,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, , ",Puma,1499
