,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Total Shelf Life in Months,Minimum Usable Period in Months,Units Per Bundle,Minimum Shelf Life in Months,Fragrance,Features,Strength,Colour,Brand,Price
245,27305,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,ADIDAS Men Victory League Deo,36,6,1,24,Not specified,Regular,Not specified,Gold,ADIDAS,165
246,23597,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Nike Fragrances Men Cool Wind EDT Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike Fragrances,249
247,56392,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Estee Lauder Women Pleasures 50 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Lavender,Estee Lauder,5500
248,23563,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Pure Men Perfume,60,3,1,12,Fresh,Not specified,Mild,Navy Blue,Police,2900
249,45771,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Lomani Men Blue Jeans Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Lomani,175
250,56366,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Moving Out 100 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Police,1800
251,30983,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Ferrari Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Ferrari,2700
252,56359,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Tommy Hilfiger Women 100 ml Perfume,60,3,1,24,Fresh,Not specified,Mild,White,Tommy Hilfiger,2960
253,27318,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,ADIDAS Women Pure Lightness Perfume,36,6,1,24,Fresh,Not specified,Mild,Blue,ADIDAS,499
254,46921,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men 007 Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,York,449
255,41909,Men,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Playboy London For Men Fragrance Gift Set,60,3,1,24,Not specified,Not specified,Not specified,Blue,Playboy,849
256,27327,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Jovan Men Sex Appeal Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,JOVAN,150
257,44023,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,HUGO Men Dark Blue Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,HUGO,3050
258,46774,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Euroluxe Men Vittorio Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Euroluxe,500
259,46780,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Euroluxe Men In The City Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Euroluxe,500
260,23541,Men,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Police Dark Men Fragrance Gift Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Police,1729
261,23579,Women,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Nike Women Pack of 3 Fragrance Gift Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Green",Nike Fragrances,849
262,56388,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Estee Lauder Women White Linen 60 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Estee Lauder,5000
263,46926,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Prestige Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,York,450
264,45566,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Playboy Men Miami Deo 50 ml Free,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Orange",Playboy,199
265,26206,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Perry Ellis Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,PERRY ELLIS,3250
266,23546,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Cosmopolitian Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Police,1800
267,46787,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Saint James Men Homme Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Cream, Navy Blue",Saint James,1600
268,44024,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,BOSS Women Perfumes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Beige",BOSS,3875
269,46773,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Euroluxe Men Steel Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Euroluxe,500
270,27320,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,ADIDAS Women Free Emotion Perfume,36,6,1,24,Fresh,Not specified,Mild,Yellow,ADIDAS,499
271,46919,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,York,415
272,41907,Women,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Playboy Women Play It Spicy Fragrance Gift Set,36,3,2,12,Not specified,Not specified,Not specified,"Black, Peach",Playboy,749
273,45762,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Lomani Men Boss Black Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lomani,175
274,56375,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,dunhill Men Pure Deoorant Stick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Silver, Green",dunhill,1150
275,26002,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Paris Hilton Men Perfume,60,3,1,12,Fresh,Not specified,Mild,Blue,Paris Hilton,2450
276,23570,Men,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Boss Men Casual Perfume and Shower Gel,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,BOSS,3825
277,27316,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,ADIDAS Men Victory League Fragrance Gift Set,36,6,1,24,Fresh,Not specified,Mild,"Grey, Black",ADIDAS,699
278,56381,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,DKNY Women 50 ml Perfume,60,3,1,24,Fresh,Not specified,Mild,White,DKNY,2180
279,23584,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Nike Fragrances Women Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Nike Fragrances,249
280,44012,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Women Pure Perfume,60,3,1,24,Fresh,Not specified,Mild,White,Police,2250
281,41900,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Playboy Men Malibu Perfume Buy 1 Get 1 free,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Playboy,499
282,46917,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Aqua Green Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,York,340
283,46789,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Love Passport A Bloom Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Pink",Love Passport,1100
284,26208,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Perry Ellis Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,PERRY ELLIS,3250
285,23548,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Passion Perfume,60,3,1,12,Woody,Not specified,Mild,Red,Police,1800
286,44015,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Women Pure London Femme Perfume,36,3,1,12,Fruity,Not specified,Medium,White,Police,2900
287,56386,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Estee Lauder Women Pure White Linen 100 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Estee Lauder,5150
288,46928,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Aqua Black Perfume,Not specified,Not specified,Not specified,Not specified,Fresh,Not specified,Not specified,Blue,York,340
289,23583,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Nike Fragrances Women Trendy Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Nike Fragrances,249
290,27311,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,ADIDAS Women Free Emotion Deo,36,6,1,24,Not specified,Regular,Not specified,Yellow,ADIDAS,200
291,45765,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Lomani Men Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lomani,175
292,23577,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Boss In Motion Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,BOSS,3150
293,44041,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,HUGO Women XX Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,HUGO,1200
294,46716,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Innocence Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Pink",Rasasi,795
295,27345,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Kylie Minogue Women Showtime Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Kylie Minogue,2350
296,23523,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Boss Men Element Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Hugo Boss,3650
297,55568,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Revlon Women Charlie Gold Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,Revlon,160
298,46943,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Women Secrets Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,York,499
299,46729,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Cherish Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Pink",Rasasi,675
300,36698,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Boss Men XY Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Hugo Boss,3750
301,26852,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Calvin Klein Women Eternity Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,Calvin Klein,4200
302,23524,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Boss XX Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,Hugo Boss,3975
303,27342,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Miss Sixty Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Magenta,MISS SIXTY,2050
304,44046,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,HUGO Men Energise Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Grey",HUGO,3125
305,45709,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Paris Hilton Men Just Me Perfume,60,3,1,24,Fresh,Not specified,Mild,Black,Paris Hilton,1950
306,26855,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Calvin Klein Women Euphoria Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Calvin Klein,4800
307,55339,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Revlon Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Revlon,199
308,46944,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,York,430
309,27380,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Jovan Women Musk Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,JOVAN,175
310,59951,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Taylor of London Lace Perfumed Body Spray,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Taylor of London,225
311,44084,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Dunhill Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,dunhill,2850
312,36696,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Dolce & Gabbana Men Pour Homme Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Dolce & Gabbana,4100
313,46727,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Men Royale Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Rasasi,950
314,44070,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Women Summer Edition Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,HUGO,2400
315,36808,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Mont Blanc Men Individuel Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Mont Blanc,3850
316,46720,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Deserve Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Rasasi,895
317,43094,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Swiss Army Men Altitude Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Swiss Army,3225
318,44083,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Dunhill Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,dunhill,4300
319,44048,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Men Energise Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,HUGO,2900
320,46788,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Saint James Women Petit Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,Saint James,1600
321,23549,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Police Passion Men Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Police,225
322,26209,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Perry Ellis Women Reserve Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,PERRY ELLIS,3250
323,41901,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Playboy Men Hollywood Perfume Buy 1 Get 1 free,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Playboy,499
324,45764,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Lomani Women Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Lomani,175
325,23576,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Baldessarini Delmar Men EDT Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Baldessarini,3275
326,26004,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Paris Hilton Women Perfume,36,3,1,12,Fruity,Not specified,Medium,Pink,Paris Hilton,2750
327,44014,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Women Pure London 50 ml Perfume,60,3,1,24,Fresh,Not specified,Mild,White,Police,2250
328,23582,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Nike Fragrances Women Pure Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Nike Fragrances,249
329,46929,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Blue Berry Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,York,450
330,41906,Women,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Playboy Women Play It Sexy Fragrance Gift Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Peach",Playboy,749
331,27328,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Jovan Men Musk Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,JOVAN,150
332,30991,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,,,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Issey Miyake,6600
333,56380,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,DKNY Women 100 ml Perfume,60,3,1,12,Fresh,Not specified,Mild,White,DKNY,3200
334,23585,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Nike Fragrances Men Up or Down Perfume,Not specified,Not specified,Not specified,Not specified,Woody,Not specified,Not specified,Silver,Nike Fragrances,898
335,27317,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,ADIDAS Women Fresh Escape Perfume,36,6,1,24,Fresh,Not specified,Mild,Orange,ADIDAS,499
336,44013,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Police Men Pure Perfume,36,3,1,12,Woody,Not specified,Medium,Black,Police,1800
337,45763,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Lomani Men Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Lomani,175
338,23571,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Boss Men HB Collectors Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,BOSS,3800
339,26003,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Paris Hilton Casual Men Perfumes,60,3,1,12,Fresh,Not specified,Mild,Blue,Paris Hilton,1950
340,56389,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Estee Lauder Women Pleasures Bloom 100 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Pink",Estee Lauder,5460
341,46927,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Cantari Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Maroon,York,450
342,23578,Unisex,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Nike Unisex Set of 3 Fragrance Gift Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Pink, Green",Nike Fragrances,849
343,44025,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Boss Women Femme Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,BOSS,3975
344,46772,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Euroluxe Men High Class Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Maroon,Euroluxe,500
345,46918,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Sport Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,York,415
346,27321,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,ADIDAS Women Fruity Rhythm Perfume,36,6,1,24,Fresh,Not specified,Mild,Pink,ADIDAS,499
347,23547,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Police Dark Women Deo,60,3,1,12,Not specified,Regular,Not specified,Black,Police,225
348,45567,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Playboy Men Black Malibu Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Blue",Playboy,199
349,26207,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Perry Ellis Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,PERRY ELLIS,3250
350,46786,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Saint James Women Femme Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Cream, Red",Saint James,1600
351,46920,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Men Black Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,York,499
352,27319,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,ADIDAS Women Natural Vitality Perfume,36,6,1,24,Fresh,Not specified,Mild,Purple,ADIDAS,499
353,46781,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rising Wave Men Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Rising Wave,1100
354,41908,Women,Personal Care,Fragrance,Fragrance Gift Set,Spring,2017.0,Casual,Playboy Women Play It Rock Fragrance Gift Set,60,3,1,12,Not specified,Not specified,Not specified,Red,Playboy,749
355,27326,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Jovan Men Musk Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,JOVAN,150
356,44022,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,HUGO Men Dark Blue Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,HUGO,3975
357,46775,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Euroluxe Men Ammir Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Euroluxe,500
358,46721,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Men Hope Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Rasasi,1125
359,44076,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Boss Women 75 ml Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,BOSS,3875
360,44049,Men,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Boss Men Pure Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,BOSS,1250
361,46726,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Hope Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Rasasi,1125
362,44071,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Women Summer Edition Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,HUGO,2275
363,36809,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Mont Blanc Women Femme Individuelle Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Mont Blanc,4325
364,27381,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Jovan Women White Musk Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,JOVAN,175
365,59950,Women,Personal Care,Fragrance,Deodorant,Spring,2017.0,Casual,Taylor of London Women Kashmir Deo,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,Taylor of London,245
366,43092,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Swiss Army Men Mountain Water Eau De Toilette 100 ml,60,3,1,12,Fresh,Not specified,Medium,Blue,Swiss Army,3250
367,44085,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Men Create Limited Edition Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,HUGO,3075
368,46719,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Men Blue Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Silver",Rasasi,1125
369,37910,Unisex,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,RNC Unisex Iris de Florence Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,RNC,3800
370,27343,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Miss Sixty Women Elixir Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,MISS SIXTY,1750
371,46710,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Rasasi Women Gorgeous Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Pink",Rasasi,895
372,55338,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Revlon Women Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Revlon,199
373,46945,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,York Women Diamond Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,York,475
374,45708,Women,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Paris Hilton Women Heiress Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Paris Hilton,2250
375,26854,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Calvin Klein Men Euphoria Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Calvin Klein,4050
376,23522,Men,Personal Care,Fragrance,Perfume and Body Mist,Spring,2017.0,Casual,Hugo Boss Men Create EDT Perfume,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Hugo Boss,2800
