,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fit,Length,Shape,Material,Pattern,Collar,Sleeve,Sleeve Styling,Fabric Purity,Weave,Details,Colour,Brand,Price
2028,22613,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Sports,Nike Men Grey T-shirt,Regular Fit,Not specified,Not specified,Polyester,Solid,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Nike,2095
2029,16426,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Levi's Men Printed Green Tshirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Green, , ",Levis,999
2030,8805,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Scullers Men Scul White Black Shirt,Not specified,Not specified,Not specified,Cotton,Not specified,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Black,SCULLERS,1849
2031,47284,Women,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Myntra Women Pack of 3 T-shirts,Regular Fit,Not specified,Not specified,Cotton,Solid,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Yellow, Grey",Myntra,699
2032,26075,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,John Miller Men Striped Blue Shirt,Slim Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,John Miller,899
2033,42530,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Mother Earth Women Orange Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Mother Earth,999
2034,3617,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Sports,Puma Men's Deccan Chargers Red T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Red,Puma,800
2035,13392,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, Red, ",United Colors of Benetton,1999
2036,20382,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,Visudh Women Printed Rust Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Rust, , ",Vishudh,599
2037,4432,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Wrangler Men's Bullrider Striper Polo White T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, , ",Wrangler,895
2038,40267,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Scullers Men Striped White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Navy Blue, ",SCULLERS,1099
2039,32647,Boys,Apparel,Topwear,Tshirts,Summer,2012.0,Sports,Nike Kids Boys Contemporary Athlete Blue T-shirt,Regular Fit,Not specified,Not specified,Polyester,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Nike,1495
2040,38973,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,Arrow New York Men Grey Check Slim Fit Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Puff Sleeves,Not specified,Not specified,Not specified,Grey,Arrow New York,1799
2041,40055,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Sports,ADIDAS Men Blue Basketball Jersey,Regular Fit,Not specified,Not specified,Polyester,Printed,Not specified,Sleeveless,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,1399
2042,24510,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,Mother Earth Women Green Printed Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Mother Earth,999
2043,32475,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Proline Men Black & Yellow Colourblocked Polo T-shirt,Regular Fit,Regular,Not specified,Cotton,"Colourblocked, Striped",Polo Collar,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,"Black, Yellow",Proline,699
2044,3425,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Myntra Men's Anyone Who Says Navy Blue T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Navy Blue,Myntra,399
2045,12072,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,W Women Printed White Kurtas,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Black, ",W,999
2046,30322,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Myntra Men Hawai 2 Teal T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Teal, , ",Myntra,399
2047,48238,Boys,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Avengers Boys White Printed T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Blue, Red",Avengers,399
2048,6157,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Lee Men's Hand Grey T-shirt,Regular Fit,Not specified,Not specified,Cotton,Not specified,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Lee,949
2049,17500,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Polo T-Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Navy Blue,Classic Polo,699
2050,4264,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Jealous 21 Women's Always Late But Burgundy Red T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Red,Jealous 21,299
2051,15633,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Sports,Nike Men AS Manu Authantic Black Tshirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Nike,1395
2052,21406,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Locomotive Men Printed Navy Blue T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Navy Blue,LOCOMOTIVE,519
2053,24948,Women,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,United Colors of Benetton Women Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, , ",United Colors of Benetton,799
2054,37563,Girls,Apparel,Topwear,Rompers,Summer,2012.0,Casual,Madagascar3 Infant Boys White Snapsuit Romper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, , ",Madagascar 3,349
2055,24174,Women,Apparel,Topwear,Kurtis,Fall,2011.0,Ethnic,Aurelia Women Turquoise Blue Kurti,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Turquoise Blue,AURELIA,650
2056,10341,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,United Colors of Benetton Men Printed Pink Tshirts,Regular Fit,Not specified,Not specified,Synthetic,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Pink, Black, ",United Colors of Benetton,1199
2057,30746,Men,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Fabindia Men Printed Maroon Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Maroon,Fabindia,890
2058,42366,Women,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Flying Machine Women Multicoloured Printed Shirt,Regular Fit,Regular,Not specified,Cotton,"Abstract, Printed, Regular",Spread Collar,Short Sleeves,Puff Sleeves,Not specified,Not specified,"Curved, Opaque","Pink, Orange, Black",Flying Machine,999
2059,31694,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Folklore Women Printed Green Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Folklore,599
2060,17164,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, White",U.S. Polo Assn.,1899
2061,26411,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Turtle Men Check Red Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, , ",Turtle,1195
2062,12624,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Probase Men Printed Green Tshirts,Slim Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Green,Probase,399
2063,3273,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Guerrilla Men's God's Sent Green T-shirt,Slim Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Green,Guerrilla,495
2064,23163,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Mark Taylor Men Navy Blue Printed T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Navy Blue, , ",Mark Taylor,324
2065,6701,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,UCB Men's The Graphic Alien Print Navy Blue T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, , ",United Colors of Benetton,899
2066,16284,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Peter England Men Printed Red TShirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Red,Peter England,599
2067,4056,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Myntra Men's Yoga White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,Myntra,399
2068,37751,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,John Players Men Check Red Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Red,John Players,1199
2069,5184,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Mickey Men's Goofy Is Happy Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Mickey,649
2070,32223,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Fabindia Women Pink & Orange Striped Kurta,Not specified,Not specified,Not specified,Cotton,"Striped, Jacquard",V-Neck,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Not specified,"Pink, Orange",Fabindia,1690
2071,40603,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Span Women Maroon Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Maroon, , ",Span,819
2072,30589,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Nike Men Club Pique Polo Blue T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Nike,895
2073,34915,Women,Apparel,Topwear,Dupatta,Summer,2012.0,Ethnic,Fabindia Women Cream Dupatta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,Fabindia,390
2074,5179,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Batman Men's Logo Dripping Black T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Batman,699
2075,5945,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,Locomotive Men Blue Checked Shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,LOCOMOTIVE,974
2076,4897,Women,Apparel,Topwear,Tops,Summer,2011.0,Casual,Levis Kids Girl's Diane Yellow Kidswear,Not specified,Not specified,Not specified,Not specified,Printed,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Yellow,Levis Kids,799
2077,4299,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Tantra Men's Friends Olive Green T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Green,Tantra,449
2078,52109,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Myntra Women Blue Kurta,Not specified,Not specified,Not specified,Cotton,Jacquard,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, Red, Green",Myntra,699
2079,44850,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Puma Men Black Ferrari Logo T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Puma,1999
2080,45982,Women,Apparel,Topwear,Tops,Fall,2012.0,Casual,Tokyo Talkies Women Blue Top,Not specified,Regular,Not specified,Blended,"Graphic, Printed",Round Neck,Short Sleeves,Cap Sleeves,Not specified,Knitted,Opaque,Blue,Tokyo Talkies,399
2081,8454,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,Jealous 21 Women Jealous Ranae White Top White Tops,Not specified,Regular,Not specified,Blended,"Graphic, Printed",V-Neck,Short Sleeves,Regular Sleeves,Not specified,Knitted and Woven,Opaque,"White, Black",Jealous 21,699
2082,49773,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Alma Women  Light Blue Printed Kurta,Not specified,Not specified,Not specified,Cotton,Not specified,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, White, ",Alma,599
2083,19003,Women,Apparel,Topwear,Sweatshirts,Summer,2011.0,Casual,ADIDAS Originals Women Trefoil Hoodie Red Sweatshirt,Not specified,Not specified,Not specified,Blended,Solid,Not specified,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Red,ADIDAS Originals,1999
2084,3880,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Wrangler Men's Burnt Out Grey T-shirt,Not specified,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Wrangler,695
2085,29696,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt,Regular Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Purple, , ",John Miller,949
2086,28744,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Aurelia Women Blue Printed Kurta,Not specified,Not specified,Not specified,Cotton,Not specified,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,AURELIA,450
2087,17199,Men,Apparel,Topwear,Sweaters,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Grey Sweater,Not specified,Not specified,Not specified,Cotton,Solid,V-Neck,Sleeveless,Not specified,Not specified,Not specified,Ribbed,Grey,U.S. Polo Assn.,1899
2088,57823,Women,Apparel,Topwear,Tshirts,Fall,2012.0,Casual,United Colors of Benetton Women White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, , ",United Colors of Benetton,899
2089,36814,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Vishudh Women Maroon Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Maroon, , ",Vishudh,699
2090,27368,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Tantra Men Hippy Red T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Tantra,399
2091,6996,Men,Apparel,Topwear,Tshirts,Spring,2011.0,Casual,Classic Polo Men's State Athletic Brown T-shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Brown,Classic Polo,649
2092,13961,Women,Apparel,Topwear,Sweaters,Fall,2011.0,Casual,Jealous 21 Women Solid Pink Sweaters,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Jealous 21,1499
2093,2738,Boys,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Disney Kids Boy's Double Fun Kidswear,Regular Fit,Regular,Not specified,Cotton,"Solid, Printed",Round Neck,Long Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,"White, Navy Blue",Disney,549
2094,19655,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,United Colors of Benetton Women Printed Grey TShirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey, , ",United Colors of Benetton,899
2095,26088,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,John Miller Men Striped Purple Shirt,Slim Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Purple, , ",John Miller,999
2096,8202,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Locomotive Men Landon Grey T-Shirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,LOCOMOTIVE,454
2097,15098,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,Mother Earth Women Shilpi Fabric Collt Brown Kurtas,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Mother Earth,899
2098,11438,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,United Colors of Benetton Women  Winter Black Top,Not specified,Regular,Not specified,Blended,"Solid, Solid",Boat Neck,Short Sleeves,Regular Sleeves,Not specified,Knitted and Woven,Opaque,Black,United Colors of Benetton,2199
2099,37932,Women,Apparel,Topwear,Tunics,Summer,2012.0,Casual,Mineral Women Floral Pink Tunic,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Mineral,2199
2100,24519,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,Mother Earth Women Black Printed Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Mother Earth,999
2101,6962,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,s.Oliver Men White Red Checks Shirt,Not specified,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,s.Oliver,1999
2102,13995,Women,Apparel,Topwear,Jackets,Fall,2011.0,Sports,Nike Women Solid Blue Jackets,Not specified,Crop,Not specified,Polyester,Solid,Not specified,Sleeveless,Not specified,Not specified,Not specified,Not specified,Blue,Nike,3295
2103,17509,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Classic Polo Men Stripes Blue Polo T-Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, Yellow",Classic Polo,699
2104,12847,Boys,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Ant Kids Boys National Champion Black Tshirts,Regular Fit,Regular,Not specified,Cotton,"Solid, Printed",Round Neck,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,"Black, Silver",Ant,425
2105,30119,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Flying Machine Men Grey Polo T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Flying Machine,899
2106,12249,Men,Apparel,Topwear,Shirts,Fall,2011.0,Formal,Genesis Men Striped Pink & Navy Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Pink, Blue",Genesis,1499
2107,42539,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Mother Earth Women Purple Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Mother Earth,899
2108,29808,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Basics Men Blue Checked Slim Fit Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Basics,1699
2109,26418,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Turtle Men Check Purple Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Purple, Brown, ",Turtle,1195
2110,23956,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Provogue Men Grey Shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Provogue,1699
2111,18317,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,Wills Lifestyle Men Check Maroon Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Maroon, Cream",Wills Lifestyle,1649
2112,6708,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,UCB Men Ben Logo At Chest Yellow Shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, , ",United Colors of Benetton,1399
2113,37758,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,John Players Men Solid White Shirt,Slim Fit,Not specified,Not specified,Cotton,Solid,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,White,John Players,1199
2114,4863,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Sports,ADIDAS Men Ac Milan Red Black Jersey,Regular Fit,Not specified,Not specified,Polyester,Striped,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, Black",ADIDAS,2999
2115,24941,Girls,Apparel,Topwear,Tops,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Pink Top,Not specified,Regular,Not specified,Blended,"Graphic, Printed",Round Neck,Short Sleeves,Cap Sleeves,Not specified,Knitted and Woven,Opaque,Pink,United Colors of Benetton,599
2116,25893,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Femella Women Spaghetti Brown Top,Not specified,Regular,Not specified,Blended,"Solid, Solid",Shoulder Straps,No Sleeves,Shoulder Straps,Not specified,Knitted and Woven,Opaque,Brown,Femella,250
2117,53813,Women,Apparel,Topwear,Tunics,Fall,2012.0,Casual,Ayaany Women Blue Tunic,Not specified,Not specified,Not specified,Cotton,Not specified,V-Neck,Sleeveless,Not specified,Not specified,Not specified,Not specified,"Blue, Black, Navy Blue",Ayaany,599
2118,10348,Women,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,United Colors of Benetton Women Printed Yellow T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Yellow, White, ",United Colors of Benetton,899
2119,45976,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Tokyo Talkies Women Grey Melange Printed Top,Not specified,Regular,Not specified,Blended,"Graphic, Printed",Round Neck,Short Sleeves,Cap Sleeves,Not specified,Knitted,Opaque,"Grey Melange, Black, Pink",Tokyo Talkies,399
2120,3048,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Tantra Men's Rupee White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,Tantra,449
2121,3874,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Wrangler Men's Trademark Washed Blue T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Wrangler,795
2122,18919,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Levis Men Work Western Blue Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Levis,1999
2123,20340,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Probase Men Printed Grey Tshirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Sleeveless,Not specified,Not specified,Not specified,Not specified,Grey,Probase,399
2124,41377,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Wrangler Women Yellow Maria Top,Not specified,Regular,Not specified,Blended,"Vertical Stripes, Striped",Mandarin Collar,Short Sleeves,Roll-Up Sleeves,Not specified,Knitted and Woven,Opaque,Yellow,Wrangler,1295
2125,11407,Women,Apparel,Topwear,Shirts,Fall,2011.0,Casual,United Colors of Benetton Women  Winter Purple Shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Spread Collar,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Not specified,"Purple, , ",United Colors of Benetton,1799
2126,14949,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Status Quo Men Solid Black Tshirts,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Status Quo,999
2127,33757,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Vero Moda Women Sea Green Top,Not specified,Regular,Not specified,Viscose Rayon,"Solid, Solid",Scoop Neck,Sleeveless,No Sleeves,Not specified,Knitted and Woven,Opaque,Sea Green,Vero Moda,1295
2128,27165,Men,Apparel,Topwear,Shirts,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt,Slim Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Mark Taylor,519
2129,12282,Men,Apparel,Topwear,Shirts,Fall,2011.0,Formal,Genesis Men Green & Purple Striped Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Green, Purple",Genesis,1499
2130,7275,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Batman Men's Batman & Joker Dark Grey T-shirt,Regular Fit,Not specified,Not specified,Synthetic,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Batman,649
2131,27357,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Tantra Men Feel No Pain Blue T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Tantra,649
