,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fit,Length,Material,Pattern,Collar,Sleeve,Weave,Details,Shape,Colour,Brand,Price
118,57050,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Color Clash Purple Dress,Not specified,Knee Length,"Cotton, Elastane",Printed,V-Neck,Sleeveless,Woven,Not specified,Not specified,"White, Purple",Elle,2200
119,44681,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Wills Lifestyle Women White Dress,Not specified,Not specified,"Cotton, Ramie",Solid,Boat Neck,Not specified,Not specified,Not specified,Fit and Flare,White,Wills Lifestyle,3499
120,12830,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Ant Kids Peaceful Day Green Dresses,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Green,Ant,525
121,47655,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Grey Polka Dotted Dress,Not specified,Not specified,Not specified,Printed,Not specified,Not specified,Not specified,Not specified,Fit and Flare,"Grey, Black",Femella,1090
122,57057,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Red A-Line Dress,Not specified,Knee Length,Cotton,"Tie-Ups, Solid, Solid",Round Neck,Sleeveless,Woven,"No Sleeves, Flared, Opaque",A-Line,Red,Elle,3400
123,43653,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Peach Dress,Not specified,Above Knee,Polyester,Solid,Round Neck,Short Sleeves,Woven,Not specified,Fit and Flare,Peach,ONLY,2195
124,57061,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Black Dress,Not specified,Above Knee,"Cotton, Nylon",Solid,Round Neck,Short Sleeves,Knitted,Not specified,Fit and Flare,Black,Elle,3200
125,57059,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Red Dress,Not specified,Knee Length,"Cotton, Nylon",Not specified,Round Neck,Sleeveless,Knitted and Woven,Not specified,Not specified,Red,Elle,3000
126,59795,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,United Colors of Benetton Women Blue Dress,Not specified,Knee Length,Cotton,Striped,V-Neck,Short Sleeves,Knitted,Not specified,Fit and Flare,Blue,United Colors of Benetton,1899
127,18735,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Arrow Woman Rima Purple Dress,Not specified,Not specified,Blended,Printed,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Purple,Arrow Woman,1599
128,44688,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Wills Lifestyle Women Off White Dress,Not specified,Not specified,Blended,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Off White,Wills Lifestyle,2699
129,44643,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Arrow Woman Black Dress,Not specified,Not specified,Blended,Solid,Round Neck,Not specified,Not specified,Not specified,Not specified,Black,Arrow Woman,1499
130,52124,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Orange Printed Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Short Sleeves,Knitted,Not specified,Not specified,Orange,Doodle,699
131,8479,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women Blossom Silk Cream Dress,Not specified,Above Knee,Silk,Solid,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,"Cream, Pink",Forever New,4000
132,59994,Women,Apparel,Dress,Dresses,Fall,2012.0,Formal,Avirate Black Formal Dress,Not specified,Above Knee,"Polyester, Elastane",Solid,Round Neck,Sleeveless,Knitted,Not specified,Not specified,Black,Avirate,4200
133,10365,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,United Colors of Benetton Women Short Black Dresses,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Black,United Colors of Benetton,2699
134,48481,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Black Dress,Not specified,Knee Length,"Cotton, Elastane",Solid,Round Neck,Sleeveless,Woven,Not specified,Not specified,Black,French Connection,4499
135,48475,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Black Printed Dress,Not specified,Knee Length,Polyester,Printed,Square Neck,Short Sleeves,Woven,Not specified,Not specified,Black,French Connection,4999
136,40412,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Plum Dress,Not specified,Not specified,Blended,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Pink,Tonga,1750
137,59967,Women,Apparel,Dress,Dresses,Fall,2012.0,Party,Avirate Women Black Dress,Not specified,Above Knee,Cotton,Solid,V-Neck,Sleeveless,Woven,Not specified,A-Line,Black,Avirate,5200
138,34567,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Not specified,Not specified,Not specified,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,"Black, Purple",Tonga,1350
139,2712,Girls,Apparel,Dress,Dresses,Summer,2011.0,Casual,Disney Kids Girl's Halter Neck Blue Kidswear,Not specified,Knee Length,Cotton,"Solid, Checked",Halter Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Blue,Disney,349
140,59993,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Black Dress,Not specified,Above Knee,"Polyester, Elastane",Solid,Round Neck,Short Sleeves,Woven,Not specified,Not specified,Black,Avirate,2600
141,57035,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Forever New Women Multi Coloured Dress,Not specified,Above Knee,Not specified,Printed,Off-Shoulder,Sleeveless,Knitted,Not specified,Fit and Flare,Multi,Forever New,8000
142,52123,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Pink Printed Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Short Sleeves,Knitted,Not specified,Not specified,Pink,Doodle,699
143,48472,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Black Dress,Not specified,Knee Length,"Cotton, Elastane",Solid,Boat Neck,Sleeveless,Knitted,Not specified,Not specified,Black,French Connection,2499
144,48486,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Green Dress,Not specified,Above Knee,Cotton,Printed,Boat Neck,Short Sleeves,Knitted,Not specified,Not specified,Green,French Connection,3299
145,8483,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women Creme de Menthe Blue Dresses,Not specified,Not specified,Silk,Solid,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Blue,Forever New,4000
146,37911,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Women Cream Dress,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Cream,Mineral,1799
147,37929,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Women Pink Dress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Pink,Mineral,2399
148,59969,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Black Dress,Not specified,Knee Length,"Cotton, Elastane",Solid,Round Neck,Sleeveless,Woven,Not specified,Not specified,Black,Avirate,2600
149,41996,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Roseatte Black Dress,Not specified,Not specified,Cotton,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, White",Gini and Jony,699
150,8484,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women Floral Purple Dress,Not specified,Knee Length,Silk,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,"Purple, Peach",Forever New,3800
151,57058,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Multi Coloured Dress,Not specified,Mini,Cotton,Printed,Not specified,Not specified,Woven,Not specified,Fit and Flare,"White, Multi",Elle,2400
152,43655,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,ONLY Women Multi Coloured Short Jumpsuit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,ONLY,1695
153,41798,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Remanika Women Printed Pink Dress,Not specified,Not specified,Cotton,Printed,Square Neck,Not specified,Not specified,Not specified,Fit and Flare,"Pink, Multi",Remanika,1200
154,13310,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Gini and Jony Kids Girls Solid White Dresses,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,White,Gini and Jony,499
155,43652,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Pink Dress,Not specified,Above Knee,Polyester,Solid,Round Neck,Short Sleeves,Woven,Not specified,Fit and Flare,Pink,ONLY,2195
156,57060,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Teal Dress,Not specified,Above Knee,"Cotton, Nylon",Not specified,Round Neck,Sleeveless,Knitted and Woven,Not specified,Not specified,Teal,Elle,3000
157,57056,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women White Shift Dress,Not specified,Mini,"Cotton, Cotton, Nylon","Embroidered, Solid, Self Design",V-Neck,Sleeveless,Knitted,"Shoulder Straps, Straight, Opaque",A-Line,Cream,Elle,3400
158,44687,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Wills Lifestyle Women Peach A-Line Dress,Not specified,Mini,Blended,"Gathered or Pleated, Solid, Solid",Round Neck,Sleeveless,Woven,"Regular Sleeves, Flared, Semi Sheer",A-Line,"Peach, Beige, Beige",Wills Lifestyle,2699
159,48086,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Navy Blue Dress,Not specified,Knee Length,"Cotton, Elastane",Solid,Not specified,Not specified,Knitted,Not specified,Fit and Flare,"Navy Blue, Orange",French Connection,3299
160,58489,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Beige Dress,Not specified,Mini,Not specified,Solid,Round Neck,Short Sleeves,Knitted and Woven,Not specified,Not specified,"Beige, Blue",Tonga,2450
161,57051,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Multi Coloured Dress,Not specified,Mini,"Cotton, Elastane",Printed,V-Neck,Sleeveless,Woven,Not specified,Not specified,Multi,Elle,2200
162,34167,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls White Dress,Not specified,Not specified,Blended,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,White,Gini and Jony,1199
163,43637,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Vero Moda Women Pink Dress,Not specified,Above Knee,Polyester,Solid,Not specified,Sleeveless,Knitted,Not specified,Fit and Flare,Pink,Vero Moda,1695
164,59968,Women,Apparel,Dress,Dresses,Fall,2012.0,Party,Avirate Women Black Dress,Not specified,Above Knee,Polyester,Solid,Strapless,Not specified,Woven,Not specified,Fit and Flare,Black,Avirate,2850
165,8485,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women Porcelain Black Dress,Not specified,Above Knee,Blended,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, Beige",Forever New,5800
166,8482,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Forever New Women Cream Fur Dress,Not specified,Knee Length,Silk,Solid,Off-Shoulder,Not specified,Not specified,Not specified,A-Line,"Cream, Black",Forever New,5200
167,59992,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Black & White Dress,Not specified,Above Knee,"Polyester, Elastane, Elastane",Printed,Round Neck,Short Sleeves,Woven,Not specified,Not specified,"Black, White, Grey",Avirate,3200
168,57034,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,Forever New Women White Playsuit,Not specified,Not specified,Cotton,Solid,Not specified,Sleeveless,Not specified,Not specified,Not specified,White,Forever New,2600
169,34566,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Blue Dress,Not specified,Not specified,Not specified,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Blue,Tonga,1350
170,40413,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women White Dress,Not specified,Not specified,Blended,Solid,Off-Shoulder,Not specified,Not specified,Not specified,Fit and Flare,White,Tonga,1800
171,59966,Women,Apparel,Dress,Dresses,Fall,2012.0,Party,Avirate Black Polka Dot Dress,Not specified,Knee Length,"Cotton, Polyester",Printed,Off-Shoulder,Sleeveless,Woven,Not specified,Fit and Flare,"Black, White",Avirate,2100
172,18758,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Arrow Woman Bling Black Dress,Not specified,Not specified,Polyester,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Black,Arrow Woman,2699
173,34592,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Not specified,Not specified,Not specified,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, Pink",Tonga,1750
174,48473,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Blue Dress,Not specified,Above Knee,"Cotton, Polyester, Elastane",Printed,Off-Shoulder,Not specified,Woven,Not specified,Not specified,Blue,French Connection,4699
175,52125,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Pink Printed Dress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Doodle,699
176,59995,Women,Apparel,Dress,Dresses,Fall,2012.0,Party,Avirate Black Dress,Not specified,Knee Length,"Polyester, Elastane",Solid,Round Neck,Long Sleeves,Woven,Not specified,Not specified,Black,Avirate,4300
177,48474,Women,Apparel,Dress,Dresses,Winter,2011.0,Casual,French Connection Women Black Dress,Not specified,Knee Length,"Cotton, Polyester, Elastane",Solid,Round Neck,Sleeveless,Woven,Not specified,Not specified,Black,French Connection,6499
178,48480,Women,Apparel,Dress,Dresses,Winter,2011.0,Party,French Connection Women Black Dress,Not specified,Above Knee,Polyester,Solid,Strapless,Sleeveless,Woven,Not specified,Not specified,Black,French Connection,6999
179,43317,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,United Colors of Benetton Women Black Jumpsuit,Not specified,Not specified,Viscose Rayon,Solid,Boat Neck,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Black,United Colors of Benetton,2499
180,43919,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Navy Blue Printed Dress,Not specified,Not specified,Blended,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Femella,990
181,57989,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Blue Dress,Not specified,Above Knee,Cotton,Checked,Not specified,Sleeveless,Woven,Not specified,Shirt,"Blue, Navy Blue",Latin Quarters,1790
182,42209,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Sepia Women Purple Dress,Not specified,Not specified,Not specified,Solid,Square Neck,Not specified,Not specified,Not specified,Fit and Flare,Purple,Sepia,1699
183,4933,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Peach White Kidswear,Not specified,Not specified,Cotton,Printed,Off-Shoulder,Not specified,Not specified,Not specified,Fit and Flare,"Peach, White",Gini and Jony,699
184,25908,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Red Dress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Femella,1090
185,31168,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls White Dress,Not specified,Not specified,Blended,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,White,Gini and Jony,999
186,35990,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Flying Machine Women Cotton Pink Dress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Pink,Flying Machine,799
187,4934,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Peach White Infant Kidswear,Not specified,Not specified,Cotton,Printed,Off-Shoulder,Not specified,Not specified,Not specified,Fit and Flare,"Peach, White",Gini and Jony,599
188,26928,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Jealous 21 Women Black Dress,Not specified,Not specified,Polyester,Solid,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Black,Jealous 21,1299
189,34015,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Pink Dress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Knitted and Woven,Not specified,Fit and Flare,Magenta,Gini and Jony,499
190,25503,Girls,Apparel,Dress,Dresses,Fall,2011.0,Casual,Doodle Kids Girls Polka Dot Black Dress,Not specified,Knee Length,Blended,"Solid, Solid",Round Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Bodycon,"Black, Blue",Doodle,1199
191,38846,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women Brown Printed Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Brown,Latin Quarters,1990
192,23051,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Arrow Woman Navy Blue Printed Dress,Not specified,Not specified,Polyester,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Navy Blue,Arrow Woman,1999
193,38841,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women Brown Check Dress,Not specified,Not specified,Blended,Checked,Boat Neck,Not specified,Not specified,Not specified,Fit and Flare,Brown,Latin Quarters,1990
194,59876,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Femella Women Black Printed Dress,Not specified,Maxi,Not specified,Printed,Strapless,Not specified,Woven,Not specified,Not specified,"Multi, Black",Femella,1190
195,49648,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Cream & Purple Printed Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Cream, Purple, Green",Mineral,2199
196,51447,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Grey Printed Dress,Not specified,Above Knee,"Viscose Rayon, Elastane",Printed,V-Neck,Three-Quarter Sleeves,Knitted,Not specified,Fit and Flare,"Grey, Green, Pink",Tonga,2550
197,33201,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Sepia Women Cream Dress,Not specified,Not specified,Cotton,Solid,Square Neck,Not specified,Not specified,Not specified,Fit and Flare,Cream,Sepia,1199
198,43512,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Blue Dress,Not specified,Knee Length,Viscose Rayon,Printed,V-Neck,Short Sleeves,Knitted,Not specified,Not specified,Blue,French Connection,3999
199,58501,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga Brown Animal Print Dress,Not specified,Above Knee,"Polyester, Elastane",Printed,Not specified,Sleeveless,Knitted,Not specified,T-shirt,"Beige, Brown",Tonga,1890
200,32582,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Yellow Dotted Print Dress,Not specified,Not specified,Polyester,Printed,Round Neck,Not specified,Not specified,Not specified,Shirt,Yellow,ONLY,2495
201,43515,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Blue Dress,Not specified,Knee Length,Viscose Rayon,Solid,V-Neck,Sleeveless,Not specified,Not specified,Not specified,"Blue, Navy Blue",French Connection,4999
202,6868,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Forever New Women's Waterfall Sleeve Shift Black Dress,Not specified,Not specified,Silk,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Forever New,4000
203,32576,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Orange Party Dress,Not specified,Above Knee,"Cotton, Has a lining, Blended","Solid, Solid",Round Neck,Sleeveless,Woven,"No Sleeves, Asymmetric, Opaque",Shirt,Orange,ONLY,1995
204,58506,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga Women Printed Blue Dress,Not specified,Maxi,Viscose Rayon,Printed,Halter Neck,Sleeveless,Knitted,Not specified,A-Line,"Blue, Off White",Tonga,1850
205,49646,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Navy Blue Printed Dress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Navy Blue,Mineral,2149
206,57986,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Grey Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Sleeveless,Woven,Not specified,Not specified,"Grey, Purple",Latin Quarters,1850
207,4932,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Gini and Jony Girl's Valerie Blue White Infant Kidswear,Not specified,Not specified,Cotton,Printed,Off-Shoulder,Not specified,Not specified,Not specified,Fit and Flare,"Blue, White",Gini and Jony,599
208,43920,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Cream Printed Dress,Not specified,Not specified,Blended,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,Femella,990
209,26927,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Jealous 21 Women Black Dress,Not specified,Not specified,Polyester,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Black,Jealous 21,1299
210,31167,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Blue Dress,Not specified,Not specified,Blended,Solid,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Blue,Gini and Jony,1299
211,25907,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Purple Dress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Femella,1090
212,54990,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Black & Purple Dress,Not specified,Maxi,Not specified,Striped,Round Neck,Sleeveless,Woven,Not specified,Not specified,"Purple, Black, Pink",Femella,990
213,57988,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Orange Dress,Not specified,Above Knee,Cotton,Checked,Shirt Collar,Sleeveless,Knitted,Not specified,Shirt,"Orange, Grey",Latin Quarters,1600
214,13290,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Gini and Jony Kids Girls Solid Pink Dresses,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Pink,Gini and Jony,499
215,32577,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Toronto Grey Printed Dress,Not specified,Above Knee,Polyester,Printed,V-Neck,Short Sleeves,Not specified,Not specified,Not specified,Grey,ONLY,1595
216,43514,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Black Dress,Not specified,Not specified,Blended,Solid,V-Neck,Not specified,Not specified,Not specified,Not specified,Black,French Connection,4999
217,26974,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Jealous 21 Women Pink Printed Dress,Not specified,Not specified,Not specified,Printed,Square Neck,Not specified,Not specified,Not specified,Fit and Flare,Pink,Jealous 21,1299
218,49647,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Blue & Green Printed Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Blue, Green, Purple",Mineral,2199
219,43513,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Orange Dress,Not specified,Knee Length,Viscose Rayon,Printed,V-Neck,Short Sleeves,Knitted,Not specified,Not specified,Orange,French Connection,3999
220,58509,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga Off-White & Black Animal Print Dress,Not specified,Above Knee,"Polyester, Elastane",Printed,V-Neck,Short Sleeves,Knitted,Not specified,T-shirt,"Off White, Black",Tonga,2290
221,23050,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Arrow Woman Multi Coloured Floral Dress,Not specified,Not specified,Polyester,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Multi,Arrow Woman,1999
222,38840,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women Navy Blue & White Printed Dress,Not specified,Not specified,Blended,Printed,Square Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, White",Latin Quarters,1990
223,4992,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Gini and Jony Girl's Sara White Yellow Polka Dot Kidswear,Not specified,Not specified,Not specified,Printed,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Yellow,Gini and Jony,999
224,33209,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Sepia Women Printed White Dress,Not specified,Not specified,Not specified,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"White, Green, Blue",Sepia,1899
225,6893,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Forever New Women Straps Black Dress,Not specified,Not specified,Blended,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Forever New,5400
226,38847,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women White & Blue Printed Dress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,"White, Beige, Blue",Latin Quarters,1950
227,51448,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Gold Dress,Not specified,Above Knee,Nylon,Solid,Not specified,Three-Quarter Sleeves,Knitted,Not specified,T-shirt,Gold,Tonga,2500
228,18894,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Arrow Woman Lida Black Dress,Not specified,Above Knee,Polyester,Printed,Round Neck,Short Sleeves,Woven,Not specified,Not specified,Black,Arrow Woman,1899
229,42216,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Sepia Women Black Dress,Not specified,Above Knee,Viscose Rayon,Solid,Round Neck,Sleeveless,Not specified,Not specified,A-Line,Black,Sepia,2199
230,57991,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Blue Dress,Not specified,Above Knee,Cotton,Printed,V-Neck,Sleeveless,Woven,Not specified,Not specified,Blue,Latin Quarters,1890
231,5007,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Gini and Jony Girl's Sandra Purple Kidswear,Not specified,Not specified,Cotton,Printed,Boat Neck,Not specified,Not specified,Not specified,Fit and Flare,Purple,Gini and Jony,1099
232,50720,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Orange Printed Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Short Sleeves,Knitted,Not specified,Not specified,Orange,Doodle,649
233,57996,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Black Dress,Not specified,Knee Length,Viscose Rayon,Solid,Round Neck,Sleeveless,Knitted,Not specified,Not specified,Black,Latin Quarters,2490
234,34095,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Printed Multi Coloured Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Off White, Blue, Red",Doodle,499
235,38832,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women White & Pink Printed Dress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,"White, Pink",Latin Quarters,1890
236,16567,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,AND by Anita Dongre Women Printed Red Dresses,Not specified,Not specified,Linen,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Red, Black",AND,1899
