,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Sole Material,Pattern,Material,Fastening,Fit,Type,Colour,Brand,Price
231,24117,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Playboy Men Casual Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Red",Playboy,499
232,10746,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Princess Heart Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, White",Disney,229
233,35633,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Gliders Men Blue Econew Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Black",Gliders,349
234,46107,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Red & Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Blue",ADIDAS,749
235,3821,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Crocs Unisex Modi Flip Khaki Sky Blue Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Blue",Crocs,1995
236,10741,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Mickey Mouse Yellow Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, Black",Disney,249
237,6301,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Unisex Issac Black Orange Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Orange",Puma,699
238,24110,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Playboy Men Black Casual Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",Playboy,499
239,26678,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Men Maze Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Puma,1099
240,38552,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Unisex  White & Green  Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"White, Green",Puma,1099
241,2545,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Numero Uno Men's Casual Red Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Numero Uno,299
242,19870,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Wires White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,ADIDAS,549
243,16236,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Crocs Crocband Flip Unisex Navy Blue Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Crocs,1995
244,44211,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Beige",iPanema,799
245,54077,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Women Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Yellow",ADIDAS,1099
246,23125,Men,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Converse Men Red Flip Flops,Synthetic,Solid,Not specified,Not specified,Not specified,Thong Flip-Flops,Red,Converse,299
247,6323,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2012.0,Casual,Puma Unisex Miami II Black Cream Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Cream",Puma,499
248,25484,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Women Solarsoft Thong Turquoise Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Turquoise Blue,Nike,1495
249,20798,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Fila Men Madera Orange Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,FILA,499
250,25483,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Unisex Solarsoft Thong Orange Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Nike,1495
251,23122,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2013.0,Casual,Converse Unisex Basic Green Flip Flops,Synthetic,Solid,Not specified,Not specified,Not specified,Thong Flip-Flops,Green,Converse,299
252,44216,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Pink",iPanema,799
253,19877,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Psychedlic White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Yellow",ADIDAS,499
254,2542,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Numero Uno Men's Casual Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Numero Uno,299
255,14339,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Nike Women Solarsoft Thong Grey Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Nike,1495
256,24103,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Playboy Men Casual Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Playboy,249
257,6120,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Men Beach Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Yellow",Puma,899
258,41938,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Gold Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Gold,iPanema,699
259,44218,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Pink",iPanema,799
260,19879,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Psychedlic White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Green",ADIDAS,499
261,33711,Men,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Cobblerz Men Black Flip Flops,Synthetic,Printed,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Blue",Cobblerz,2999
262,6315,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2012.0,Casual,Puma Unisex Arizona Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,399
263,24104,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Playboy Men Casual Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Playboy,249
264,47456,Women,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Tiptopp Women Orange Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Orange",Tiptopp,299
265,6187,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Women's Young Lives Green Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,ADIDAS,599
266,34560,Men,Footwear,Flip Flops,Flip Flops,Winter,2015.0,Casual,Franco Leone Men Black Flip Flops,Synthetic,Printed,Rubber,Not specified,Not specified,Clogs,Black,Franco Leone,1595
267,5530,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Reebok Men's Casual Black Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Reebok,1399
268,6173,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Women's Find Me White Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,ADIDAS,599
269,24706,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Unisex Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Blue,Puma,399
270,10157,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Unisex Puma Flips Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Black",Puma,699
271,40288,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Warner Bros Kids Unisex Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Warner Bros,299
272,47095,Boys,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Marvel Boys Blue  Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, White, Red",Marvel,349
273,7260,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Rockport Men Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Navy Blue,Rockport,2299
274,6180,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Women's Lucent Print White Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,ADIDAS,1499
275,9103,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Provogue Men Ean Tan Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Tan,Provogue,1695
276,10739,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Orange",Disney,249
277,10166,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,United Colors of Benetton Men Carribean Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Red, White, Green",United Colors of Benetton,699
278,29225,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men adiPure Slide Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Yellow",ADIDAS,2699
279,15873,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Aloha Flops Yellow Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,Warner Bros,249
280,20952,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Polka Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,ADIDAS,399
281,44619,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Fila Women Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Purple, Black",FILA,299
282,53450,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Women Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Green,ADIDAS,399
283,20955,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Adi Cells Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,ADIDAS,399
284,6348,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Crocs Kid's Unisex Basic Red Kidswear,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Crocs,495
285,15874,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Warner Bros Kids Unisex TJ Sport Flop Green Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Warner Bros,199
286,43299,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,United Colors of Benetton Men Teal Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Teal,United Colors of Benetton,799
287,8245,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Women's Juicy Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lotto,299
288,8077,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Sleekwana Uf+ Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Black",ADIDAS,1999
289,19878,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Psychedlic White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Black",ADIDAS,499
290,22696,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Nike Men Splash  Orange Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Nike,499
291,10754,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Mickey Star Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Yellow",Disney,229
292,24105,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Playboy Men Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Playboy,249
293,41939,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Beige Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Beige, Gold",iPanema,799
294,24102,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Playboy Men Casual Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Playboy,249
295,21470,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Roxy Women Bamboo Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Pink",roxy,1095
296,6313,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2011.0,Casual,Puma Unisex Issac Navy White Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, White",Puma,699
297,8289,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Skechers Men's Raiser Choco Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Skechers,799
298,10753,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Green",Disney,249
299,25449,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Women Snapper Thong Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Nike,899
300,19876,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Plugged IN Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,649
301,44217,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Purple",iPanema,799
302,2543,Men,Footwear,Flip Flops,Flip Flops,Fall,2010.0,Casual,Numero Uno Men's Casual Green Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Numero Uno,299
303,10765,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Yellow",Disney,249
304,25482,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Unisex Solarsoft Thong Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Nike,1495
305,6117,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Men's Beach Green Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Black",Puma,899
306,19882,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Hearts Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,ADIDAS,399
307,23123,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2013.0,Casual,Converse Unisex Red Basic Flip Flops,Synthetic,Solid,Not specified,Not specified,Not specified,Thong Flip-Flops,Red,Converse,299
308,26451,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Unisex Navy Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Navy Blue,Puma,399
309,10762,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Disney Unisex Kids Basic Yellow Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, Blue",Disney,179
310,25485,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Women Solarsoft Thong Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Nike,1595
311,21217,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Quiksilver Men White Echo Script Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Quiksilver,1095
312,44446,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Gliders Women Blue Spinergrey Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Grey",Gliders,299
313,2544,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Numero Uno Men's Casual Blue Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Numero Uno,299
314,44210,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,iPanema,799
315,19871,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Wires Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,ADIDAS,549
316,6382,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Numero Uno Men's Grey Navy Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Grey",Numero Uno,499
317,6349,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2015.0,Casual,Crocs Kid's Unisex Basic Black Kidswear,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Crocs,495
318,15875,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Warner Bros Kids Unisex TJ Beach Slipper Blue Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Warner Bros,249
319,32801,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Neo White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,iPanema,749
320,43298,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,United Colors of Benetton Men Brown Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,United Colors of Benetton,799
321,11845,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Playboy Men Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Brown, Green",Playboy,749
322,20954,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Numbers Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,ADIDAS,749
323,57466,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Unisex Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Blue,Puma,699
324,3603,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Sports,Puma Unisex Splash Red Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Black",Puma,599
325,44618,Men,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Fila Men Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Black",FILA,399
326,20953,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Spring Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,ADIDAS,399
327,54228,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Women Black Sicily Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Puma,899
328,6175,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Men's Spiders Grey Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,ADIDAS,749
329,13975,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Men Pop Art Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Blue",Puma,599
330,3632,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Men's Webster Navy Grey Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Grey",Puma,999
331,44616,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Fila Men Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Orange",FILA,399
332,18599,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Men Java Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,1499
333,40289,Unisex,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Warner Bros Kids Unisex Turquoise Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Turquoise Blue,Warner Bros,299
334,42986,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Women Black Solarsoft Thong Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,1795
335,57468,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Puma Unisex Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Puma,399
336,33863,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Men Pop Art Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,599
337,6464,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Men's Club Red Blue Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Blue",Lotto,299
338,40754,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Roxy Women White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,White,roxy,1195
339,17837,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Nike Women Solarsoft Thong Black Slipper,Synthetic,Solid,Synthetic,Not specified,Not specified,Slip-On,Black,Nike,1495
340,38676,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Nike Men Chroma Thong Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,899
341,23830,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Unisex Dilute Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Blue,Puma,699
342,59017,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Skechers Men Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Slip-On,"Black, Blue",Skechers,1199
343,6651,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Nike Men's Triplefin Thong Brown Khaki Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Nike,999
344,40753,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Roxy Women White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,White,roxy,1195
345,4334,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Fila Men's Dignity Green Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,FILA,799
346,6463,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Men's Soccer Black Red Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Red",Lotto,299
347,33638,Men,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Lotto Men ACCU Red & Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Red",Lotto,249
348,58335,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Grey, Black, Yellow",Lotto,499
349,6455,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Women's Flora Orange Navy Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Orange, Navy Blue",Lotto,249
350,32177,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Chewang Grey Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Green, Black",ADIDAS,1499
351,30244,Men,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Numero Uno Men Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Navy Blue,Numero Uno,349
352,36147,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Nike Men Chroma Thong II Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",Nike,899
353,41227,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Lotto Men Blue & White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Blue,Lotto,219
354,32183,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Ripple Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Blue",ADIDAS,999
355,58332,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Red, Black",Lotto,449
356,48530,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Calvin Klein Men Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Orange",Calvin Klein,1199
357,32184,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Adi Surge Yellow Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,ADIDAS,1099
358,41220,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Lotto Men Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Red,Lotto,299
359,5475,Men,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,Nike Men Celso City Thong Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Brown,Nike,2095
360,17495,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Men Black Drifter Cat II Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Puma,999
361,17653,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Converse Unisex Casual Blue Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Converse,299
