,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Details,Make,Pattern,Shape,Dial Material,Strap Material,Movement,Display,Strap Closure,Strap Style,Water Resistance,Colour,Brand,Price
716,37329,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Sheen Women White Dial Watch SX048,"Reset Time, Calendar",Non-Swiss Made,Embellished,Round,Stainless Steel,Leather,Mechanical,Analogue,Tang,Regular,Water Resistant,White,CASIO,5495
717,48016,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Helix Men Silver Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Automatic,Analogue,Not specified,Not specified,Water Resistant,"Silver, Black",Helix,1795
718,29445,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Giordano Men White Dial Watch,Not specified,Not specified,Not specified,Oval,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,Not specified,"White, Steel, Beige",GIORDANO,4650
719,33917,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Citizen Women Watches Steel Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Steel,Citizen,4900
720,36801,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Black Ssteele Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Black,maxima,1995
721,25618,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women White Dial Watch N2298SM01,Not specified,Non-Swiss Made,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,30 m,White,Fastrack,1560
722,31816,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men Chronograph Blue Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,"Blue, Steel",Titan,7995
723,56317,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,"Black, Steel",Fastrack,1895
724,37320,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO Sheen Women Pink Dial Analogue Watch (SH119) SHN-3011D-4ADR,Reset Time,Non-Swiss Made,Solid,Round,Stainless Steel,Metal,Mechanical,Analogue,Butterfly,Bracelet Style,Water Resistant,Pink,CASIO,6995
725,54672,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Silver Dial  Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,30 m,Black,Fastrack,1695
726,45156,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Youth Series Men Black Marine Sports Watch MW-600F-2AVDF(A506),Multi Function,Non-Swiss Made,Solid,Round,Alloy,Synthetic,Mechanical,Analogue,Tang,Textured,100 m,Black,CASIO,1595
727,51556,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,"Black, Steel",Fastrack,2895
728,10192,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Men Avalance Black Steel Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Steel, Black",ESPRIT,6995
729,46515,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Timex Men Purple Dial Watch T23222,Not specified,Non-Swiss Made,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,50 m,Purple,Timex,4295
730,25611,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Blue Dial Watch,Not specified,Non-Swiss Made,Not specified,Oval,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,"Blue, Silver",Fastrack,2195
731,45169,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Enticer Men Silver Analogue Watch MTP-1314D-7AVDF(A552),Reset Time,Non-Swiss Made,Solid,Round,Stainless Steel,Metal,Mechanical,Analogue,Foldover,Bracelet Style,50 m,White,CASIO,2795
732,31820,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"White, Steel",Titan,3495
733,33921,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Citizen Women Steel Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Steel,Citizen,5300
734,25616,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Black Casual Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,Black,Fastrack,1295
735,49902,Unisex,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Kids Unisex Light Blue Dial Analog Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Automatic,Analogue,Not specified,Not specified,100 m,"Blue, Purple",Q&Q,665
736,31818,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men Chronograph Ivory Colour Dial Watch,Chronograph,Non-Swiss Made,Not specified,Oval,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Water Resistant,"Steel, Copper",Titan,6995
737,10195,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Carrera Men Steel strap dial Blue Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Carrera,4450
738,46512,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Timex Women White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,White,Timex,2295
739,33919,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Citizen Women White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"White, Steel",Citizen,6000
740,51551,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Non-Resistant,Black,Fastrack,2895
741,45151,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Enticer Men Black Analogue Watch MTP-1302L-7BVDF(A490),Chronograph,Non-Swiss Made,Solid,Round,Stainless Steel,Leather,Mechanical,Analogue,Tang,Regular,50 m,White,CASIO,2795
742,54675,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,30 m,Black,Fastrack,1595
743,37327,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO Sheen Women Red Dial Chronograph Watch SX039 SHE-5022D-4ADR,"Chronograph, Reset Time, Date Aperture",Non-Swiss Made,Solid,Round,Stainless Steel,Metal,Mechanical,Analogue,Foldover and Butterfly,Bracelet Style,Water Resistant,Red,CASIO,8995
744,10398,Men,Accessories,Watches,Watches,Winter,2016.0,Sports,Puma Men Cardiac II Black Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Digital,Not specified,Not specified,Not specified,"Black, Silver, Red",Puma,5495
745,33926,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Citizen Women White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"Silver, Brown",Citizen,5300
746,29480,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Giordano Men Black Dial Watch,Multi Function,Not specified,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,Not specified,"Black, Steel, Beige",GIORDANO,6950
747,31827,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Men Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"Black, Brown",Titan,5550
748,25629,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Black Casual Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Steel",Fastrack,1695
749,48027,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Helix Women Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,Black,Helix,1795
750,37318,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G329,"Multi Function, LED Backlight, Timer",Non-Swiss Made,Solid,Round,Metal,Synthetic,Electronic,Digital,Tang,Regular,200 m,Black,CASIO,8495
751,45931,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,Black,maxima,1895
752,29417,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Giordano Men Black Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,"Black, Steel",GIORDANO,6450
753,19282,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Guess Men Activator White Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,GUESS,13800
754,54629,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,Black,Fastrack,3195
755,31844,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Women Grey Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Grey,Titan,4995
756,39027,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Watch A641,Reset Time,Non-Swiss Made,Solid,Round,Stainless Steel,Leather,Mechanical,Analogue,Tang,Regular,Water Resistant,Black,CASIO,2295
757,13926,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Narrow Dial Navy Blue Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Navy Blue,Fastrack,1495
758,46318,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Brown Dial Chronograph Watch FS4702,Chronograph,Non-Swiss Made,Not specified,Round,Not specified,Metal,Mechanical,Analogue,Not specified,Not specified,50 m,Brown,Fossil,8495
759,11229,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Women Cine Citta Silver Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,ESPRIT,5995
760,19276,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Guess Women Prism White Watch,Chronograph,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,White,GUESS,10300
761,32299,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men White Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,"White, Black",Q&Q,995
762,36898,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Black Chronograph Watch FS4545,Chronograph,Swiss Made,Not specified,Round,Stainless Steel,Leather,Mechanical,Analogue,Not specified,Not specified,Water Resistant,Black,Fossil,8495
763,25681,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Silver-Toned Dial Watch NA9734SL02,Not specified,Non-Swiss Made,Not specified,Rectangular,Stainless Steel,Leather,Mechanical,Analogue,Not specified,Not specified,30 m,Silver,Fastrack,1650
764,53601,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men Black Digital Watch M075J002Y,Multi Function,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Digital,Not specified,Not specified,Water Resistant,Black,Q&Q,1325
765,51532,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,50 m,Black,Fastrack,995
766,45132,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Enticer Men White Dial Analogue Watch MTP-1216A-7BDF(A357),Reset Time,Non-Swiss Made,Solid,Round,Stainless Steel,Metal,Mechanical,Analogue,Foldover,Bracelet Style,Water Resistant,White,CASIO,2295
767,19249,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Guess Women Chronograph Silver-Toned Dial Watch I14503L1,Chronograph,Non-Swiss Made,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,50 m,Silver,GUESS,11000
768,11216,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Men Imapc Silver Black Steel Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Steel, Grey",ESPRIT,9995
769,21483,Unisex,Accessories,Watches,Watches,Winter,2016.0,Casual,Ice Unisex Love Red Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,ice watch,7365
770,39018,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A626,Reset Time,Non-Swiss Made,Solid,Round,Stainless Steel,Synthetic,Mechanical,Analogue,Tang,Regular,100 m,White,CASIO,1695
771,25675,Women,Accessories,Watches,Watches,Summer,2017.0,Casual,Fastrack Women Steel-Toned Dial Watch NA6021SL02,Not specified,Non-Swiss Made,Not specified,Asymmetric,Stainless Steel,Synthetic,Mechanical,Analogue,Not specified,Not specified,30 m,Steel,Fastrack,1745
772,46549,Men,Accessories,Watches,Watches,Winter,2016.0,Smart Casual,Timex Expedition Men Silver Toned Analogue & Digital Watch,Multi Function,Not specified,Not specified,Not specified,Not specified,Metal,Automatic,Analogue and Digital,Not specified,Not specified,100 m,Silver,Timex,4295
773,19271,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Guess Men Chase Steel Watch,Chronograph,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Steel,GUESS,10700
774,21689,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Women White Dial Watch ES1967,"Reset Time, Chronograph",Non-Swiss Made,Solid,Round,Stainless Steel,Stainless Steel,Mechanical,Analogue,Butterfly,Bracelet Style,50 m,White,Fossil,6495
775,43209,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Grey Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Digital,Not specified,Not specified,50 m,"Grey, Black",Fastrack,1095
776,39020,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO ENTICER Men Black Dial Analogue Watch A628 ,Reset Time,Non-Swiss Made,Solid,Round,Stainless Steel,Leather,Mechanical,Analogue,Tang,Regular,100 m,Black,CASIO,2295
777,31843,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Titan Women Steel Dial Watch,Not specified,Non-Swiss Made,Not specified,Oval,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,Steel,Titan,3995
778,29410,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Giordano Men Black Dial Watch,Chronograph,Not specified,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,Water Resistant,"Black, Steel, Beige",GIORDANO,6750
779,19285,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Guess Women Mini Triangle White Dial Watch with Swarovski Elements W65006L1,Not specified,Non-Swiss Made,Not specified,Round,Stainless Steel,Leather,Mechanical,Analogue,Not specified,Not specified,30 m,White,GUESS,4900
780,45936,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Sliver Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,Silver,maxima,2325
781,25672,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Casual Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Fastrack,1595
782,11211,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Men Octo Chrono Silver Black Steel Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Steel, Black",ESPRIT,9495
783,46576,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Timex Women Golden Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Water Resistant,"Gold, Brown",Timex,1295
784,45909,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Black Dial Chronograph Watch,Chronograph,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"Black, Steel",maxima,3150
785,45135,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Casio Enticer Women White Dial Watch  LTP-1235SG-7ADF(A360),Reset Time,Non-Swiss Made,Solid,Rectangular,Stainless Steel,Stainless Steel,Mechanical,Analogue,Foldover,Bracelet Style,Water Resistant,White,CASIO,2895
786,10105,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Women Analogue Leather Steel Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Steel, Gold",Fastrack,2495
787,51535,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,Black,Fastrack,2020
788,53606,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men Blue Digital Watch,Multi Function,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Digital,Not specified,Not specified,50 m,Blue,Q&Q,965
789,30166,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Men Blue Dial Watch,Multi Function,Not specified,Not specified,Not specified,Not specified,Not specified,Mechanical,Analogue,Not specified,Not specified,Not specified,"Blue, Steel",ESPRIT,6995
790,39016,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO ENTICER Women White Dial Analogue Watch A624,Reset Time,Non-Swiss Made,Solid,Round,Stainless Steel,Synthetic,Mechanical,Analogue,Tang,Regular,100 m,White,CASIO,1695
791,19247,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Guess Women White Dial Watch I11065L1,Not specified,Non-Swiss Made,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,50 m,White,GUESS,9400
792,11218,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Men Gran Orbus Black Steel Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Steel, Black",ESPRIT,9995
793,58445,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Women White Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,50 m,"White, Beige",Fossil,6495
794,45900,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Grey Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"Grey, Steel",maxima,2095
795,36896,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Women Green Dial Chronograph Watch ES3052,Chronograph,Swiss Made,Not specified,Round,Stainless Steel,Synthetic,Mechanical,Analogue,Not specified,Not specified,50 m,White,Fossil,7495
796,43200,Men,Accessories,Watches,Watches,Summer,2017.0,Casual,Fastrack Men Grey Dial Watch NA3015AL02,Not specified,Non-Swiss Made,Not specified,Round,Stainless Steel,Synthetic,Mechanical,Analogue,Not specified,Not specified,50 m,Grey,Fastrack,1610
797,46540,Men,Accessories,Watches,Watches,Winter,2016.0,Smart Casual,Timex Men Black Dial Watch,Chronograph,Non-Swiss Made,Not specified,Oval,Not specified,Leather,Mechanical,Analogue,Not specified,Not specified,100 m,Black,Timex,12995
798,19278,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Guess Women G Hype Silver Watch,Chronograph,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Silver,GUESS,11800
799,32297,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men Silver Dial Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,"Silver, Black",Q&Q,995
800,21680,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Blue Chronograph Watch CH2692,Chronograph,Non-Swiss Made,Not specified,Round,Stainless Steel,Metal,Mechanical,Analogue,Not specified,Not specified,100 m,"Blue, Black",Fossil,7995
801,25644,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Casual Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Fastrack,895
802,58822,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,FCUK Men Black Dial Watch FC1068SUMGN,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,Black,FCUK,7495
803,11643,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Puma Men Engine Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,8450
804,39029,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch G363,"Multi Function, Stopwatch, LED Backlight",Non-Swiss Made,Solid,Rectangular,Stainless Steel,Synthetic,Electronic,Digital,Tang,Regular,200 m,Black,CASIO,3995
805,46316,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men White Dial Chronograph Watch FS4647,Chronograph,Non-Swiss Made,Not specified,Round,Not specified,Metal,Mechanical,Analogue,Not specified,Not specified,50 m,White,Fossil,7495
806,56342,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Silver Dial Watch,Not specified,Non-Swiss Made,Not specified,Oval,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,50 m,"Silver, Blue",Fastrack,1295
807,11485,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Puma Men Race Luminous 3HD Silver green Black Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,Black,Puma,4495
808,54627,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,50 m,Black,Fastrack,750
809,29419,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Giordano Men Black Dial Watch,Not specified,Not specified,Not specified,Round,Stainless Steel,Leather,Mechanical,Analogue,Not specified,Not specified,Not specified,"Black, Steel, Beige",GIORDANO,4950
810,10133,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Women Rough Chic Black Silver Watches,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,"Silver, Black",ESPRIT,5795
811,21674,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2647,Multi Function,Non-Swiss Made,Not specified,Round,Not specified,Metal,Mechanical,Analogue,Not specified,Not specified,50 m,Black,Fossil,6995
812,53608,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Q&Q Men White Digital Watch,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,White,Q&Q,1195
813,18530,Girls,Accessories,Watches,Watches,Winter,2016.0,Casual,Chhota Bheem Chutki Kids-Girls Orange Digital Watch,Reset Time,Non-Swiss Made,Solid,Round,Stainless Steel,Synthetic,Quartz,Digital,Tang,Regular,Water Resistant,Orange,Chhota Bheem,299
814,45907,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Silver Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"Silver, Black",maxima,1995
815,29421,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Giordano Men Black Dial Watch,Not specified,Not specified,Not specified,Round,Stainless Steel,Leather,Mechanical,Analogue,Not specified,Not specified,Not specified,"Black, Steel, Brown",GIORDANO,4450
816,46578,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Timex Women Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"Black, Steel, Silver",Timex,1355
817,10134,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,Esprit Women Lissomy Glam Black Silver Watches,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"Silver, Black",ESPRIT,4995
818,21673,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Silver-Toned Chronograph Watch CH2646,Chronograph,Non-Swiss Made,Not specified,Round,Stainless Steel,Synthetic,Mechanical,Analogue,Not specified,Not specified,100 m,"Silver, White",Fossil,6495
819,45938,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Maxima Men Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Water Resistant,"Black, Steel",maxima,2850
820,54620,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,50 m,Orange,Fastrack,1995
821,58825,Women,Accessories,Watches,Watches,Winter,2016.0,Casual,FCUK Women Black Watch FC1047BBMWN,Not specified,Non-Swiss Made,Not specified,Round,Not specified,Synthetic,Mechanical,Analogue,Not specified,Not specified,Non-Resistant,Black,FCUK,6495
822,11644,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Puma Men Indication Chrono Black Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,8450
823,46311,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fossil Men Silver Dial Analog Chronograph Watch CH2815,Chronograph,Non-Swiss Made,Not specified,Round,Not specified,Stainless Steel,Mechanical,Analogue,Not specified,Not specified,100 m,Silver,Fossil,8995
824,25643,Men,Accessories,Watches,Watches,Winter,2016.0,Casual,Fastrack Men Silver Casual Watch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Analogue,Not specified,Not specified,Not specified,"Silver, Black",Fastrack,895
