,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Sole Material,Pattern,Material,Minimum Shelf Life in Months,Fastening,Fit,Type,Colour,Brand,Price
218,38787,Men,Footwear,Sandal,Sandals,Winter,2015.0,Casual,Woodland Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Beige, Beige",Woodland,2595.0
219,12475,Men,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Clarks Men Tan Wild Time Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Tan,Clarks,2999.0
220,37958,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Clarks Men Vent Jump Nubuck Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Clarks,3999.0
221,34527,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Red Tape Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Red Tape,1595.0
222,36421,Men,Footwear,Sandal,Sandals,Spring,2013.0,Casual,Spinn Men Aura Grey Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Blue",Spinn,749.0
223,35406,Men,Footwear,Sandal,Sandals,Summer,2013.0,Casual,Enroute Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Enroute Men,1499.0
224,8634,Unisex,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Crocs Crocband Pink Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Crocs,2495.0
225,3826,Unisex,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Crocs Unisex Crocband Red Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Crocs,2495.0
226,59311,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Gliders Men Black Sandals,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,Black,Gliders,1399.0
227,5599,Men,Footwear,Sandal,Sandals,Summer,2011.0,Sports,Reebok Men's Trail Surpant Black Orange Shoe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Orange",Reebok,3299.0
228,44447,Men,Footwear,Sandal,Sandals,Summer,2013.0,Casual,Gliders Men Black Fighter Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Gliders,349.0
229,39813,Men,Footwear,Sandal,Sandals,Summer,2013.0,Casual,Red Tape Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,Brown,Red Tape,1595.0
230,4646,Men,Footwear,Sandal,Sports Sandals,Spring,2013.0,Casual,ADIDAS Men Grey and Navy Blue Sandal,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,"Grey, Navy Blue",ADIDAS,1899.0
231,6129,Unisex,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Puma Unisex Scuba Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,1999.0
232,25448,Men,Footwear,Sandal,Sports Sandals,Summer,2012.0,Casual,Nike Men Black Air Deschutz Sandals,Not specified,Not specified,Not specified,Not specified,Velcro,Not specified,Not specified,Black,Nike,3995.0
233,47231,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Franco Leone Men Black Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Franco Leone,1595.0
234,10300,Men,Footwear,Sandal,Sandals,Summer,2016.0,Casual,Clarks Men Brown Wild Vibe Leather Closed Sandals,TPR,Not specified,Leather,Not specified,Slip-On,Not specified,Not specified,Brown,Clarks,2999.0
235,47493,Unisex,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Footfun Kids Unisex Grey Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Orange",Footfun,399.0
236,44440,Men,Footwear,Sandal,Sports Sandals,Fall,2015.0,Casual,Gliders Men Black Davis Sports Sandals,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,Black,Gliders,699.0
237,39814,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Red Tape Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,Brown,Red Tape,1495.0
238,3490,Women,Footwear,Sandal,Sports Sandals,Spring,2013.0,Sports,ADIDAS Women Spry Dark Navy Black Sandal,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,"Blue, Black",ADIDAS,1899.0
239,8078,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,ADIDAS Men Zeitfrei Slide Sc Blue Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Navy Blue, White",ADIDAS,1999.0
240,4648,Men,Footwear,Sandal,Sandals,Summer,2011.0,Casual,ADIDAS Men Neo Feather Brown Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,ADIDAS,1299.0
241,3835,Men,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Crocs Men Santa Cruz Clog Black Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Crocs,2995.0
242,39822,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Red Tape Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Red Tape,1595.0
243,43005,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Nike Men Olive Sandals,Not specified,Not specified,Not specified,Not specified,Velcro,Not specified,Not specified,"Olive, Orange",Nike,2595.0
244,9706,Men,Footwear,Sandal,Sandals,Winter,2015.0,Casual,Hush Puppies Men Walsh Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Hush Puppies,1999.0
245,3832,Unisex,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Crocs Kid's Crocband Fuchsia Pink Kidswear,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Crocs,1495.0
246,39825,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Red Tape Men Brown Sandals,Not specified,Not specified,Leather,Not specified,Velcro,Not specified,Not specified,Brown,Red Tape,1795.0
247,20796,Men,Footwear,Sandal,Sandals,Fall,2010.0,Casual,Fila Men Tremor Olive Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Olive,FILA,999.0
248,44425,Unisex,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Footfun Kids Unisex Red Sandals,Not specified,Not specified,Synthetic,Not specified,Slip-On,Not specified,Not specified,Red,Footfun,299.0
249,18598,Men,Footwear,Sandal,Sports Sandals,Fall,2011.0,Casual,Puma Men Navy Blue  Drifter Cat Flip flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Puma,999.0
250,15889,Girls,Footwear,Sandal,Sandals,Winter,2012.0,Casual,Warner Bros Kids Girls TW Big Facelog Pink Sandals,Synthetic,Not specified,Synthetic,Not specified,Slip-On,Not specified,Comfort Sandals,Pink,Warner Bros,449.0
251,3633,Men,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Puma Men Argon Black Yellow Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Yellow",Puma,1699.0
252,7258,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Rockport Men Rocky Brookl Nubuck Black Floater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Rockport,2999.0
253,28332,Men,Footwear,Sandal,Sandals,Winter,2018.0,Casual,Red Tape Men Casual Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Red Tape,1595.0
254,13973,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Puma Men Tropi Cat Green Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Black",Puma,999.0
255,6510,Men,Footwear,Sandal,Sandals,Winter,2018.0,Casual,Red Tape Men Black Sandals,Not specified,Not specified,Leather,Not specified,Slip-On,Not specified,Not specified,Black,Red Tape,1495.0
256,3634,Men,Footwear,Sandal,Sandals,Winter,2011.0,Casual,Puma Men Photon Navy Red Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Red",Puma,1299.0
257,13980,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Puma Men Jiff Red Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, White",Puma,2299.0
258,22891,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Woodland Men Brown Casual Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Woodland,2295.0
259,4278,Men,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Rockport Men Joquelp Black Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Rockport,2999.0
260,13974,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Puma Men Webster Red Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Black",Puma,999.0
261,59190,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Gliders Men Brown Sandals,Not specified,Not specified,Leather,Not specified,Not specified,Not specified,Not specified,Brown,Gliders,550.0
262,15070,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Ganuchi Men Brown Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Ganuchi,1499.0
263,35645,Men,Footwear,Sandal,Sandals,Summer,2013.0,Casual,U.S. Polo Assn. Men Black Sandals,Not specified,Not specified,Leather,Not specified,Buckle,Not specified,Not specified,Black,U.S. Polo Assn.,2199.0
264,6142,Unisex,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Puma Unisex Deck Black Floater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,2299.0
265,40286,Unisex,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Warner Bros Kids Unisex Purple Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Yellow",Warner Bros,599.0
266,7256,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Rockport Men Middle Field Brown Floater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Rockport,2999.0
267,43890,Men,Footwear,Sandal,Sports Sandals,Summer,2012.0,Casual,Puma Men Black Techno Sandals,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,Black,Puma,1399.0
268,39285,Men,Footwear,Sandal,Sandals,Summer,2018.0,Casual,Red Chief Men Black Sandals,Synthetic,Not specified,Leather,Not specified,Velcro,Not specified,Comfort Sandals,Black,Red Chief,2295.0
269,15887,Girls,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Warner Bros Kids Girls TW Big Facelog Blue Sandals,Synthetic,Not specified,Synthetic,Not specified,Slip-On,Not specified,Comfort Sandals,Blue,Warner Bros,449.0
270,9797,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Hush Puppies Men Slip on Black Casual Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Hush Puppies,1799.0
271,6145,Unisex,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Puma Unisex K9 Black Green Floater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",Puma,1999.0
272,15880,Unisex,Footwear,Sandal,Sandals,Spring,2013.0,Casual,Warner Bros Kids Unisex TJ Jerry  Navy Blue Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Warner Bros,699.0
273,39282,Men,Footwear,Sandal,Sandals,Winter,2018.0,Casual,Red Chief Men Khaki Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Khaki,Red Chief,1495.0
274,17975,Women,Footwear,Sandal,Sports Sandals,Fall,2011.0,Casual,Puma Women Navy Blue Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Puma,1199.0
275,3833,Unisex,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Crocs Kid's Electro Flip Bubblegum Fuchsia Pink Kidswear,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Crocs,995.0
276,9707,Men,Footwear,Sandal,Sandals,Fall,2011.0,Formal,Hush Puppies Men Walsh Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Hush Puppies,1999.0
277,20797,Men,Footwear,Sandal,Sandals,Fall,2010.0,Casual,Fila Men Tremor Grey Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,FILA,999.0
278,39824,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Red Tape Men Black Sandals,Not specified,Not specified,Leather,Not specified,Velcro,Not specified,Not specified,Black,Red Tape,1795.0
279,16239,Unisex,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Crocs Beach Unisex Pink Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Crocs,1495.0
280,44448,Men,Footwear,Sandal,Sandals,Summer,2013.0,Casual,Gliders Men Black Sandals,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,"Black, Orange, Beige",Gliders,349.0
281,4649,Men,Footwear,Sandal,Sandals,Summer,2011.0,Casual,ADIDAS Men Neo Feather Black Blue Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Blue",ADIDAS,1399.0
282,40478,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Fila Men Black & Red Picasso Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,"Black, Red",FILA,1499.0
283,3834,Girls,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Crocs Kids Girl's Keeley Bubblegum Fuchsia Kidswear,Synthetic,Not specified,Synthetic Leather,Not specified,Slip-On,Not specified,Comfort Sandals,Pink,Crocs,1095.0
284,13122,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Lee Cooper Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lee Cooper,1685.0
285,39823,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Red Tape Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,Brown,Red Tape,1595.0
286,43004,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Nike Men Black and Green Sandals,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,"Black, Green",Nike,2595.0
287,35626,Men,Footwear,Sandal,Sandals,Summer,2013.0,Casual,Gliders Men Blue Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Black",Gliders,449.0
288,6914,Men,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Timberland Men City Black Floater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Timberland,4290.0
289,44441,Men,Footwear,Sandal,Sandals,Summer,2013.0,Casual,Gliders Men Brown Davis Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Mustard",Gliders,699.0
290,39815,Men,Footwear,Sandal,Sandals,Summer,2013.0,Casual,Red Tape Men Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,Black,Red Tape,1595.0
291,8079,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,ADIDAS Men Zeitfrei Slide Ff Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Silver, Navy Blue",ADIDAS,2499.0
292,3491,Men,Footwear,Sandal,Sandals,Fall,2010.0,Casual,ADIDAS Men Hispana Red Black Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Red",ADIDAS,1999.0
293,35422,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,ADIDAS Men Terra Sports Lea II Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,4999.0
294,47230,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Franco Leone Men  Brown Sandals,Not specified,Not specified,Leather,Not specified,Velcro,Not specified,Not specified,Brown,Franco Leone,1595.0
295,6913,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Timberland Men Granite Trailway Black Floater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Timberland,2990.0
296,3805,Unisex,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Crocs Unisex Beach Black Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Crocs,1495.0
297,4647,Men,Footwear,Sandal,Sandals,Summer,2011.0,Sports,ADIDAS Men Neo Feather Lead Red Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Red",ADIDAS,1399.0
298,47495,Unisex,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Footfun Kids Unisex Grey Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Orange",Footfun,399.0
299,22230,Men,Footwear,Sandal,Sandals,Winter,2015.0,Casual,Hush Puppies Men Gel comfort Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Hush Puppies,2099.0
300,26690,Men,Footwear,Sandal,Sports Sandals,Spring,2014.0,Casual,Puma Men Black Aripon Ind Sports Sandals,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,"Black, White",Puma,2499.0
301,35643,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,Brown,U.S. Polo Assn.,2499.0
302,6144,Women,Footwear,Sandal,Sports Sandals,Winter,2012.0,Casual,Puma Women Black & Red Apex Sports Sandals,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,"Red, Black",Puma,1299.0
303,13375,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Timberland Men Jeunes Blue Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Yellow",Timberland,2290.0
304,39283,Men,Footwear,Sandal,Sandals,Winter,2018.0,Casual,Red Chief Men Khaki Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,Khaki,Red Chief,1495.0
305,17974,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Puma Men Rio Black Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Blue",Puma,1299.0
306,40287,Unisex,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Warner Bros Kids Unisex Yellow Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,"Yellow, Pink",Warner Bros,599.0
307,35644,Men,Footwear,Sandal,Sandals,Spring,2013.0,Casual,U.S. Polo Assn. Men Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,Black,U.S. Polo Assn.,2499.0
308,6143,Women,Footwear,Sandal,Sports Sandals,Summer,2011.0,Casual,Puma Women Apex Grey Pink Floater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Pink",Puma,1299.0
309,15071,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Ganuchi Men Brown Sandals,Not specified,Not specified,Leather,Not specified,Slip-On,Not specified,Not specified,Brown,Ganuchi,1499.0
310,9796,Unisex,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Hush Puppies Unisex Slip on Brown Floaters,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Hush Puppies,1799.0
311,17973,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Puma Men Rio Black Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,1299.0
312,43891,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Puma Men Black Apex Sandals,Not specified,Not specified,Synthetic,Not specified,Velcro,Not specified,Not specified,Black,Puma,1299.0
313,24709,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Puma Men Gypsy II Olive Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Olive,Puma,1599.0
314,39284,Men,Footwear,Sandal,Sandals,Winter,2018.0,Casual,Red Chief Men Khaki Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Khaki,Red Chief,1495.0
315,12865,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Lee Cooper Men Casual Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lee Cooper,1685.0
316,6511,Men,Footwear,Sandal,Sandals,Winter,2018.0,Casual,Red Tape Men Tan Brown Floater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Red Tape,1495.0
317,9102,Men,Footwear,Sandal,Sandals,Winter,2011.0,Casual,Buckaroo Men Luz Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Buckaroo,1795.0
318,22890,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Woodland Men Olive Casual Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Olive,Woodland,2495.0
319,15888,Girls,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Warner Bros Kids Girls TW Big Facelog Green Sandals,Synthetic,Not specified,Synthetic,Not specified,Slip-On,Not specified,Comfort Sandals,Green,Warner Bros,449.0
320,28333,Men,Footwear,Sandal,Sandals,Winter,2018.0,Casual,Red Tape Men Casual Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Red Tape,1595.0
321,8535,Unisex,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Crocs Kids Cayman black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Crocs,1295.0
322,44569,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Coolers Men Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Coolers,599.0
323,44556,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Coolers Men Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Coolers,1499.0
324,16115,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Numero Uno Men Casual Navy Blue Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Numero Uno,299.0
325,13655,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,ADIDAS Red WhirItech Slide M Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Black",ADIDAS,2499.0
326,34083,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Clarks Men Atl Three Ebony Leather Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Clarks,4499.0
327,26546,Men,Footwear,Sandal,Sandals,Fall,2012.0,Casual,ID Men Black & Red Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Red",ID,1099.0
328,4101,Women,Footwear,Sandal,Sports Sandals,Summer,2011.0,Sports,Puma Women Green Navy Baby Blue Floater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Puma,1299.0
329,47115,Boys,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Marvel Boys Blue Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Red, Black",Marvel,399.0
330,35535,Girls,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Enroute Teens Orange Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Enroute Teens,799.0
331,40308,Unisex,Footwear,Sandal,Sandals,Winter,2013.0,Casual,Warner Bros Kids Green sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, White",Warner Bros,1599.0
332,57945,Men,Footwear,Sandal,Sandals,Spring,2012.0,Casual,Clarks Men Brown Sandals,Not specified,Not specified,Leather,Not specified,Not specified,Not specified,Not specified,Brown,Clarks,1799.0
333,33864,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Puma Men Harz Blue Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Puma,1699.0
334,47112,Boys,Footwear,Sandal,Sandals,Spring,2013.0,Casual,Marvel Boys Red Spiderman Clogs,Rubber,Not specified,Synthetic,Not specified,Slip-On,Not specified,Not specified,Red,Marvel,379.0
335,4106,Men,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Fila Men Tremor Grey Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,FILA,999.0
336,11939,Men,Footwear,Sandal,Sandals,Summer,2011.0,Casual,Ganuchi Men Casual Brown Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Ganuchi,1699.0
337,16112,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Numero Uno Men Casual Black Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Numero Uno,699.0
338,44551,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Coolers Men Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Coolers,899.0
339,3581,Men,Footwear,Sandal,Sandals,Fall,2013.0,Casual,ADIDAS Men Black Cobalt Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,2499.0
340,43546,Men,Footwear,Sandal,Sandals,Summer,2012.0,Casual,Woodland Men Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Skinny Fit,Not specified,Black,Woodland,2195.0
341,24686,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Lee Cooper Men Classic Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lee Cooper,1485.0
342,15900,Unisex,Footwear,Sandal,Sandals,Fall,2012.0,Casual,Warner Bros Kids Unisex TJ Hit & Chase Flops Blue Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Warner Bros,249.0
343,2802,Men,Footwear,Sandal,Sandals,Fall,2009.0,Casual,iD Men Casual Leather Tmber Sandal,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,ID,1585.0
344,19361,Men,Footwear,Sandal,Sandals,Summer,2013.0,Casual,Redtape Men Comfort Black Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Red Tape,1795.0
345,24476,Men,Footwear,Sandal,Sandals,Fall,2011.0,Casual,Crocs Men Brown Yukon Sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Crocs,3995.0
346,32513,Men,Footwear,Sandal,Sandals,Winter,2015.0,Casual,Franco Leone Men Brown Sandals,Not specified,Not specified,Synthetic,Not specified,Slip-On,Not specified,Not specified,Brown,Franco Leone,1595.0
347,40301,Unisex,Footwear,Sandal,Sandals,Winter,2013.0,Casual,Warner Bros Kids Charcoal sandals,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Charcoal, Green",Warner Bros,1199.0
