,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Pattern,Material,Length,Colour,Brand,Price
164,36410,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Black Socks,Striped,Cotton,Above Ankle,Black,Reid & Taylor,325
165,17793,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Solid Brown Socks,Not specified,Not specified,Not specified,Brown,Reid & Taylor,145
166,49987,Women,Accessories,Socks,Socks,Winter,2015.0,Casual,Hanes Women Assorted Socks,Solid,Not specified,Shoe Liners,White,Hanes,120
167,51144,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Parx Men Black Socks,Striped,Cotton,Above Ankle,"Black, Blue",Parx,180
168,9371,Women,Accessories,Socks,Socks,Fall,2011.0,Casual,Puma Women Pink Socks,Solid,Not specified,Above Ankle,Pink,Puma,119
169,51143,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Parx Men White Socks,Checked,Cotton,Above Ankle,White,Parx,180
170,18345,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Fila Men Ankel White Socks,Not specified,Not specified,Not specified,White,FILA,129
171,9376,Unisex,Accessories,Socks,Socks,Fall,2011.0,Casual,Puma Unisex FTPA Black Socks,Not specified,Not specified,Not specified,Black,Puma,149
172,9354,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Puma Men Sports Socks 1 Pair Grey Socks,Not specified,Not specified,Not specified,Grey,Puma,129
173,36403,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Green Socks,Not specified,Not specified,Not specified,"Green, Navy Blue",Reid & Taylor,325
174,7661,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Wrangler Men's Navy Ankle Length Socks,Not specified,Not specified,Not specified,Navy Blue,Wrangler,105
175,18956,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Levis Men Argyle Flat Knit Crew Grey Pack of 3 Socks,Not specified,Not specified,Not specified,"Black, Navy Blue, Grey",Levis,429
176,18358,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Fila Men Ankel Black Socks,Not specified,Not specified,Not specified,Black,FILA,129
177,32265,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,2go Active Gear USA Men Pack of 3 White Socks,Solid,Cotton,Above Ankle,White,2go ACTIVE GEAR USA,340
178,51161,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Brown Socks,Checked,Cotton,Above Ankle,Brown,Raymond,290
179,18360,Men,Accessories,Socks,Socks,Fall,2010.0,Casual,Fila  Men Crew Black Socks,Not specified,Not specified,Not specified,Black,FILA,125
180,51159,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Black Socks,Patterned,Cotton,Above Ankle,Black,Raymond,290
181,7659,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Wrangler Men's Black Ankle Length Socks,Not specified,Not specified,Not specified,Black,Wrangler,105
182,51166,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Brown Socks,Patterned,Not specified,Above Ankle,Brown,Raymond,290
183,18951,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Levis Men Full Cushion Crew Pack of 3 Socks,Not specified,Not specified,Not specified,"Black, White, Grey",Levis,429
184,36404,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Green Socks,Not specified,Not specified,Not specified,"Green, Brown",Reid & Taylor,325
185,17787,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Solid Grey Socks,Not specified,Not specified,Not specified,Grey,Reid & Taylor,125
186,9365,Women,Accessories,Socks,Socks,Fall,2011.0,Casual,Puma Women Logo Stud Black Socks,Solid,Cotton,Ankle Length,Black,Puma,149
187,18356,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Fila Men Ankel Logo Black Socks,Not specified,Not specified,Not specified,Black,FILA,129
188,58640,Men,Accessories,Socks,Socks,Fall,2012.0,Casual,Fila Men Trio Pack Ankle Socks,Solid,"Cotton, Nylon",Ankle Length,"White, Grey, Black",FILA,349
189,35243,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Manchester United Men Grey Socks,Not specified,Not specified,Not specified,"Grey, Black",Manchester United,199
190,51150,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Parx Men Black Socks,Striped,Cotton,Above Ankle,Black,Parx,180
191,17583,Unisex,Accessories,Socks,Socks,Fall,2011.0,Sports,ADIDAS Unisex Pack of 3 Crew Socks,Not specified,Not specified,Not specified,White,ADIDAS,349
192,17789,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Solid Olive Socks,Not specified,Not specified,Not specified,Olive,Reid & Taylor,125
193,7668,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Wrangler Men's White Crew Length Socks,Not specified,Not specified,Above Knee,White,Wrangler,135
194,9362,Women,Accessories,Socks,Socks,Fall,2011.0,Casual,Puma Women Logo Stud Pink Socks,Solid,Cotton,Ankle Length,Purple,Puma,149
195,51168,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Grey Socks,Patterned,Cotton,Above Ankle,Grey,Raymond,290
196,7657,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Wrangler Men's Black Ankle Length Socks,Not specified,Not specified,Not specified,Black,Wrangler,105
197,17584,Unisex,Accessories,Socks,Socks,Fall,2011.0,Sports,ADIDAS Unisex Pack of 3 Crew Socks,Not specified,Not specified,Not specified,Black,ADIDAS,349
198,51157,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Raymond Men Navy Socks,Patterned,Cotton,Above Ankle,Navy Blue,Raymond,290
199,35244,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Manchester United Men Red Socks,Not specified,Not specified,Not specified,"Red, White",Manchester United,199
200,32035,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Playboy Men Grey Socks,Solid,Not specified,Ankle Length,Grey,Playboy,135
201,12432,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Timberland Men Pack Of 3 Brown Socks,Not specified,Not specified,Not specified,"Brown, Beige, Cream",Timberland,990
202,49305,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Arrow Men Pack Of 5 Basic Plating Socks,Not specified,Cotton,Above Ankle,"Black, Navy Blue, White",Arrow,545
203,29214,Women,Accessories,Socks,Socks,Fall,2014.0,Sports,Fila Women White Socks,Solid,"Cotton, Nylon",Ankle Length,White,FILA,125
204,32032,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Playboy Men Pack of 3 Ankle-Length Socks,Solid,"Cotton, Elastane",Ankle Length,Grey,Playboy,375
205,12435,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Timberland Men Casual Black Socks,Not specified,Not specified,Not specified,Black,Timberland,990
206,51336,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Beige Socks,Solid,Cotton,Above Ankle,Beige,Raymond,290
207,55306,Women,Accessories,Socks,Socks,Summer,2017.0,Casual,Smartoe Women Pack Of 3 Socks,Solid,"Cotton, Nylon",Ankle Length,"Pink, Yellow, Blue",Smartoe,279
208,29213,Women,Accessories,Socks,Socks,Summer,2012.0,Sports,Fila Women Pink Socks,Solid,Cotton,Ankle Length,Pink,FILA,125
209,53806,Unisex,Accessories,Socks,Socks,Summer,2012.0,Casual,Puma Kids Unisex Pack of 3 Socks,Solid,"Cotton, Nylon",Above Ankle,"White, Black, Grey",Puma,359
210,49302,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Arrow Men Pack of 5 Socks,Not specified,Cotton,Above Ankle,"Grey, Brown, Black",Arrow,495
211,33780,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Puma Men Formstripe Navy Blue Socks,Not specified,Not specified,Not specified,Navy Blue,Puma,149
212,12403,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Reid & Taylor Men Solid Brown Socks,Not specified,Not specified,Not specified,Brown,Reid & Taylor,165
213,32004,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men Beige Socks,Solid,Not specified,Above Ankle,Beige,Playboy,120
214,43404,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Lino Perros Men Monday to Friday Socks,Solid,"Cotton, Elastane",Not specified,Multi,Lino Perros,599
215,12404,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Reid & Taylor Men Solid Grey Socks,Not specified,Not specified,Not specified,Grey,Reid & Taylor,165
216,32003,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men Brown Formal Socks,Solid,Not specified,Above Ankle,Brown,Playboy,120
217,18591,Men,Accessories,Socks,Socks,Fall,2013.0,Sports,Puma Men White Pack of 3 Socks,Solid,"Cotton, Nylon",Above Ankle,White,Puma,399
218,51338,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Navy Blue Socks,Patterned,Cotton,Above Ankle,Navy Blue,Raymond,290
219,18350,Men,Accessories,Socks,Socks,Summer,2013.0,Casual,Fila Mens Ankel Logo White Socks,Not specified,Not specified,Not specified,White,FILA,129
220,51169,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Black Socks,Patterned,Cotton,Above Ankle,Black,Raymond,290
221,9363,Women,Accessories,Socks,Socks,Fall,2011.0,Casual,Puma Women Logo Stud White Socks,Solid,Cotton,Ankle Length,White,Puma,149
222,17788,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Stripes Black Socks,Not specified,Not specified,Not specified,"Black, White",Reid & Taylor,375
223,51156,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Charcoal Grey Socks,Patterned,Cotton,Above Ankle,"Grey, Charcoal",Raymond,290
224,35245,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Manchester United Men Black Socks,Not specified,Not specified,Not specified,"Black, Grey, Red",Manchester United,199
225,7656,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Wrangler Men's Navy Ankle Length Socks,Not specified,Not specified,Not specified,Navy Blue,Wrangler,105
226,58641,Men,Accessories,Socks,Socks,Summer,2013.0,Casual,Fila Men Grey Thin Ankle Socks,Solid,"Cotton, Nylon",Ankle Length,Grey,FILA,119
227,9364,Women,Accessories,Socks,Socks,Fall,2011.0,Casual,Puma Women Logo Stud Blue Socks,Solid,"Cotton, Nylon",Ankle Length,Blue,Puma,149
228,18357,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Fila Men Ankel Grey Socks,Not specified,Not specified,Not specified,Grey,FILA,129
229,17582,Unisex,Accessories,Socks,Socks,Fall,2011.0,Sports,ADIDAS Unisex Pack of 3 Crew Socks,Not specified,Not specified,Not specified,"White, Black, Grey",ADIDAS,349
230,7651,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Wrangler Men's Navy Ankle Length Socks,Not specified,Not specified,Not specified,Navy Blue,Wrangler,105
231,35242,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Manchester United Men Black Socks,Not specified,Not specified,Not specified,"Black, Red",Manchester United,199
232,51151,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Grey Socks,Solid,Cotton,Above Ankle,Grey,Raymond,290
233,18361,Men,Accessories,Socks,Socks,Fall,2012.0,Sports,Fila Men Black And White Socks,Striped,"Cotton, Nylon",Above Ankle,"White, Black",FILA,149
234,51158,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Brown Socks,Patterned,Cotton,Above Ankle,Brown,Raymond,290
235,9352,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Puma Men Sports Socks 1 Pair White Socks,Not specified,Not specified,Not specified,White,Puma,129
236,36405,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Brown Socks,Not specified,Not specified,Not specified,"Brown, Blue",Reid & Taylor,325
237,7667,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Wrangler Men's White Crew Length Socks,Not specified,Not specified,Not specified,White,Wrangler,135
238,17786,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Solid Grey Socks,Not specified,Not specified,Not specified,Grey,Reid & Taylor,145
239,51167,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Beige Socks,Patterned,Cotton,Above Ankle,Beige,Raymond,290
240,40015,Unisex,Accessories,Socks,Socks,Summer,2012.0,Casual,ADIDAS Unisex Navy Blue Pack of 3 Socks,Solid,"Cotton, Nylon",Ankle Length,Navy Blue,ADIDAS,399
241,18508,Men,Accessories,Socks,Socks,Summer,2010.0,Casual,Puma Men Ftpa Quarters Black Socks,Not specified,Not specified,Not specified,Black,Puma,249
242,18950,Women,Accessories,Socks,Socks,Summer,2016.0,Sports,Levis Women White Set of 3 Trainer Socks,Solid,Not specified,Ankle Length,White,Levis,349
243,9355,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Puma Men Sport Pack of 3 White Socks,Not specified,Not specified,Not specified,White,Puma,349
244,18359,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Fila Men No Show White Socks,Solid,Cotton,Ankle Length,White,FILA,139
245,51160,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Black Socks,Patterned,Cotton,Above Ankle,Black,Raymond,290
246,36402,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Grey Socks,Patterned,Cotton,Above Ankle,Grey,Reid & Taylor,325
247,12405,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Reid & Taylor Men Stripes  Navy Blue Socks,Not specified,Not specified,Not specified,"Navy Blue, Grey, Blue",Reid & Taylor,165
248,32002,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men Grey Socks,Solid,"Cotton, Nylon",Ankle Length,Grey,Playboy,120
249,43405,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Lino Perros Men Monday to Friday Socks,Solid,"Cotton, Elastane",Not specified,Multi,Lino Perros,599
250,51339,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Brown Socks,Patterned,Cotton,Above Ankle,Brown,Raymond,290
251,29223,Men,Accessories,Socks,Socks,Fall,2014.0,Sports,Fila Men Pack Of 3 Socks,Solid,"Cotton, Elastane",Above Ankle,"White, Grey, Black",FILA,399
252,18590,Women,Accessories,Socks,Socks,Summer,2010.0,Casual,Puma Women Foundation Black Socks,Not specified,Not specified,Not specified,"Black, Pink",Puma,249
253,43402,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Lino Perros Men Monday to Friday Socks,Patterned,Cotton,Not specified,"Black, Navy Blue, White",Lino Perros,599
254,33781,Men,Accessories,Socks,Socks,Summer,2011.0,Casual,Puma Men Formstripe Quarter Black Socks,Not specified,Not specified,Not specified,Black,Puma,149
255,12402,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Reid & Taylor Men Solid White Socks,Not specified,Not specified,Not specified,White,Reid & Taylor,165
256,32005,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men Grey Socks,Solid,Not specified,Ankle Length,Grey,Playboy,120
257,17389,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Solid Red Socks,Not specified,Not specified,Not specified,Red,Reid & Taylor,395
258,55307,Women,Accessories,Socks,Socks,Summer,2017.0,Casual,Smartoe Women White Pack of 3 Socks,Solid,"Cotton, Polyester",Ankle Length,White,Smartoe,279
259,12434,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Timberland Men Pack Of 3 Black Socks,Not specified,Not specified,Not specified,Black,Timberland,990
260,15275,Men,Accessories,Socks,Socks,Fall,2011.0,Sports,Nike Men Pack of 3 Sports Socks,Not specified,Not specified,Not specified,"White, Grey, Black",Nike,395
261,51337,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Raymond Men Charcoal Socks,Patterned,Cotton,Above Ankle,Charcoal,Raymond,290
262,49303,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Arrow Men Pack of 5 Socks,Solid,Cotton,Above Ankle,"Black, Navy Blue, White",Arrow,495
263,29212,Women,Accessories,Socks,Socks,Fall,2014.0,Sports,Fila Women White Socks,Not specified,Not specified,Above Knee,"White, Pink",FILA,125
264,32034,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Playboy Men Black Socks,Solid,Not specified,Ankle Length,Black,Playboy,135
265,12433,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Timberland Men Casual Grey Socks,Not specified,Not specified,Not specified,Grey,Timberland,590
266,29215,Women,Accessories,Socks,Socks,Summer,2013.0,Sports,Fila Women White Socks,Solid,"Cotton, Nylon",Ankle Length,White,FILA,125
267,49304,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Arrow Men Pack Of 5 Basic Plating Socks,Not specified,Cotton,Above Ankle,"Black, Navy Blue, Brown",Arrow,545
268,58304,Men,Accessories,Socks,Socks,Summer,2016.0,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,Solid,Cotton,Above Ankle,"Black, Charcoal, White",Jockey,367
269,31996,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men White Socks,Solid,Not specified,Above Ankle,White,Playboy,135
270,49249,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Arrow Men Pack of 3 Health Socks,Not specified,Cotton,Above Ankle,"Black, Navy Blue, Olive",Arrow,1047
271,7770,Unisex,Accessories,Socks,Socks,Summer,2011.0,Sports,Nike Unisex Beige Socks,Not specified,Cotton,Not specified,Beige,Nike,125
272,36388,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Grey Socks,Solid,Cotton,Above Ankle,Grey,Reid & Taylor,195
273,31991,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Playboy Men Brown Socks,Solid,Cotton,Above Ankle,Brown,Playboy,135
274,19501,Men,Accessories,Socks,Socks,Fall,2010.0,Casual,Puma Men Ftpa Quarters Navy Blue Socks,Not specified,Not specified,Not specified,Navy Blue,Puma,149
275,15551,Men,Accessories,Socks,Socks,Fall,2012.0,Sports,Fila Men White Set Of 3 Socks,Solid,"Cotton, Nylon",Above Ankle,White,FILA,379
276,20828,Men,Accessories,Socks,Socks,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Grey Socks,Not specified,Not specified,Not specified,Grey,United Colors of Benetton,299
277,29199,Men,Accessories,Socks,Socks,Summer,2012.0,Sports,Fila Men Grey Socks,Not specified,Not specified,Not specified,Grey,FILA,149
278,37896,Unisex,Accessories,Socks,Socks,Summer,2016.0,Casual,Happy Socks Unisex Blue Socks,Not specified,Not specified,Not specified,Blue,Happy Socks,699
279,36381,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Grey Socks,Not specified,Not specified,Not specified,Grey,Reid & Taylor,195
280,31998,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men Brown Formal Socks,Solid,Not specified,Above Ankle,Brown,Playboy,120
281,36375,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Navy Blue Socks,Not specified,Not specified,Not specified,Navy Blue,Reid & Taylor,195
282,37891,Unisex,Accessories,Socks,Socks,Summer,2016.0,Casual,Happy Socks Unisex Multi Color Socks,Not specified,Not specified,Not specified,Multi,Happy Socks,699
283,8503,Unisex,Accessories,Socks,Socks,Summer,2011.0,Sports,Nike Unisex China Swsh Ct White Socks,Not specified,Not specified,Not specified,"White, Black",Nike,145
284,6694,Men,Accessories,Socks,Socks,Summer,2011.0,Sports,Nike Men's New Ap Swsh C Black Socks,Not specified,Not specified,Not specified,Black,Nike,135
285,36372,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Brown Socks,Not specified,Not specified,Not specified,Brown,Reid & Taylor,195
286,36386,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Black Socks,Not specified,Not specified,Not specified,Black,Reid & Taylor,195
287,32170,Women,Accessories,Socks,Socks,Summer,2017.0,Casual,Playboy Women Pink Socks,Not specified,Not specified,Above Knee,Pink,Playboy,99
288,17297,Men,Accessories,Socks,Socks,Summer,2015.0,Sports,Puma Men Pack of 3 Sports Socks,Not specified,Not specified,Above Knee,Black,Puma,399
289,29108,Unisex,Accessories,Socks,Socks,Summer,2012.0,Casual,Puma Unisex FTPA Quarters Brown Socks,Solid,"Cotton, Nylon",Ankle Length,Brown,Puma,249
290,15706,Unisex,Accessories,Socks,Socks,Fall,2011.0,Sports,Nike Unisex Pack of 3 White Socks,Solid,"Cotton, Nylon",Ankle Length,"White, White, White",Nike,395
291,57920,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Fruit of the Loom Men White Pack of Three Socks,Solid,"Cotton, Polyester",Above Ankle,White,Fruit of the loom,399
292,57918,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Fruit of the Loom Men Black Pack of Three Socks,Solid,"Cotton, Polyester",Ankle Length,Black,Fruit of the loom,329
293,14618,Men,Accessories,Socks,Socks,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 3 Brown Socks,Not specified,Not specified,Not specified,"Brown, Navy Blue, Cream",United Colors of Benetton,699
294,37655,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men Cream Socks,Solid,Not specified,Above Ankle,Cream,Playboy,135
295,14611,Men,Accessories,Socks,Socks,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Socks,Not specified,Not specified,Not specified,Black,United Colors of Benetton,299
296,57911,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Fruit of the Loom Men White Pack of Three Socks,Solid,"Cotton, Polyester",Above Ankle,"White, Blue, Grey",Fruit of the loom,399
297,46863,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Lino Perros Men Pack of 2 Socks,Striped,"Cotton, Elastane",Above Ankle,"Black, Navy Blue, White",Lino Perros,249
298,17299,Men,Accessories,Socks,Socks,Fall,2011.0,Sports,Puma Men Pack of 3 Sports Socks,Not specified,Not specified,Not specified,"Black, White, Grey",Puma,349
299,14616,Men,Accessories,Socks,Socks,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 3 Grey Socks,Not specified,Not specified,Not specified,"Grey, Navy Blue",United Colors of Benetton,599
300,17403,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Solid Navy Blue Socks,Not specified,Not specified,Not specified,Navy Blue,Reid & Taylor,135
301,46864,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Lino Perros Men Pack of 2 Socks,Patterned,Cotton,Above Ankle,"Blue, Black",Lino Perros,249
302,57916,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Fruit of the Loom Men Pack of Three Socks,Solid,"Cotton, Polyester",Ankle Length,"White, Black",Fruit of the loom,329
303,49222,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Calzini Men Pack of 5 Socks,Solid,Cotton,Above Ankle,"Black, Navy Blue, Brown",Calzini,745
304,18222,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Manchester United Men Stripes White Socks,Not specified,Not specified,Not specified,"White, Grey",Manchester United,199
305,20827,Women,Accessories,Socks,Socks,Fall,2014.0,Sports,Fila Women White Pack of 3 Socks,Solid,Cotton,Ankle Length,"White, Green, Pink",FILA,329
306,37890,Unisex,Accessories,Socks,Socks,Summer,2016.0,Casual,Happy Socks Unisex Black Socks,Solid,"Cotton, Elastane",Ankle Length,Black,Happy Socks,699
307,36387,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Navy Blue Socks,Not specified,Not specified,Not specified,Navy Blue,Reid & Taylor,195
308,32171,Women,Accessories,Socks,Socks,Summer,2017.0,Casual,Playboy Women Blue Socks,Not specified,Not specified,Above Knee,Blue,Playboy,99
309,36373,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Navy Blue Socks,Not specified,Not specified,Not specified,Navy Blue,Reid & Taylor,195
310,8505,Unisex,Accessories,Socks,Socks,Summer,2011.0,Sports,Nike Unisex Ap Kids Snl G White Socks,Not specified,Not specified,Not specified,"White, Black, Red",Nike,135
311,36374,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Black Socks,Not specified,Not specified,Not specified,Black,Reid & Taylor,195
312,6692,Unisex,Accessories,Socks,Socks,Summer,2011.0,Casual,Asics Unisex 2 Pairs 5 Toes SVS White Logo Blue Purple Socks,Solid,"Cotton, Polyester",Ankle Length,"White, Blue",ASICS,899
313,36380,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Navy Blue Socks,Not specified,Not specified,Not specified,Navy Blue,Reid & Taylor,195
314,31999,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men Cream Socks,Not specified,Not specified,Above Knee,Cream,Playboy,120
315,19500,Men,Accessories,Socks,Socks,Summer,2010.0,Sports,Puma Men Sport Quarters White Socks,Not specified,Not specified,Not specified,White,Puma,119
316,49270,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Arrow Men Pack of 5 Plating Design Socks,Not specified,Cotton,Above Ankle,"Brown, Navy Blue, White",Arrow,645
317,36389,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Grey Socks,Solid,Cotton,Above Ankle,Grey,Reid & Taylor,195
318,31990,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men Black Socks,Solid,Not specified,Above Ankle,Black,Playboy,135
319,20829,Unisex,Accessories,Socks,Socks,Summer,2011.0,Sports,Nike Kids-Unisex Solid White Socks,Not specified,Not specified,Not specified,White,Nike,135
320,15550,Men,Accessories,Socks,Socks,Fall,2014.0,Sports,FILA Men Pack of 3 White Socks,Not specified,Not specified,Above Knee,"White, White, White",FILA,379
321,31997,Men,Accessories,Socks,Socks,Summer,2016.0,Formal,Playboy Men Black Socks,Not specified,Not specified,Above Knee,Black,Playboy,120
322,58305,Men,Accessories,Socks,Socks,Summer,2016.0,Sports,Jockey LCESCBRA Men Pack of 3 Socks 2004,Solid,Cotton,Above Ankle,"Olive, White, Beige",Jockey,367
323,37653,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Playboy Men Charcoal Socks,Patterned,Cotton,Above Ankle,Charcoal,Playboy,145
324,17402,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Stripes Multi Socks,Not specified,Not specified,Not specified,Multi,Reid & Taylor,395
325,14617,Men,Accessories,Socks,Socks,Summer,2011.0,Casual,United Colors of Benetton Men Pack of 3 Cream Socks,Not specified,Not specified,Not specified,"Cream, Beige, Grey",United Colors of Benetton,599
326,18223,Men,Accessories,Socks,Socks,Fall,2011.0,Casual,Manchester United Men Stripes Red Socks,Not specified,Not specified,Not specified,"Red, Grey",Manchester United,199
327,57917,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Fruit of the Loom Men White Pack of Three Socks,Solid,"Cotton, Polyester",Ankle Length,White,Fruit of the loom,329
328,46865,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Lino Perros Men Pack of 2 Socks,Patterned,"Cotton, Elastane",Above Ankle,"Green, Black, Navy Blue",Lino Perros,249
329,14610,Men,Accessories,Socks,Socks,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Purple Socks,Not specified,Not specified,Not specified,"Purple, White",United Colors of Benetton,299
330,17405,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Reid & Taylor Men Stripes Green Socks,Not specified,Not specified,Not specified,"Green, Black",Reid & Taylor,395
331,37654,Men,Accessories,Socks,Socks,Summer,2016.0,Casual,Playboy Men Beige Socks,Not specified,Not specified,Above Knee,Beige,Playboy,135
332,46862,Men,Accessories,Socks,Socks,Summer,2012.0,Casual,Lino Perros Men Pack of 2 Socks,Solid,"Cotton, Elastane",Above Ankle,"Black, Grey",Lino Perros,249
