,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Border,Blouse,Material,Pattern,Details,Colour,Brand,Price
133,52927,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF White Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,"Blue, White",FNF,1598.0
134,45990,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Pink Mangalagiri Sari,Zari,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Pink,Fabindia,1890.0
135,45997,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Black Striped Saree,Solid,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Black,Fabindia,1690.0
136,52920,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed White Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"White, Brown",FNF,1598.0
137,53033,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Yellow Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Yellow, Black, Multi",FNF,2666.0
138,52929,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"White, Yellow, Pink",FNF,1598.0
139,52916,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Black Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Black, Red, Green",FNF,1598.0
140,45999,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Green Self-Striped Saree,Solid,Without Blouse Piece,Cotton Blend,"Solid, Solid",Not specified,Green,Fabindia,1690.0
141,53034,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,2862.0
142,52911,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Mustard Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Mustard, Maroon",FNF,1598.0
143,52986,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,3370.0
144,50887,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Mustard & Navy Blue Crepe Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Mustard, Navy Blue, Red",Prafful,1099.0
145,50873,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Maroon & Black Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Maroon, Black, Beige",Prafful,1299.0
146,52972,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,3804.0
147,34952,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Beige, Blue",Fabindia,1130.0
148,53057,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,FNF,2862.0
149,59599,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red & Blue Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Blue, Bronze",FNF,9000.0
150,34955,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Beige Jaipur Print Cotton Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Beige, Blue",Fabindia,1130.0
151,52975,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,FNF,3370.0
152,50874,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Purple & Green Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Purple, Green, Mustard",Prafful,1099.0
153,50880,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Black & Beige Crepe Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Maroon, Beige",Prafful,1299.0
154,52981,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Printed Sari,Not specified,Not specified,"Poly Chiffon, Poly Chiffon",Not specified,Not specified,"Green, Maroon",FNF,4130.0
155,53050,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Blue Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Blue, Purple, Green",FNF,2666.0
156,34963,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Printed Green Silk Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Green,Fabindia,6390.0
157,52943,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Yellow Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,FNF,1598.0
158,59597,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green & Purple Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Purple, Bronze",FNF,9000.0
159,34997,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Pink Hand Printed Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Pink,Fabindia,1790.0
160,42319,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Navy Crepe Printed Saree,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,Navy Blue,Prafful,1299.0
161,50889,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,Prafful,1299.0
162,52988,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Mustard Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Mustard, Green, Red",FNF,3478.0
163,42326,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Red Georgette Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Red,Prafful,899.0
164,31886,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women Orange Cotton Silk Saree,Printed,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Orange,Fabindia,3230.0
165,34990,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia H& Printed Grey Cotton Mull Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Grey,Fabindia,1230.0
166,52944,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Blue Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Off White, Blue, Red",FNF,1598.0
167,59590,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red & Black Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Red, Black, Beige",FNF,5206.0
168,53035,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,FNF,2862.0
169,45998,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Blue Self-Striped Saree,Solid,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Blue,Fabindia,1690.0
170,52910,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Pink Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Pink,FNF,1598.0
171,52928,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"White, Orange, Blue",FNF,1598.0
172,53032,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,"Red, Multi",FNF,2666.0
173,52917,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Orange Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Orange,FNF,1598.0
174,53004,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Grey Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Red",FNF,4226.0
175,52921,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Mustard Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,"Mustard, Purple",FNF,1598.0
176,45996,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Cream-Coloured & Red Hand Printed Saree,Printed,Without Blouse Piece,Cotton Blend,"Ethnic Motifs, Printed",Not specified,"Cream, Red",Fabindia,1390.0
177,53003,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,FNF,4476.0
178,52919,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF White Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"White, Brown",FNF,1598.0
179,45991,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Pink Mangalagiri Saree,Zari,Without Blouse Piece,Cotton Blend,"Woven Design, Woven Design",Not specified,Pink,Fabindia,1890.0
180,52926,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Seagreen Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"White, Sea Green",FNF,1598.0
181,59646,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Printed Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Green, Red, Purple",FNF,4726.0
182,59641,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Orange & Cream Collection For Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Orange, Cream",FNF,9000.0
183,52898,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Pink Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Pink,FNF,2798.0
184,52891,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Pink Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Pink,FNF,2798.0
185,57973,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Brown Printed Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Brown,Prafful,899.0
186,59648,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multicoloured Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Multi, Green, Yellow",FNF,3720.0
187,46002,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Turquoise Blue Hand Printed Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Turquoise Blue, Green, White",Fabindia,1490.0
188,57974,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Multi Coloured Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Multi,Prafful,899.0
189,59670,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue & Brown Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Blue, Brown",FNF,3630.0
190,52896,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Pink Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Pink,FNF,2798.0
191,46005,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Mustard Yellow & Green Striped Mangalgiri Saree,No Border,Without Blouse Piece,Cotton Blend,"Striped, Striped",Not specified,"Mustard, Green",Fabindia,1590.0
192,50908,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Navy Blue Crepe Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Navy Blue, Rust",Prafful,1299.0
193,59624,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Black & Red Collection For Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Red",FNF,9000.0
194,59623,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Light Orange Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Orange, Pink, Silver",FNF,9000.0
195,59615,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Collection for Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Gold",FNF,9000.0
196,50906,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Grey & Pink Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Pink, Grey",Prafful,1299.0
197,50901,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Grey & Maroon Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Maroon",Prafful,1099.0
198,59612,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Pink Collection for Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Gold, Green",FNF,9000.0
199,52897,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Purple Printed Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,FNF,2798.0
200,57975,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Green Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Green,Prafful,899.0
201,46004,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Green & Blue Striped Mangalgiri Saree,No Border,Without Blouse Piece,Cotton Blend,"Striped, Striped",Not specified,"Green, Blue",Fabindia,1590.0
202,57972,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Women Multi Coloured Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Multi,Prafful,899.0
203,52890,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red Printed Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Beige",FNF,2798.0
204,46003,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Purple & Blue Striped Saree,No Border,Without Blouse Piece,Cotton Blend,"Striped, Striped",Not specified,"Purple, Blue",Fabindia,1590.0
205,59649,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red & Orange Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Orange, Red, Yellow",FNF,4330.0
206,59640,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Magenta Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Magenta, Blue, Silver",FNF,9000.0
207,52899,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,"Blue, White",FNF,2798.0
208,59647,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Yellow Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Yellow, Black, Red",FNF,3370.0
209,59613,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Green Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Gold",FNF,9000.0
210,50900,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Grey & Red Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Red, Green",Prafful,1099.0
211,12345,Women,Apparel,Saree,Sarees,Spring,2018.0,Ethnic,Xoxo Women Maroon Pure Georgette Solid Ready-to-wear Saree,No Border,Without Blouse Piece,Pure Georgette,"Solid, Solid",Not specified,Maroon,Xoxo,0.1
212,50907,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Blue and Maroon Crepe Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Blue, Maroon, Green",Prafful,1299.0
213,59614,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Pink Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Gold",FNF,9000.0
214,59622,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Collection for Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Black",FNF,9000.0
215,59625,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Orange & Purple Wedding Collection sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Gold, Orange",FNF,9000.0
216,57965,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Multi Coloured Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Multi,Prafful,899.0
217,59661,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Purple Printed Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Blue, Purple, Orange",FNF,3630.0
218,52887,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Blue Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Blue,FNF,2798.0
219,59659,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Purple Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Purple,FNF,3940.0
220,46013,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Red Self-Striped Saree,Solid,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Red,Fabindia,3890.0
221,52880,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Green Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Green,FNF,1598.0
222,59666,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multicoloured Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Multi, Blue, Mustard",FNF,3630.0
223,57962,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Women Multi Coloured Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Multi,Prafful,899.0
224,52874,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Multi,FNF,1598.0
225,52889,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Blue,FNF,2798.0
226,59650,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red Printed Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Red, Pink, Green",FNF,4330.0
227,57954,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Olive Green Georgette Printed Saree,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Olive,Prafful,899.0
228,59668,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Printed Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Multi, Green",FNF,3850.0
229,57953,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Purple Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Purple,Prafful,899.0
230,59657,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red & Blue Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Blue, Red, Mustard",FNF,3630.0
231,50910,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Beige & Maroon Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Maroon, Beige, Green",Prafful,1299.0
232,59603,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Brown Collection for Wedding Wear Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Olive, Gold",FNF,9000.0
233,59604,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Olive Printed Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Olive, Gold",FNF,9000.0
234,59632,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Olive Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Olive, Pink, Gold",FNF,9000.0
235,59635,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Brown Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,FNF,9000.0
236,59669,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Yellow & Green Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Yellow, Green",FNF,3940.0
237,59656,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue & White Printed Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Blue, White, Pink",FNF,3940.0
238,57952,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Off White Printed Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Off White, Pink",Prafful,899.0
239,52888,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Yellow Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Yellow,FNF,2798.0
240,59651,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Cream & Pink Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Cream, Pink, Green",FNF,4726.0
241,46012,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Black Self-Striped Saree,Solid,Without Blouse Piece,Cotton Blend,"Solid, Solid",Not specified,Black,Fabindia,3890.0
242,59658,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red & Blue Printed Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Blue, Yellow, Red",FNF,3630.0
243,57963,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Women Multi Coloured Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,Multi,Prafful,899.0
244,52875,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Multi, White, Green",FNF,1598.0
245,59667,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green & Red Printed Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Red, Blue",FNF,3850.0
246,52881,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Green,FNF,1598.0
247,52886,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Green, Magenta",FNF,2798.0
248,59660,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Pink & Purple Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Purple, Pink, Mustard",FNF,4550.0
249,57964,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Brown Printed Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Teal",Prafful,899.0
250,59634,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green & Red Collection For Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Red",FNF,9000.0
251,59633,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Pink Collection for Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Blue",FNF,9000.0
252,56686,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Fabindia Red Mull Printed Saree,Printed,Blouse Piece,"Cotton Blend, Cotton Blend","Ethnic Motifs, Printed",Not specified,Maroon,Fabindia,1330.0
253,50911,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Beige & Black Crepe Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Beige, Black",Prafful,1099.0
254,59589,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Purple Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Purple, Pink",FNF,6080.0
255,53047,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Chiffon, Poly Chiffon",Not specified,Not specified,Multi,FNF,2862.0
256,34989,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia H& Printed Green Cotton Mull Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Green, Black",Fabindia,1230.0
257,52962,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Purple Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Purple, Black",FNF,3370.0
258,52996,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,4226.0
259,53040,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,2274.0
260,52991,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green & Blue Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Green, Blue",FNF,4566.0
261,50890,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Yellow & Maroon Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Yellow, Maroon, Sea Green",Prafful,1299.0
262,50864,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Purple & Pink Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Pink, Green",Prafful,1299.0
263,52965,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Purple Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Red, Green",FNF,4240.0
264,52998,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue Printed Sari,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,"Blue, Red",FNF,4226.0
265,50899,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Beige & Purple Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Beige, Purple",Prafful,1299.0
