,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Type,Material,Details,Pattern,Strap Type,Size,Compartment Closure,Volume in Litres,Trends,Colour,Brand,Price
498,25256,Women,Accessories,Bags,Backpacks,Winter,2015.0,Casual,Lino Perros Women Orange Backpacks,Not specified,Polyester,Not specified,Not specified,Not specified,Large,Flap,Not specified,Not specified,Orange,Lino Perros,2495
499,2363,Unisex,Accessories,Bags,Backpacks,Summer,2011.0,Sports,ADIDAS Black Backpack,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,699
500,35202,Women,Accessories,Bags,Backpacks,Summer,2015.0,Casual,Wildcraft Women Pink & Grey Backpack,Not specified,Leather,Not specified,Not specified,Not specified,Large,Drawstring,Not specified,Not specified,"Pink, Grey",Wildcraft,1395
501,15437,Women,Accessories,Bags,Handbags,Fall,2011.0,Casual,Hidekraft Women Leather Brown Handbags,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Hidekraft,2349
502,26427,Women,Accessories,Bags,Handbags,Summer,2015.0,Casual,Spice Art Women Leatherette Maroon Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Maroon,Spice Art,1045
503,54007,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Kiara Women Grey Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,KIARA,2850
504,47410,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Baggit Women Grey Bag,Handheld Bag,Synthetic,Not specified,"Solid, Solid",Not specified,Regular,Zip,Not specified,Shopper,"Blue, Grey",Baggit,550
505,9915,Women,Accessories,Bags,Handbags,Fall,2011.0,Casual,Puma Women Core Lite Shopper White Bags,Shoulder Bag,Not specified,Not specified,"Solid, Solid",Not specified,Regular,Zip,Not specified,Shopper,"White, Black, Pink",Puma,1299
506,51323,Unisex,Accessories,Bags,Laptop Bag,Winter,2015.0,Casual,Wildcraft Unisex Grey & Black Checked Spawn Laptop Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Black",Wildcraft,1295
507,9575,Unisex,Accessories,Bags,Backpacks,Fall,2011.0,Casual,Puma Unisex Echo Pink Backpacks,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Black",Puma,899
508,51915,Women,Accessories,Bags,Handbags,Summer,2016.0,Casual,Nyk Women Ink Blue Biker Sling Bag,Sling Bag,Synthetic Leather,Not specified,Solid,Not specified,Regular,Zip,Not specified,Not specified,Blue,Nyk,1099
509,38141,Unisex,Accessories,Bags,Backpacks,Summer,2015.0,Casual,Wildcraft Unisex Orange & Grey Backpack,Not specified,PU,Not specified,Not specified,Not specified,Medium,Flap,Not specified,Not specified,"Orange, Grey",Wildcraft,2195
510,52758,Women,Accessories,Bags,Handbags,Fall,2012.0,Casual,Fiorelli Women Chocolate Brown Leather Handbag,Not specified,Leather,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Fiorelli,3699
511,58262,Women,Accessories,Bags,Clutches,Summer,2012.0,Casual,Baggit Women Bronze Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Bronze,Baggit,975
512,34778,Women,Accessories,Bags,Handbags,Summer,2015.0,Casual,Be For Bag Women Pack of 3 Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Pink",Be For Bag,599
513,25860,Unisex,Accessories,Bags,Laptop Bag,Winter,2015.0,Casual,American Tourister Unisex Speedair Grey Laptop Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,AMERICAN TOURISTER,3390
514,9581,Unisex,Accessories,Bags,Backpacks,Fall,2011.0,Casual,Puma Unisex Flow Grey Backpacks,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Puma,1099
515,49546,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Rocia Women Maroon Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Maroon,Rocia,1690
516,9912,Unisex,Accessories,Bags,Duffel Bag,Fall,2011.0,Casual,Puma Unisex Dizzy Barrel Black Duffle Bag,Not specified,Synthetic,Regular,Solid,Two Short Handles,Small,Zip,Not specified,Not specified,Black,Puma,1599
517,51324,Unisex,Accessories,Bags,Backpacks,Summer,2010.0,Casual,Wildcraft Unisex Black & Grey Houndstooth Print One-Shoulder Bag,Not specified,Nylon,Not specified,Not specified,Not specified,Large,Flap,Not specified,Not specified,"Black, Grey",Wildcraft,595
518,21261,Unisex,Accessories,Bags,Backpacks,Summer,2011.0,Casual,Skybags Unisex Black Backpack,Not specified,PVC,Not specified,Not specified,Not specified,Large,Drawstring,Not specified,Not specified,Black,Skybags,1495
519,54000,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Kiara Women Cream Handbag,Not specified,Synthetic Leather,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,KIARA,2850
520,47417,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Baggit Women Red Bag,Sling Bag,Synthetic,Not specified,"Solid, Solid",Not specified,Small,Zip,Not specified,Structured,Red,Baggit,1525
521,35205,Unisex,Accessories,Bags,Backpacks,Spring,2013.0,Casual,Wildcraft Unisex Blue & Black Backpack,Not specified,Nylon,Not specified,Not specified,Not specified,Large,Flap,Not specified,Not specified,"Blue, Black",Wildcraft,1545
522,21437,Women,Accessories,Bags,Backpacks,Winter,2012.0,Casual,Roxy Women Blue Backpack,Not specified,Polyester,Not specified,Solid,Not specified,Medium,Not specified,Not specified,Not specified,Blue,roxy,1895
523,25251,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Lino Perros Women Leatherette Orange Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Lino Perros,1995
524,7616,Men,Accessories,Bags,Messenger Bag,Summer,2011.0,Casual,Wrangler Men Olive Canvas Bag,Not specified,Canvas,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Wrangler,1495
525,43271,Women,Accessories,Bags,Handbags,Spring,2013.0,Casual,Murcia Women Black Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Murcia,1300
526,27734,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Murcia Women Brown Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,Brown,Murcia,1550
527,16073,Unisex,Accessories,Bags,Laptop Bag,Fall,2011.0,Casual,Belkin Unisex Move Toploader Black Laptop Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Belkin,2899
528,20511,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Baggit Women Roxy Net Black Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,Black,Baggit,1775
529,15292,Unisex,Accessories,Bags,Backpacks,Fall,2011.0,Casual,ADIDAS Originals Unisex ST SW Bag Olive Backpacks,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Olive,ADIDAS Originals,1699
530,52767,Women,Accessories,Bags,Handbags,Fall,2012.0,Casual,Fiorelli Women White Leather Handbag,Not specified,Leather,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Fiorelli,2799
531,54490,Women,Accessories,Bags,Handbags,Summer,2010.0,Casual,Lino Perros Women Beige Handbag,Not specified,Canvas,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Beige, Brown",Lino Perros,2495
532,38318,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Puma Women Core Beach Beige Bag,Handheld Bag,Synthetic,Not specified,"Solid, Solid",Not specified,Regular,Zip,Not specified,Shopper,"Beige, Purple",Puma,2299
533,22682,Unisex,Accessories,Bags,Backpacks,Winter,2015.0,Casual,Wildcraft Unisex Grey Gear for Life Backpack,Not specified,PVC,Not specified,Solid,Not specified,Medium,Flap,Up to 23 Litres,Not specified,"Grey, Orange",Wildcraft,4299
534,24323,Unisex,Accessories,Bags,Backpacks,Summer,2011.0,Casual,ADIDAS Unisex Black Casual Backpack,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,1699
535,33394,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Baggit Women Jhoola Parinacrush Brown Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Baggit,2175
536,21497,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Kiara Women Black Handbag,Handheld Bag,Leather,Not specified,"Solid, Solid",Not specified,Regular,Zip,Not specified,Shopper,"Black, Grey",KIARA,950
537,25205,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Lino Perros Women Beige & Brown Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,"Beige, Brown",Lino Perros,2495
538,57241,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Murcia Women Blue Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Murcia,1350
539,36044,Unisex,Accessories,Bags,Duffel Bag,Summer,2012.0,Casual,OTLS Unisex Mustard Brown Duffle Bag,Not specified,Canvas,Not specified,Not specified,Not specified,Medium,Not specified,Not specified,Not specified,Mustard,OTLS,1299
540,22676,Unisex,Accessories,Bags,Backpacks,Winter,2015.0,Casual,Wildcraft Unisex Blue & Black Solid Backpack,Not specified,PU,Not specified,Solid,Not specified,Medium,Flap,24 to 30 Litres,Not specified,"Blue, Black",Wildcraft,1595
541,38743,Unisex,Accessories,Bags,Backpacks,Summer,2012.0,Casual,Nike Unisex Purple Hayward Backpack,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Blue",Nike,2095
542,15669,Unisex,Accessories,Bags,Laptop Bag,Fall,2011.0,Casual,Belkin Unisex Vue Sleeve Black Bags,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Belkin,1099
543,29067,Women,Accessories,Bags,Handbags,Winter,2016.0,Casual,Fastrack Women Beige Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,Fastrack,1395
544,51941,Women,Accessories,Bags,Handbags,Summer,2016.0,Casual,Nyk Women Purple Curly Sling Bag,Sling Bag,Synthetic Leather,Not specified,Solid,Not specified,Regular,Zip,Not specified,Not specified,Purple,Nyk,1199
545,22649,Unisex,Accessories,Bags,Backpacks,Winter,2015.0,Casual,Wildcraft Unisex Green & Grey Backpack,Not specified,Nylon,Not specified,Not specified,Not specified,Medium,Drawstring,Not specified,Not specified,"Green, Grey",Wildcraft,2195
546,8251,Women,Accessories,Bags,Handbags,Winter,2016.0,Casual,Fastrack Women White Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Fastrack,895
547,36043,Unisex,Accessories,Bags,Duffel Bag,Summer,2012.0,Casual,OTLS Unisex Olive Green Duffle Bag,Not specified,Canvas,Not specified,Not specified,Not specified,Medium,Not specified,Not specified,Not specified,Olive,OTLS,1299
548,22671,Unisex,Accessories,Bags,Backpacks,Winter,2015.0,Casual,Wildcraft Unisex Black & Grey Backpack,Not specified,Leather,Not specified,Not specified,Not specified,Medium,Drawstring,Not specified,Not specified,"Black, Grey",Wildcraft,1595
549,30186,Unisex,Accessories,Bags,Backpacks,Summer,2012.0,Casual,Nike Unisex Red Arsenal Allegiance Gym Sack,Not specified,Leather,Not specified,Colourblocked,Not specified,Medium,Not specified,Not specified,Not specified,Red,Nike,995
550,57246,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Murcia Women Red Handbag,Not specified,Synthetic Leather,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Murcia,1750
551,6797,Unisex,Accessories,Bags,Backpacks,Summer,2011.0,Casual,Nike Unisex Fundamen Pink Backpack,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Nike,1295
552,33367,Women,Accessories,Bags,Clutches,Summer,2012.0,Casual,Baggit Women Hero Brush Black Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Baggit,1075
553,25202,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Lino Perros Women Leatherette Beige Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,Beige,Lino Perros,2495
554,33393,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Baggit Women Faltu Taj Brown Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Baggit,2200
555,24324,Unisex,Accessories,Bags,Backpacks,Fall,2011.0,Casual,ADIDAS Unisex Blue Backpack,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,1999
556,10323,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Murcia Women Lambretta Green Black Handbags,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,"Black, Green",Murcia,1495
557,15651,Unisex,Accessories,Bags,Handbags,Fall,2011.0,Casual,Belkin Unisex Apple Move Toploader 15,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Belkin,3399
558,22685,Unisex,Accessories,Bags,Waist Pouch,Winter,2015.0,Casual,Wildcraft Unisex Gear for Life Black Waist Pouch,Not specified,Synthetic,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Wildcraft,599
559,24740,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Murcia Women Brown Casual Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,Brown,Murcia,1750
560,20925,Women,Accessories,Bags,Handbags,Winter,2016.0,Casual,Fastrack Women Leatherette Black Sling Bag,Sling Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Fastrack,1295
561,38320,Unisex,Accessories,Bags,Backpacks,Summer,2012.0,Casual,Puma Unisex Echo Blue Backpack,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, White",Puma,999
562,54408,Women,Accessories,Bags,Handbags,Fall,2012.0,Casual,Baggit Women Pink Sling Bag,Sling Bag,Synthetic Leather,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Baggit,1900
563,17139,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Lino Perros Women Golden Strap Brown Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,Brown,Lino Perros,1695
564,9526,Unisex,Accessories,Bags,Backpacks,Fall,2011.0,Casual,ADIDAS Unisex F50 Black Backpacks,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Yellow",ADIDAS,1499
565,32870,Unisex,Accessories,Bags,Backpacks,Summer,2015.0,Casual,Wildcraft Unisex Red & Grey Backpack,Not specified,Leather,Not specified,Not specified,Not specified,Large,Flap,Not specified,Not specified,"Red, Grey",Wildcraft,1195
566,38744,Unisex,Accessories,Bags,Backpacks,Summer,2012.0,Casual,Nike Unisex Green All Access Fullfare Backpack,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Grey",Nike,1995
567,42935,Men,Accessories,Bags,Handbags,Summer,2012.0,Casual,French Connection Men Khaki Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Khaki,French Connection,2999
568,25234,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Lino Perros Women Leatherette Blue & Black Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,"Blue, Black",Lino Perros,2495
569,50431,Unisex,Accessories,Bags,Handbags,Summer,2012.0,Casual,Lino Perros Unisex Khaki Bag,Handheld Bag,Canvas,Not specified,"Solid, Solid",Not specified,Regular,Zip,Not specified,Shopper,"Khaki, Brown",Lino Perros,1995
570,22011,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Murcia Women Casual Blue Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,Blue,Murcia,1560
571,22647,Unisex,Accessories,Bags,Duffel Bag,Winter,2015.0,Casual,Wildcraft Unisex Red Duffle Bag,Not specified,Canvas,Not specified,Not specified,Not specified,Medium,Not specified,Not specified,Not specified,Red,Wildcraft,1795
572,36075,Unisex,Accessories,Bags,Duffel Bag,Winter,2012.0,Casual,OTLS Unisex Blue Gym Bag,Not specified,Canvas,Not specified,Not specified,Not specified,Medium,Not specified,Not specified,Not specified,Blue,OTLS,999
573,33735,Women,Accessories,Bags,Clutches,Winter,2012.0,Casual,Pieces Women Navy Blue Purse,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Pieces,1095
574,29069,Women,Accessories,Bags,Handbags,Winter,2016.0,Casual,Fastrack Women Olive Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Olive,Fastrack,1295
575,26445,Women,Accessories,Bags,Clutches,Winter,2015.0,Casual,Spice Art Women Antique Design Black Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Spice Art,995
576,17130,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Lino Perros Women Classic Black  Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,Black,Lino Perros,1995
577,15667,Unisex,Accessories,Bags,Laptop Bag,Fall,2011.0,Casual,Belkin Unisex Grip Sleeve Black Bags,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Belkin,999
578,20580,Women,Accessories,Bags,Mobile Pouch,Winter,2015.0,Casual,Baggit Women Angel Rosy Pink Mobile Pouch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Baggit,700
579,53072,Women,Accessories,Bags,Clutches,Summer,2012.0,Casual,Rocia Women Black Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Rocia,1390
580,8260,Women,Accessories,Bags,Handbags,Winter,2016.0,Casual,Fastrack White Printed Tote Bag,Tote Bag,Synthetic,Not specified,"Printed, Graphic",Not specified,Regular,Zip,Not specified,Shopper,"White, Black",Fastrack,795
581,22678,Unisex,Accessories,Bags,Messenger Bag,Winter,2015.0,Casual,Wildcraft Unisex Black & Grey Gear for Life Laptop Messenger Bag,Not specified,Polyester,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Grey",Wildcraft,2095
582,21499,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Kiara Women Square Design Black Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,"Black, Grey",KIARA,950
583,49523,Women,Accessories,Bags,Clutches,Summer,2012.0,Casual,Rocia Women Black Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Rocia,1890
584,38316,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Puma Women Core Jam Shopper Green Bag,Handheld Bag,Not specified,Not specified,"Solid, Solid",Not specified,Regular,Zip,Not specified,Shopper,Green,Puma,1699
585,6560,Unisex,Accessories,Bags,Backpacks,Winter,2012.0,Casual,Nike Unisex All Access SO Black Backpack,Not specified,Leather,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,1495
586,17137,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Lino Perros Women Polka Black Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,Black,Lino Perros,1995
587,15660,Unisex,Accessories,Bags,Handbags,Fall,2011.0,Casual,Belkin Unisex Dash Laptop 16,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Belkin,2999
588,53075,Women,Accessories,Bags,Clutches,Summer,2012.0,Casual,Rocia Women Red Purse,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Rocia,3290
589,26442,Women,Accessories,Bags,Clutches,Winter,2015.0,Casual,Spice Art Women Leatherette Brown Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Spice Art,995
590,51948,Unisex,Accessories,Bags,Laptop Bag,Summer,2012.0,Casual,Yelloe Unisex Black Laptop Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,yelloe,1890
591,54406,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Baggit Women Olive Handbag,Not specified,Synthetic Leather,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Olive,Baggit,1975
592,36072,Unisex,Accessories,Bags,Duffel Bag,Winter,2012.0,Casual,OTLS Unisex Olive Green Duffle Bag,Not specified,Canvas,Not specified,Not specified,Not specified,Medium,Not specified,Not specified,Not specified,Olive,OTLS,999
593,53081,Women,Accessories,Bags,Clutches,Summer,2012.0,Casual,Rocia Women Brown Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Rocia,1790
594,25233,Women,Accessories,Bags,Handbags,Winter,2015.0,Casual,Lino Perros Women Navy Blue Handbag,Shoulder Bag,Synthetic Leather,Not specified,Self Design,Not specified,Regular,Zip,Not specified,Not specified,"Navy Blue, Red",Lino Perros,2495
595,47812,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Murcia Women Red Handbag,Not specified,Fabric,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Gold",Murcia,1550
596,49524,Women,Accessories,Bags,Clutches,Summer,2012.0,Casual,Rocia Women Purple Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Rocia,1890
597,33369,Women,Accessories,Bags,Handbags,Winter,2016.0,Casual,Baggit Women Gumboot Camlincrush Purple Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Baggit,1100
598,57846,Unisex,Accessories,Bags,Handbags,Summer,2012.0,Casual,Lino Perros Unisex Beige Sling Bag,Sling Bag,Synthetic,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,Lino Perros,495
599,8267,Unisex,Accessories,Bags,Backpacks,Fall,2011.0,Casual,Fastrack Unisex Black White Printed Sling Bag,Not specified,Synthetic,Not specified,Graphic,Not specified,Small,Drawstring,Up to 23 Litres,Not specified,Black,Fastrack,295
600,30188,Unisex,Accessories,Bags,Backpacks,Summer,2012.0,Casual,Nike Unisex Grey Backpack,Not specified,Synthetic,Not specified,Other,Not specified,Small,Drawstring,Up to 23 Litres,Not specified,Grey,Nike,995
601,34779,Women,Accessories,Bags,Handbags,Summer,2015.0,Casual,Be For Bag Women Pack of 3 Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Black, Pink",Be For Bag,599
602,52759,Women,Accessories,Bags,Handbags,Fall,2012.0,Casual,Fiorelli Women Chocolate Brown Leather Handbag,Not specified,Leather,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Fiorelli,3599
603,58263,Women,Accessories,Bags,Clutches,Summer,2012.0,Casual,Baggit Women Black Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Baggit,975
604,49547,Women,Accessories,Bags,Clutches,Summer,2012.0,Casual,Rocia Women Black Clutch,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Rocia,1390
605,25861,Unisex,Accessories,Bags,Laptop Bag,Winter,2015.0,Casual,American Tourister Unisex Black Laptop Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,AMERICAN TOURISTER,3100
606,9580,Unisex,Accessories,Bags,Backpacks,Fall,2011.0,Casual,Puma Unisex Flow Black Backpacks,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,1099
607,47429,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Baggit Women Purple Bag,Handheld Bag,Synthetic,Not specified,"Solid, Solid",Not specified,Regular,Zip,Not specified,Shopper,Purple,Baggit,1225
608,9574,Unisex,Accessories,Bags,Backpacks,Fall,2011.0,Casual,Puma Unisex Echo Grey Backpacks,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Yellow",Puma,899
609,38140,Unisex,Accessories,Bags,Backpacks,Spring,2013.0,Casual,Wildcraft Unisex Black & Grey Backpack,Not specified,Leather,Not specified,Not specified,Not specified,Medium,Flap,Not specified,Not specified,"Black, Grey",Wildcraft,1245
610,51914,Women,Accessories,Bags,Handbags,Summer,2016.0,Casual,Nyk Women Mustard Biker Sling Bag,Sling Bag,Synthetic Leather,Not specified,Solid,Not specified,Regular,Zip,Not specified,Not specified,Mustard,Nyk,1099
611,41527,Men,Accessories,Bags,Messenger Bag,Summer,2012.0,Casual,Basics Men Brown Messenger Bag,Not specified,Synthetic,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Basics,2499
612,25250,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Lino Perros Women Brown Handbag,Not specified,Synthetic Leather,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lino Perros,1995
613,2365,Women,Accessories,Bags,Handbags,Spring,2011.0,Sports,ADIDAS Pink Women Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Black, White",ADIDAS,999
614,52766,Women,Accessories,Bags,Handbags,Fall,2012.0,Casual,Fiorelli Women Black Leather Handbag,Not specified,Leather,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Fiorelli,2799
615,28917,Men,Accessories,Bags,Laptop Bag,Summer,2012.0,Casual,Cabarelli Men Black Laptop Bag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,CABARELLI,1850
616,54491,Women,Accessories,Bags,Handbags,Summer,2012.0,Casual,Lino Perros Women Green Handbag,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Lino Perros,1995
617,15293,Unisex,Accessories,Bags,Handbags,Fall,2011.0,Casual,ADIDAS Originals Unisex ST Airline Blue Bags,Shoulder Bag,Not specified,Not specified,"Solid, Solid",Not specified,Regular,Zip,Not specified,Shopper,Blue,ADIDAS Originals,1999
