,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Type,Material,Details,Shape,Colour,Brand,Price
256,17332,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Pepe Jeans,3100
257,51715,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS236-C3,Rectangle Sunglasses,Plastic,Regular Lens,Oval,Purple,Allen Solly,1850
258,28372,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,1950
259,28386,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,1590
260,8616,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Unisex Sunglasses M035BR6,Other Sunglasses,Not specified,UV Protected Lens,Long,Brown,Fastrack,2299
261,28350,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Aviator Sunglasses,Metal,Not specified,Long,Black,I DEE,1950
262,28162,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Copper, Brown",Ray-Ban,4690
263,29878,Men,Accessories,Eyewear,Sunglasses,Summer,2017.0,Casual,Mayhem Men Rectangular Sunglasses 1020-207,Rectangle Sunglasses,Metal,UV Protected Lens,Round,Green,Mayhem,1840
264,28196,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Caravan Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Ray-Ban,3690
265,51708,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Unisex Sunglasses VH214-C3,Oval Sunglasses,Plastic,Not specified,Oval,"Brown, Black",Van Heusen,2500
266,23787,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Women Beckon Purple Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,Purple,OAKLEY,4950
267,16838,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Unisex Funky Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Steel",I DEE,2370
268,51737,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Women Sunglasses AS177-C1,Rectangle Sunglasses,Plastic,UV Protected Lens,Long,"Grey, Black",Allen Solly,2750
269,17310,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Pepe Jeans,3650
270,40013,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Black Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Oval,"Black, Brown",Park Avenue,3100
271,17328,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Pepe Jeans,3350
272,28191,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Ray-Ban,3490
273,28165,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Gold Sunglasses,Aviator Sunglasses,Metal,Not specified,Long,"Gold, Brown",Ray-Ban,5290
274,28357,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Copper Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Copper, Brown",I DEE,1950
275,23774,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Women White Correspondent Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"White, Blue",OAKLEY,7203
276,17317,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Pepe Jeans,3600
277,51730,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Women Purple Sunglass,Other Sunglasses,Plastic,Regular Lens,Oval,Purple,Allen Solly,2500
278,28368,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Copper Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Copper, Brown",I DEE,1950
279,23780,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Men Holbrook Black Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,Black,OAKLEY,5025
280,28395,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,1590
281,16836,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Funky Eyewear Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Blue,I DEE,1430
282,8627,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Gradient Bikers Sunglasses M032BU1,Rectangle Sunglasses,Not specified,UV Protected Lens,Long,Grey,Fastrack,2099
283,23789,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Men Pit Bull Black Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,Black,OAKLEY,8550
284,28361,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,1950
285,17321,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Pepe Jeans,3450
286,51706,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Men Black Sunglasses,Other Sunglasses,Metal,Regular Lens,Oval,Black,Van Heusen,3500
287,29876,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Mayhem Men Rectangular Sunglasses 1021-205d,Rectangle Sunglasses,Metal,UV Protected Lens,Round,Metallic,Mayhem,1840
288,28198,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Active Lifestyle Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Ray-Ban,3590
289,14908,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Women Funky Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Blue,United Colors of Benetton,2499
290,29882,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Mayhem Men Aviator Sunglasses 1019-201,Aviator Sunglasses,Metal,UV Protected Lens,Oval,Brown,Mayhem,1840
291,28366,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,2150
292,28154,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Wayfarer Sunglasses,Other Sunglasses,Plastic,UV Protected Lens,Long,"Black, Blue",Ray-Ban,6690
293,8620,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Beach Sunglasses,Aviator Sunglasses,Metal,UV Protected Lens,Long,Purple,Fastrack,1999
294,17319,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Pepe Jeans,3350
295,28392,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Casual Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,1590
296,29885,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Mayhem Women Sunglasses 1018-103,Oval Sunglasses,Plastic,UV Protected Lens,Oval,Brown,Mayhem,1730
297,28359,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Steel Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Steel, Grey",I DEE,1950
298,29871,Men,Accessories,Eyewear,Sunglasses,Summer,2017.0,Casual,Mayhem Men Rectangular Sunglasses 1022-203,Rectangle Sunglasses,Metal,UV Protected Lens,Round,Brown,Mayhem,1840
299,23745,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Unisex Highstreet Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Ray-Ban,6890
300,51701,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Unisex Purple Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,Purple,Van Heusen,1750
301,17326,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Pepe Jeans,3450
302,21280,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Women Sunglasses AS166-C2,Square Sunglasses,Plastic,UV Protected Lens,Long,Brown,Allen Solly,2000
303,23711,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Wayfarer Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Grey",Ray-Ban,6890
304,21274,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS123-C2,Rectangle Sunglasses,Plastic,Regular Lens,Long,Brown,Allen Solly,1950
305,16865,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Funky Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Steel",I DEE,1430
306,8674,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Titan Men Sunglasses FTML016NYGP2,Rectangle Sunglasses,Metal,UV Protected Lens,Round,Brown,Fastrack,1795
307,16891,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Police Men Casual Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Police,8350
308,8680,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Women Campus Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Fastrack,1699
309,48223,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Women Brown Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,Brown,United Colors of Benetton,3450
310,16095,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,M tv Unisex My Fab Eyewear Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,MTV,1550
311,30557,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Opium Unisex Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,OPIUM,1575
312,21273,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS123-C1,Rectangle Sunglasses,Plastic,Regular Lens,Long,Black,Allen Solly,1950
313,23716,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Gold, Brown",Ray-Ban,4890
314,21287,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Women Thin Silver Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Silver, Black",Allen Solly,3250
315,38198,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Polaroid,3786
316,50210,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Stoln Women Black Sunglasses,Other Sunglasses,Plastic,UV Protected Lens,Oval,"Black, Purple",Stoln,445
317,23729,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men High Street Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Ray-Ban,5790
318,48224,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Women Black Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,Black,United Colors of Benetton,3450
319,8687,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Women Basics Sunglasses P191PR2F,Rectangle Sunglasses,Not specified,UV Protected Lens,Long,Grey,Fastrack,1499
320,30568,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Opium Unisex Black Sunglass,Other Sunglasses,Not specified,Not specified,Long,Black,OPIUM,2085
321,16896,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Police Women Casual Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Police,7300
322,8673,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men metal rim Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Fastrack,3399
323,16862,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Funky Eyewear Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Grey,I DEE,1550
324,28335,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,1590
325,23720,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Unisex Highstreet Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Steel, Brown",Ray-Ban,6390
326,30561,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Opium Men Aviator Steel Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Steel, Red",OPIUM,1785
327,38165,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Women Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Miami Blues,1137
328,48212,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,Black,United Colors of Benetton,3650
329,38191,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Grey, Black",Polaroid,3661
330,28303,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Silver & Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Steel, Green",Fastrack,1699
331,16854,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Funky Eyewear Green Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Green, Black",I DEE,1860
332,30566,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Opium Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Red, Brown",OPIUM,2085
333,8689,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Women Basics Sunglasses P180BR1F,Other Sunglasses,Plastic,UV Protected Lens,Long,Brown,Fastrack,1199
334,16898,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Police Men Casual Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Blue,Police,8350
335,23727,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men High Street Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Ray-Ban,5890
336,16853,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Funky Eyewear Green Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Green, Black",I DEE,1950
337,8642,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Women Sunglasses P186PR2F,Rectangle Sunglasses,Not specified,UV Protected Lens,Oval,Pink,Fastrack,1499
338,21289,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Women Sunglasses AS205-C2,Square Sunglasses,Plastic,UV Protected Lens,Long,Brown,Allen Solly,3000
339,38196,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Men Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Grey, Black",Polaroid,3661
340,28304,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Pale Gold Sunglasses,Aviator Sunglasses,Not specified,UV Protected Lens,Long,"Steel, Black",Fastrack,2299
341,38162,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Women Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Miami Blues,915
342,23718,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Caravan Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Gold, Black",Ray-Ban,3790
343,48215,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,"Black, Red",United Colors of Benetton,3050
344,30559,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Opium Unisex Black Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,Black,OPIUM,1485
345,17318,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Brown",Pepe Jeans,3350
346,28393,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,I DEE,1590
347,28155,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men New Wayfarer White Sunglasses,Other Sunglasses,Plastic,Not specified,Long,White,Ray-Ban,6290
348,23744,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men High Street White Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"White, Black",Ray-Ban,6390
349,29870,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Mayhem Men Aviator Sunglasses 1023-201,Aviator Sunglasses,Metal,UV Protected Lens,Oval,Gold,Mayhem,1840
350,17327,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Pepe Jeans,3450
351,51700,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Unisex Brown Aviator Sunglasses VH217-C1,Rectangle Sunglasses,Plastic,UV Protected Lens,Oval,"Gold, Brown",Van Heusen,2000
352,17585,Men,Accessories,Eyewear,Sunglasses,Summer,2017.0,Sports,Speedo Men Funky Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, White",Speedo,2920
353,28358,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Other Sunglasses,Metal,Not specified,Long,"Black, Purple",I DEE,1950
354,29884,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Mayhem Women Sunglasses Mays 1018-104,Oval Sunglasses,Plastic,UV Protected Lens,Oval,"Purple, Grey",Mayhem,1730
355,8626,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Unisex Ultra slim Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Blue,Fastrack,1799
356,16837,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Funky Eyewear Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,I DEE,1450
357,28360,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Copper Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Copper, Brown",I DEE,1950
358,23788,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Women White Beckon Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"White, Brown",OAKLEY,4950
359,28394,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,1590
360,29883,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Mayhem Women Sunglasses 1018-162,Oval Sunglasses,Plastic,UV Protected Lens,Oval,"Black, Pink",Mayhem,1730
361,8619,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Beach Purple Sunglasses,Aviator Sunglasses,Not specified,UV Protected Lens,Long,Purple,Fastrack,2499
362,51707,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Men Grey Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,Grey,Van Heusen,3500
363,17320,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Pepe Jeans,3850
364,28199,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men High Street Gold Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Gold, Black",Ray-Ban,3690
365,29877,Men,Accessories,Eyewear,Sunglasses,Summer,2017.0,Casual,Mayhem Men Rectangular Sunglasses 1020-205,Rectangle Sunglasses,Metal,UV Protected Lens,Round,Black,Mayhem,1840
366,23743,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Women Highstreet Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Ray-Ban,6390
367,28356,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Steel Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Steel, Black",I DEE,1950
368,28164,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,Aviator Sunglasses,Metal,Not specified,Long,"Steel, Blue",Ray-Ban,4990
369,17329,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Pink, Black",Pepe Jeans,3350
370,28190,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Gold, Black",Ray-Ban,4290
371,23781,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Men Holbrook White Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,"White, Gold",OAKLEY,5580
372,28369,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Metallic Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Metallic, Black",I DEE,1950
373,23775,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Men White Fuel Cell Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"White, Black",OAKLEY,5660
374,51731,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Women Oversized Sunglasses AH219-C1,Oversized Sunglasses,Plastic,UV Protected Lens,Long,"Grey, Black",Allen Solly,2500
375,17316,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, White",Pepe Jeans,3450
376,28197,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Caravan Copper Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Copper, Brown",Ray-Ban,3690
377,29879,Men,Accessories,Eyewear,Sunglasses,Summer,2017.0,Casual,Mayhem Men Sunglasses 1020-204,Oval Sunglasses,Metal,UV Protected Lens,Oval,Green,Mayhem,1840
378,51709,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Unisex Sunglasses VH214-C2,Oval Sunglasses,Plastic,Regular Lens,Long,Brown,Van Heusen,2500
379,8617,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Unisex Aviator Black Sunglasses,Aviator Sunglasses,Metal,UV Protected Lens,Long,Black,Fastrack,1999
380,14907,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Women Funky Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,United Colors of Benetton,2499
381,28163,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,Aviator Sunglasses,Metal,Regular Lens,Long,"White, Black",Ray-Ban,5090
382,28351,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Steel Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Steel, Black",I DEE,1950
383,17311,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Pepe Jeans,3650
384,51736,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Women Printed Sunglasses AS177-C2,Rectangle Sunglasses,Plastic,UV Protected Lens,Oval,Brown,Allen Solly,2750
385,40012,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Brown Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Oval,Brown,Park Avenue,3100
386,23786,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Women Beckon Blue Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,"Blue, Black",OAKLEY,4950
387,16839,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Funky Eyewear Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Blue, Steel",I DEE,1850
388,30567,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Opium Men Black Sunglass,Other Sunglasses,Not specified,Not specified,Long,Black,OPIUM,2085
389,8688,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Basics Black Sunglasses,Other Sunglasses,Not specified,UV Protected Lens,Long,Black,Fastrack,1299
390,38163,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Men Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"White, Grey",Miami Blues,1137
391,48214,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses,Not specified,Plastic,Regular Lens,Not specified,Black,United Colors of Benetton,3050
392,23719,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Black Caravan Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Ray-Ban,3590
393,30558,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Opium Unisex Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Brown, Yellow",OPIUM,1485
394,8643,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Unisex Bikers Green Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Green,Fastrack,899
395,16852,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Funky Eyewear Green Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Green, Red",I DEE,1430
396,38197,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Men Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Polaroid,3661
397,28305,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Steel Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Steel, Black",Fastrack,1799
