,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Material,Colour,Brand,Price
193,54095,Men,Accessories,Headwear,Caps,Fall,2012.0,Casual,Fila Men White Madson Cap,Cotton,"White, Navy Blue",FILA,469
194,4039,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Sports,Puma Unisex Rajasthan Royals Military Blue Cap,Not specified,Blue,Puma,400
195,19439,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Quiksilver Men Black Qsacc Cap,Not specified,Black,Quiksilver,1095
196,10786,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Sports,Nike Unisex Runng Black Caps,Not specified,Black,Nike,695
197,30147,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Wrangler Men Grey Cap,Cotton,Grey,Wrangler,695
198,36082,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,OTLS Unisex Red Cap,Not specified,Red,OTLS,399
199,38127,Unisex,Accessories,Headwear,Caps,Summer,2015.0,Casual,Wildcraft Unisex Black Beanie,Polyester,Black,Wildcraft,345
200,43071,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,Nike Unisex Blue FFF Cap,Polyester,Blue,Nike,995
201,17955,Women,Accessories,Headwear,Caps,Fall,2011.0,Sports,Nike Women Stay Cool Blue Cap,Polyester,Blue,Nike,795
202,29030,Unisex,Accessories,Headwear,Caps,Fall,2013.0,Casual,ADIDAS Unisex Corp White Cap,Polyester,White,ADIDAS,699
203,2358,Men,Accessories,Headwear,Caps,Winter,2010.0,Sports,ADIDAS Red Men Cap,Synthetic,"Red, Black",ADIDAS,399
204,17532,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Sports,ADIDAS Unisex Sports Black Caps,Cotton,Black,ADIDAS,499
205,44853,Unisex,Accessories,Headwear,Caps,Summer,2010.0,Casual,Puma Unisex  Ferrari Lifestyle Cap,Cotton,Red,Puma,999
206,17952,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Casual,Nike Unisex Knit Beanie Blue Skull Cap,Synthetic,Blue,Nike,895
207,13161,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Casual,Puma Unisex Unisex Cat Logo Black Caps,Cotton,Black,Puma,399
208,2360,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Sports,ADIDAS White Cap,Not specified,"White, Black",ADIDAS,699
209,36083,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,OTLS Unisex Black Polo Cap,Not specified,Black,OTLS,399
210,32423,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,ADIDAS Unisex Black Cap,Polyester,Black,ADIDAS,599
211,12440,Unisex,Accessories,Headwear,Hat,Fall,2011.0,Casual,Timberland Unisex Casual Black Skull Caps,Not specified,Black,Timberland,1290
212,38126,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,Wildcraft Unisex Multicoloured Printed Cap,Cotton,Green,Wildcraft,345
213,44662,Unisex,Accessories,Headwear,Headband,Summer,2012.0,Casual,Nike Unisex White Swoosh Headband,Not specified,White,Nike,195
214,1581,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Sports,Nabaiji Unisex Silicone Swimming Cap,Not specified,Pink,Nabaiji,119
215,12681,Men,Accessories,Headwear,Caps,Summer,2011.0,Casual,Probase Men Check Blue Cap,Cotton,"Blue, White, Pink",Probase,449
216,36084,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,OTLS Unisex White Cap,Cotton,White,OTLS,399
217,19436,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Quiksilver Men Burgundy & Olive Beanies Cap,Synthetic,"Olive, Purple",Quiksilver,1096
218,30148,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Wrangler Men Fast Biker Navy Blue Cap,Cotton,Navy Blue,Wrangler,695
219,4452,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Casual,Nike Unisex Rodger Federer Blue Grey White Cap,Not specified,"Grey, White",Nike,995
220,17953,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Casual,Nike Unisex Knit Beanie Grey Skull Cap,Synthetic,Grey,Nike,895
221,2361,Men,Accessories,Headwear,Caps,Summer,2011.0,Sports,ADIDAS Black Men Cap,Not specified,Black,ADIDAS,699
222,2359,Men,Accessories,Headwear,Caps,Winter,2010.0,Sports,ADIDAS Navy Blue Men Cap,Not specified,"Navy Blue, White",ADIDAS,399
223,17954,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Casual,Nike Unisex Cuffed Beanie Blue Skull Cap,Synthetic,Blue,Nike,795
224,29031,Men,Accessories,Headwear,Caps,Fall,2014.0,Casual,ADIDAS Men Red Corp Training Cap,Polyester,Red,ADIDAS,699
225,17533,Unisex,Accessories,Headwear,Hat,Fall,2011.0,Casual,ADIDAS Unisex Beanie Black Skull Caps,Not specified,Black,ADIDAS,499
226,3615,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Sports,Puma Rajasthan Royals Blue Fanwear Cap,Cotton,Blue,Puma,400
227,43070,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,Nike Unisex Red Portugal Football Cap,Polyester,Red,Nike,995
228,22633,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Sports,Nike Unisex Striped Purple Cap,Acrylic,"Purple, Maroon",Nike,995
229,13722,Men,Accessories,Headwear,Caps,Fall,2011.0,Casual,Proline Men Navy & White Patterned Beanie,Synthetic,"Navy Blue, White",Proline,499
230,49791,Men,Accessories,Headwear,Caps,Winter,2015.0,Casual,Flying Machine Men Yellow Cap,Not specified,"Yellow, Navy Blue",Flying Machine,599
231,41508,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Basics Men Red Baseball Cap,Polyester,Red,Basics,499
232,38396,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Sports,ADIDAS Mumbai Indians Unisex Blue Match Cap,Cotton,Blue,ADIDAS,799
233,13725,Men,Accessories,Headwear,Caps,Fall,2011.0,Casual,Proline Men Maroon & Black Patterned Beanie,Synthetic,"Maroon, Black",Proline,499
234,22634,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Sports,Nike Unisex Striped Black Cap,Synthetic,"Black, Grey",Nike,995
235,44622,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,Nike Unisex Blue Daybreak Cap,Not specified,Blue,Nike,895
236,30591,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Sports,Nike Unisex Federer Blue Cap,Cotton,Blue,Nike,995
237,18901,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Casual,ADIDAS Originals Unisex Adicolor Green Cap,Cotton,Green,ADIDAS Originals,999
238,17949,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Sports,Nike Unisex Swoosh White Bandana,Cotton,White,Nike,495
239,1535,Unisex,Accessories,Headwear,Caps,Fall,2010.0,Sports,Puma Unisex Logo Cap,Synthetic,Black,Puma,699
240,34793,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Flying Machine Men Black Hat,Not specified,Black,Flying Machine,599
241,19440,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Quiksilver Men Red Qsacc Cap,Not specified,Red,Quiksilver,1095
242,12438,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Casual,Timberland Unisex Casual Black Caps,Cotton,Black,Timberland,1490
243,34794,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Flying Machine Men Black Hat,Not specified,Black,Flying Machine,699
244,49798,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Flying Machine Men Green Cap,Cotton,Green,Flying Machine,599
245,22605,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Sports,Nike Unisex India Stadium Blue Cap,Cotton,Blue,Nike,350
246,17529,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Sports,ADIDAS Unisex Sports Black Caps,Polyester,"Black, Silver",ADIDAS,499
247,1566,Men,Accessories,Headwear,Caps,Summer,2011.0,Sports,Artengo Men Black Cap,Not specified,Black,Artengo,299
248,10599,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Sports,Nike Unisex Tennis White Caps,Not specified,White,Nike,995
249,32430,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,ADIDAS Unisex Polyester Navy Blue Cap,Polyester,Navy Blue,ADIDAS,599
250,3469,Unisex,Accessories,Headwear,Headband,Fall,2010.0,Sports,ADIDAS Unisex Black White Headband,Not specified,"Black, White",ADIDAS,149
251,18997,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Casual,ADIDAS Originals Unisex Woolie Stripes Black Cap,Cotton,"Black, White",ADIDAS Originals,999
252,40026,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,ADIDAS Unisex White Cap,Polyester,White,ADIDAS,699
253,38560,Men,Accessories,Headwear,Caps,Summer,2016.0,Casual,Nike Men Black Cap,Not specified,"Black, White",Nike,1495
254,44624,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,Nike Unisex Orange Daybreak Visor Cap,Acrylic,Orange,Nike,795
255,34795,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Flying Machine Men Black Hat,Not specified,Black,Flying Machine,599
256,49799,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Flying Machine Men Black Cap,Cotton,Black,Flying Machine,699
257,44623,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,Nike Unisex Orange Daybreak Cap,Not specified,Orange,Nike,895
258,38399,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Sports,ADIDAS Delhi Daredevils Unisex Navy Blue Match Cap,Cotton,Navy Blue,ADIDAS,799
259,44849,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Casual,Puma Unisex Black Ducati Logo Cap,Cotton,Black,Puma,899
260,12439,Unisex,Accessories,Headwear,Hat,Fall,2011.0,Casual,Timberland Unisex Casual Red Skull Caps,Not specified,Red,Timberland,1290
261,13724,Men,Accessories,Headwear,Caps,Fall,2011.0,Casual,Proline Men Black Patterned Beanie,Synthetic,Black,Proline,425
262,22635,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Casual,Nike Unisex Striped Black Cap,Acrylic,"Black, White",Nike,995
263,12437,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Casual,Timberland Unisex Casual Green Caps,Cotton,Green,Timberland,1490
264,49790,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Flying Machine Men Black Cap,Cotton,Black,Flying Machine,599
265,38561,Men,Accessories,Headwear,Caps,Spring,2013.0,Casual,Nike Men White Cap,Not specified,"White, Black",Nike,995
266,3450,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Sports,ADIDAS Kid's Delhi Daredevils Match Blue Cap,Polyester,"Blue, Red, White",ADIDAS,699
267,2582,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Casual,Kalenji Children's Red Cap,Polyester,Red,Kalenji,259
268,2585,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Casual,Kalenji Black Cap,Polyester,Black,Decathlon,299
269,40027,Unisex,Accessories,Headwear,Caps,Summer,2010.0,Casual,ADIDAS Unisex Black Cap,Polyester,Black,ADIDAS,699
270,18996,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Casual,ADIDAS Originals Unisex Red Cap,Cotton,"Red, White, Blue",ADIDAS Originals,999
271,4449,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Casual,Nike Unisex Dry Fit Navy Blue Cap,Polyester,Navy Blue,Nike,895
272,19886,Unisex,Accessories,Headwear,Caps,Fall,2011.0,Casual,ADIDAS Originals Unisex Dicolor Red Cap,Cotton,Red,ADIDAS Originals,699
273,18210,Men,Accessories,Headwear,Caps,Fall,2011.0,Casual,Manchester United Men Printed Black Cap,Cotton,Black,Manchester United,699
274,58150,Women,Accessories,Headwear,Caps,Summer,2012.0,Casual,Puma Women Black Sparkle Cat Cap,Cotton,Black,Puma,499
275,30641,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Sports,Nike Unisex Red Cap,Polyester,Red,Nike,995
276,15539,Unisex,Accessories,Headwear,Caps,Summer,2011.0,Sports,Fila Unisex Printed Red Caps,Not specified,Red,FILA,399
277,40768,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Quiksilver Men White Firsty Fishtails Cap,Cotton,White,Quiksilver,995
278,41027,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Lee Men Brown Cap,Cotton,Brown,Lee,699
279,28610,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Nike Men Red Cap,Acrylic,Red,Nike,595
280,49244,Men,Accessories,Headwear,Caps,Fall,2012.0,Casual,Arrow Men Black Cap,Cotton,Black,Arrow,699
281,40766,Men,Accessories,Headwear,Caps,Fall,2012.0,Casual,Quiksilver Men Navy Blue Flex Pintails Cap,Not specified,Navy Blue,Quiksilver,1395
282,30640,Unisex,Accessories,Headwear,Caps,Summer,2012.0,Sports,Nike Unisex Black Cap,Polyester,Black,Nike,995
283,58151,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Puma Men Black Cap,Cotton,"Black, Red",Puma,1099
284,18211,Men,Accessories,Headwear,Caps,Fall,2011.0,Casual,Manchester United Men Printed Red Cap,Cotton,Red,Manchester United,699
285,41028,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Lee Men Olive Cap,Cotton,Olive,Lee,699
286,49245,Men,Accessories,Headwear,Caps,Fall,2012.0,Casual,Arrow Men White Cap,Cotton,White,Arrow,599
287,48535,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Wrangler Men Blue Denim Cap,Cotton,Blue,Wrangler,795
288,2467,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Nike Men White Cap,Acrylic,White,Nike,595
289,40767,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Quiksilver Men Grey Firsty Fishtails Cap,Cotton,"Grey, Blue",Quiksilver,995
290,49242,Men,Accessories,Headwear,Caps,Fall,2012.0,Casual,Arrow Men Purple Cap,Cotton,Purple,Arrow,599
291,40769,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Quiksilver Men White Firsty Pintails Cap,Not specified,White,Quiksilver,995
292,41026,Men,Accessories,Headwear,Caps,Summer,2012.0,Casual,Lee Men Navy Blue Cap,Cotton,Navy Blue,Lee,699
