,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fit,Length,Material,Pattern,Collar,Sleeve,Weave,Details,Distress,Waist Rise,Colour,Brand,Price
487,29852,Men,Apparel,Bottomwear,Trousers,Summer,2012.0,Formal,Basics Men Dark Brown Trousers,Slim Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Brown,Basics,1699.0
488,32426,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Sports,ADIDAS Men White Shorts,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,White,ADIDAS,1399.0
489,41312,Girls,Apparel,Bottomwear,Capris,Summer,2012.0,Casual,Gini and Jony Girls Fixed Weast Pink Capris,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Pink,Gini and Jony,799.0
490,3482,Men,Apparel,Bottomwear,Track Pants,Summer,2011.0,Sports,ADIDAS Men's Light Blue Track Pant,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,1299.0
491,39806,Men,Apparel,Bottomwear,Trousers,Spring,2013.0,Formal,Peter England Men Black Trousers,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Peter England,1099.0
492,11234,Women,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Flying Machine Women Lowrise Black Jeans,Skinny Fit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Low Distress,Low-Rise,Black,Flying Machine,1099.0
493,33958,Women,Apparel,Bottomwear,Leggings,Summer,2012.0,Casual,Femella Women Blue Leggings,Not specified,Ankle Length,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Femella,575.0
494,1583,Women,Apparel,Bottomwear,Swimwear,Fall,2010.0,Sports,Nabaiji Women Black Swimsuit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Decathlon,1099.0
495,2306,Women,Apparel,Bottomwear,Capris,Fall,2010.0,Sports,Nike Women Cuffed Black Capris,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Black,Nike,995.0
496,32419,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Sports,ADIDAS Men Grey Shorts,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Grey,ADIDAS,999.0
497,51379,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Myntra Men Grey Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Grey,Myntra,699.0
498,9173,Men,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Locomotive Men Bao Blue Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Blue,LOCOMOTIVE,1429.0
499,26825,Men,Apparel,Bottomwear,Trousers,Summer,2012.0,Casual,Highlander Men Beige Trousers,Slim Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,HIGHLANDER,909.0
500,48066,Men,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,French Connection Men Black Jeans,Not specified,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Light Fade,Mildly Distressed,Low-Rise,Black,French Connection,3999.0
501,17934,Men,Apparel,Bottomwear,Shorts,Fall,2011.0,Sports,Puma Men Solid Black Shorts,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,Puma,999.0
502,28513,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Sports,Nike Men Premier Knit Grey Shorts,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Nike,1695.0
503,9187,Men,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Blue,SPYKAR,2199.0
504,27903,Women,Apparel,Bottomwear,Trousers,Summer,2012.0,Formal,Scullers For Her Beige Trousers,Slim Fit,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,SCULLERS FOR HER,1399.0
505,48495,Women,Apparel,Bottomwear,Trousers,Winter,2011.0,Casual,French Connection Women Olive Trousers,Not specified,Not specified,Linen,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Olive,French Connection,3999.0
506,11268,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Formal,Indigo Nation Men Cream Trouser Cream Trousers,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,Indigo Nation,1599.0
507,29690,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Indigo Nation Men Check Charcoal Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Charcoal,Indigo Nation,1199.0
508,2954,Women,Apparel,Bottomwear,Capris,Fall,2010.0,Casual,DUSG Women Uttarkashi Organic Endive Capri,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Yellow,Do u speak green,585.0
509,30923,Women,Apparel,Bottomwear,Skirts,Summer,2012.0,Ethnic,Fabindia Women Printed Mustard Skirt,Not specified,Maxi,Cotton Blend,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mustard,Fabindia,1290.0
510,32648,Men,Apparel,Bottomwear,Shorts,Winter,2015.0,Sports,Nike Black Legacy Woven     Training  Shorts,Regular Fit,Knee Length,Polyester,Solid,Not specified,Not specified,Woven,Not specified,Not specified,Mid-Rise,Black,Nike,1195.0
511,16072,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Casual,Highlander Men Solid Black Trouser,Slim Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,HIGHLANDER,909.0
512,51587,Women,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Wrangler Women Navy Blue Molly Jeans,Slim Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Not specified,Clean Look,Low-Rise,Navy Blue,Wrangler,2095.0
513,57214,Women,Apparel,Bottomwear,Shorts,Fall,2012.0,Casual,Kraus Jeans Women Blue Shorts,Slim Fit,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Blue,Kraus Jeans,950.0
514,16624,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Casual,Probase Men Check Grey Trouser,Not specified,Not specified,Cotton,Checked,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Probase,1699.0
515,8835,Men,Apparel,Bottomwear,Trousers,Summer,2011.0,Formal,Scullers Men Scul Green Trousers,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,SCULLERS,1899.0
516,52554,Women,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans,Slim Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Low-Rise,Blue,Pepe Jeans,2699.0
517,47072,Women,Apparel,Bottomwear,Patiala,Fall,2012.0,Ethnic,Shree Women Navy Blue Printed Patiala,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Blue",Shree,399.0
518,7889,Men,Apparel,Bottomwear,Track Pants,Fall,2011.0,Casual,Proline Men Grey Track Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Cream",Proline,999.0
519,32445,Men,Apparel,Bottomwear,Shorts,Winter,2014.0,Sports,Adidas Men Black Shorts,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,ADIDAS,999.0
520,8499,Women,Apparel,Bottomwear,Skirts,Fall,2011.0,Casual,Forever New Women Blossom  Pink Printed Skirt,Not specified,Mini,Silk Blend,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Forever New,2800.0
521,35036,Women,Apparel,Bottomwear,Churidar,Summer,2012.0,Ethnic,Fabindia Women Magenta Churidar,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Magenta,Fabindia,390.0
522,9779,Men,Apparel,Bottomwear,Track Pants,Fall,2011.0,Casual,ADIDAS Men Cress 3spespt Navy Blue Track Pants,Not specified,Not specified,Polyester,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,ADIDAS,1399.0
523,30924,Women,Apparel,Bottomwear,Skirts,Summer,2012.0,Ethnic,Fabindia Women Printed Beige Ghera Skirt,Not specified,Maxi,Cotton Blend,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Beige, Pink",Fabindia,1290.0
524,2953,Women,Apparel,Bottomwear,Capris,Fall,2010.0,Casual,DUSG Women Rishikesh Organic Wheat Capri,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Yellow,Do u speak green,545.0
525,31668,Men,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Spykar Men Grey Jeans,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Grey,SPYKAR,2399.0
526,41349,Men,Apparel,Bottomwear,Jeans,Spring,2013.0,Casual,Wrangler Men Blue Skanders Jeans,Slim Fit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Blue,Wrangler,2195.0
527,48459,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,French Connection Men Blue Striped Shorts,Loose Fit,Not specified,"Cotton, Linen",Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,"Blue, White",French Connection,2999.0
528,21431,Women,Apparel,Bottomwear,Shorts,Winter,2012.0,Casual,Roxy Women White Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,White,roxy,2295.0
529,47075,Women,Apparel,Bottomwear,Patiala,Fall,2012.0,Ethnic,Shree Women Red & Black Patiala,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Black",Shree,399.0
530,52553,Women,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans,Slim Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Low-Rise,Blue,Pepe Jeans,2999.0
531,57213,Women,Apparel,Bottomwear,Jeggings,Fall,2012.0,Casual,Kraus Jeans Women Blue Jeggings,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Kraus Jeans,1295.0
532,16623,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Casual,Probase Men Solid Brown Trouser,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Probase,1599.0
533,13351,Women,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Spykar Women Washed Black Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Light Fade,Clean Look,Low-Rise,Black,SPYKAR,1999.0
534,43421,Men,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Spykar Men Navy Blue Jeans,Slim Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Navy Blue,SPYKAR,2199.0
535,34117,Girls,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Doodle Girls Washed Blue Shorts,Not specified,Not specified,Cotton,Washed,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Blue,Doodle,699.0
536,43045,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Nike Men Pink Shorts,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Pink,Nike,1795.0
537,8497,Women,Apparel,Bottomwear,Skirts,Fall,2011.0,Casual,Forever New Women Cameo Skirt Cream Skirts,Not specified,Mini,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,Forever New,2400.0
538,9777,Men,Apparel,Bottomwear,Track Pants,Fall,2011.0,Casual,ADIDAS Men Cress 3spespt Black Track Pants,Not specified,Not specified,Polyester,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",ADIDAS,1399.0
539,27199,Women,Apparel,Bottomwear,Skirts,Summer,2012.0,Casual,Doodle Kids Girl Printed Grey Skirt,Not specified,Not specified,Cotton Blend,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Doodle,499.0
540,7887,Men,Apparel,Bottomwear,Track Pants,Fall,2011.0,Casual,Proline Men Blue Track Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Proline,999.0
541,14941,Men,Apparel,Bottomwear,Shorts,Fall,2011.0,Casual,Status Quo Men Solid White Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,White,Status Quo,1699.0
542,51589,Women,Apparel,Bottomwear,Jeggings,Summer,2012.0,Casual,Wrangler Women Blue Jeggings,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Wrangler,2495.0
543,47043,Women,Apparel,Bottomwear,Salwar,Summer,2012.0,Ethnic,Shree Women Orange & Pink Jodhpuri Salwar,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Orange, Pink, Grey",Shree,399.0
544,42969,Women,Apparel,Bottomwear,Swimwear,Summer,2018.0,Casual,Amante Brown & Green Swimsuit WCSD03,Not specified,Not specified,Nylon,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Green",Amante,1145.0
545,11292,Men,Apparel,Bottomwear,Jeans,Summer,2016.0,Casual,Wrangler Men Blue Millard Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Clean Look,Mid-Rise,Blue,Wrangler,2495.0
546,15632,Women,Apparel,Bottomwear,Track Pants,Summer,2012.0,Sports,Nike Women AS Regular DF Cotton Black Track Pants,Not specified,Not specified,"Blended, Cotton",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,1795.0
547,6532,Women,Apparel,Bottomwear,Skirts,Summer,2011.0,Sports,Nike Women's Border Pink Skirt,Not specified,Mini,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Nike,1495.0
548,2192,Men,Apparel,Bottomwear,Shorts,Fall,2010.0,Sports,ADIDAS Men White Short,Not specified,Not specified,Polyester,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,White,ADIDAS,999.0
549,11266,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Casual,Indigo Nation Men Pv Plan(Mix & Max) Greyish Brown Trousers,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Beige,Indigo Nation,1499.0
550,14714,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Formal,Genesis Men Solid Navy Blue Trousers,Slim Fit,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Genesis,1599.0
551,46733,Girls,Apparel,Bottomwear,Capris,Summer,2012.0,Casual,Gini and Jony Girls Navy Blue Capris,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Navy Blue,Gini and Jony,699.0
552,7070,Men,Apparel,Bottomwear,Track Pants,Summer,2011.0,Casual,Timberland Men's Cycling Pod Chino Khaki Pant,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Cream,Timberland,4990.0
553,16615,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Formal,Genesis Men Solid Charcoal Trouser,Slim Fit,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Charcoal,Genesis,1499.0
554,44632,Men,Apparel,Bottomwear,Track Pants,Summer,2012.0,Sports,Nike Men Grey AS Sideline Track Pants,Not specified,Not specified,Polyester,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Nike,1995.0
555,17995,Women,Apparel,Bottomwear,Track Pants,Summer,2010.0,Sports,Puma Women Essential Skinny Grey Track Pant,Slim Fit,Not specified,Blended,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Puma,1999.0
556,41976,Girls,Apparel,Bottomwear,Capris,Summer,2012.0,Casual,Gini and Jony Girls White Pedal Pusher,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,White,Gini and Jony,799.0
557,11098,Women,Apparel,Bottomwear,Leggings,Fall,2011.0,Ethnic,Scullers Women Solid Purple Leggings,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,SCULLERS,599.0
558,9770,Men,Apparel,Bottomwear,Tracksuits,Fall,2011.0,Casual,ADIDAS Men Ess 3s Suit Black Tracksuits,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",ADIDAS,3499.0
559,48457,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,French Connection Men Multi Coloured Cargo Shorts,Loose Fit,Not specified,Cotton,Checked,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Multi,French Connection,2999.0
560,16612,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Formal,Genesis Men Stripes Navy Blue Trouser,Slim Fit,Not specified,Not specified,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Genesis,1499.0
561,41347,Men,Apparel,Bottomwear,Jeans,Fall,2016.0,Casual,Wrangler Men Black Texas Jeans,Regular Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Light Fade,Clean Look,Mid-Rise,Not specified,Wrangler,2195.0
562,36215,Girls,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Gini and Jony Girls Core Purple Shorts,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Purple,Gini and Jony,499.0
563,32487,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Sports,Proline Grey Melange Shorts,Regular Fit,Knee Length,Cotton,Solid,Not specified,Not specified,Knitted,Not specified,Not specified,Mid-Rise,Grey Melange,Proline,725.0
564,14713,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Formal,Genesis Men Solid Brown Trousers,Slim Fit,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Genesis,1599.0
565,43246,Men,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Denizen Men Blue Jeans,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Clean Look,High-Rise,Blue,Denizen,1099.0
566,43074,Women,Apparel,Bottomwear,Capris,Summer,2012.0,Sports,Nike Womens Black Capris,Slim Fit,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,"Black, Pink",Nike,1995.0
567,31454,Women,Apparel,Bottomwear,Skirts,Summer,2012.0,Sports,Nike Women Tennis Black Skirt,Not specified,Mini,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,1595.0
568,11295,Men,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Wrangler Men Blue Texas Jeans,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Blue,Wrangler,1795.0
569,2195,Women,Apparel,Bottomwear,Capris,Fall,2010.0,Sports,ADIDAS Women Black Capris,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Black,ADIDAS,1399.0
570,47044,Women,Apparel,Bottomwear,Salwar,Fall,2012.0,Ethnic,Shree Women Multi Coloured Jodhpuri Salwar,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,Shree,399.0
571,12848,Women,Apparel,Bottomwear,Skirts,Fall,2011.0,Casual,Ant Kids Check Blue Skirts,Not specified,Not specified,Cotton Blend,Checked,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Red",Ant,645.0
572,3483,Women,Apparel,Bottomwear,Capris,Fall,2012.0,Casual,ADIDAS Women Black Capri,Tight Fit,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,ADIDAS,1399.0
573,52536,Women,Apparel,Bottomwear,Jeans,Summer,2012.0,Casual,Pepe Jeans Women Grey Jeans,Slim Fit,Not specified,"Cotton, Elastane",Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Low-Rise,Grey,Pepe Jeans,2999.0
574,39807,Men,Apparel,Bottomwear,Trousers,Spring,2013.0,Formal,Peter England Men Navy Blue Formal Trousers,Slim Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Peter England,1099.0
575,33501,Women,Apparel,Bottomwear,Capris,Summer,2012.0,Casual,Doodle Kids Girl  Pink Capris,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Pink,Doodle,849.0
576,41313,Women,Apparel,Bottomwear,Leggings,Summer,2012.0,Ethnic,Aurelia Women White Leggings,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,AURELIA,399.0
577,1582,Unisex,Apparel,Bottomwear,Swimwear,Summer,2011.0,Sports,Nabaiji Unisex Black Silicone Swimming Cap,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nabaiji,119.0
578,16222,Men,Apparel,Bottomwear,Track Pants,Fall,2011.0,Sports,Puma Men Heroes Black Track Pant,Not specified,Not specified,Polyester,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,1799.0
579,33959,Women,Apparel,Bottomwear,Leggings,Summer,2012.0,Casual,Femella Women Grey Leggings,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Femella,575.0
580,25000,Women,Apparel,Bottomwear,Capris,Summer,2012.0,Casual,United Colors of Benetton Women Black Capris,Regular Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,United Colors of Benetton,1699.0
581,11235,Women,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Flying Machine Women Midrise Blue Jeans,Skinny Fit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Light Fade,Low Distress,Mid-Rise,Blue,Flying Machine,1499.0
582,12676,Men,Apparel,Bottomwear,Trousers,Fall,2011.0,Casual,Probase Men Solid Brown Trousers,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Probase,1399.0
583,9529,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Puma Men's Ess Woven Grey Shorts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Puma,799.0
584,30714,Boys,Apparel,Bottomwear,Churidar,Summer,2012.0,Ethnic,Fabindia Boys White Churidar,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Fabindia,390.0
585,23303,Women,Apparel,Bottomwear,Leggings,Fall,2011.0,Ethnic,W Women Solid Maroon Leggings,Not specified,Ankle Length,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Maroon,W,599.0
586,32427,Men,Apparel,Bottomwear,Shorts,Summer,2010.0,Casual,ADIDAS Men Black 3/4 Length Pants,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,1899.0
587,12212,Men,Apparel,Bottomwear,Trousers,Summer,2013.0,Formal,Basics Men Brown Trousers,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Brown,Basics,899.0
588,22814,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Manchester United Men Navy Blue Shorts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Manchester United,1499.0
589,28512,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Sports,Nike Men Premier Knit Black Shorts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Nike,1695.0
590,27902,Women,Apparel,Bottomwear,Trousers,Summer,2012.0,Casual,Scullers For Her Women Black Trousers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,SCULLERS FOR HER,1499.0
591,20915,Men,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans,Skinny Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,High-Rise,Blue,DENI YO,1099.0
592,9186,Men,Apparel,Bottomwear,Jeans,Fall,2011.0,Casual,Spykar Men Free Wheeler Spirit Denim Blue Jeans,Slim Fit,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Blue,SPYKAR,2349.0
593,26824,Men,Apparel,Bottomwear,Trousers,Summer,2012.0,Casual,Highlander Men Brown Trousers,Slim Fit,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,HIGHLANDER,909.0
594,38122,Men,Apparel,Bottomwear,Trousers,Spring,2013.0,Smart Casual,Allen Solly Men Khaki Chino Trousers,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Low-Rise,Khaki,Allen Solly,1499.0
595,51378,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Myntra Men Brown Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Brown,Myntra,699.0
596,12215,Men,Apparel,Bottomwear,Trousers,Summer,2013.0,Formal,Basics Men Navy Trousers,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Navy Blue,Basics,899.0
597,35437,Girls,Apparel,Bottomwear,Shorts,Summer,2012.0,Casual,Doodle Girls Washed Black Shorts,Not specified,Not specified,Cotton,Washed,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,Doodle,749.0
598,32420,Men,Apparel,Bottomwear,Shorts,Summer,2012.0,Sports,ADIDAS Men Black Shorts,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Mid-Rise,Black,ADIDAS,1399.0
