,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Total Shelf Life in Months,Minimum Usable Period in Months,Features,Finish,Units Per Bundle,Concern,Minimum Shelf Life in Months,Colour,Brand,Price
134,55970,Women,Personal Care,Lips,Lipstick,Summer,2019.0,Casual,Colorbar Velvet Matte Hearts & Tarts Lipstick 80V,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Red,Colorbar,325
135,55984,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Love That Rust Lipstick 48 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Red,Colorbar,325
136,57606,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Grape Wine Lipstick 110,24,Not specified,Regular,Natural,1,Not specified,Not specified,Brown,Lotus Herbals,349
137,56512,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Lusicious Lips Classy Mauve Lipcolor 17,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mauve,Streetwear,415
138,55999,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Velvet Matte Coffee Bean Lipstick 16 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Brown,Colorbar,325
139,49152,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,,Deborah Extra Lip Liner 05,48,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Copper, Brown",Deborah,400
140,56515,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Streetwear Luscious Lips Pure Burgundy Lipstick 07,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Burgundy,Streetwear,415
141,57601,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Rose Glide Lipstick 115,24,Not specified,Regular,Natural,1,Not specified,Not specified,Rose,Lotus Herbals,349
142,55997,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Temptation Lipstick 24MA,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Purple,Colorbar,325
143,55963,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Take Me As I Am Flirtatious Pink Lipstick with Sharpner 002,36,Not specified,Regular,Creme,1,Not specified,Not specified,"Pink, Pink",Colorbar,950
144,56523,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Mauve Alert Lipstick 63,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,285
145,55504,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Super Lustrous Pink Crystals Lip Gloss 59,24,12,Moisturising,Glossy,1,Not specified,6,Peach,Revlon,455
146,55964,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Take Me As I Am Sensuous Red  Lipcolor with Sharpner 001 3.94 g,36,Not specified,Regular,Matte,1,Not specified,Not specified,Red,Colorbar,950
147,55990,Women,Personal Care,Lips,Lipstick,Summer,2019.0,Casual,Colorbar Velvet Matte Rum Raisin Lipstick 41M,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Maroon,Colorbar,325
148,55503,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Shine City Super Lustrous Lip Gloss 02,24,12,Regular,Glossy,1,Not specified,6,Pink,Revlon,455
149,56524,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Violet Vapours Lipstick 12,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Streetwear,235
150,56114,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Feelin Rosey Lip Pot 011,24,12,Moisturising,Glossy,1,Not specified,6,Rose,Colorbar,495
151,56113,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Flushed Plum Lip Pot 014,24,12,Moisturising,Natural,1,Not specified,6,Purple,Colorbar,495
152,56548,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Streetwear Stay On Pink Lip Liner 01,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,250
153,56541,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Brides Mate Lipcolor 05,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Maroon,Streetwear,250
154,49139,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Deborah Euphoric Shine 01 Lip Gloss,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Skin,Deborah,595
155,49101,Women,Personal Care,Lips,Lip Plumper,Spring,2017.0,Casual,Deborah Truy Pink Volume Lip Plumper 01,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Deborah,575
156,55991,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Bronx Lipstick 40 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Brown,Colorbar,325
157,55965,Women,Personal Care,Lips,Lipstick,Summer,2019.0,Casual,ColorBar Velvet Matte Oh My Magenta 1 Lipstick 85V,36,Not specified,Regular,Matte,1,Not specified,Not specified,Magenta,Colorbar,325
158,56525,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Ruby Rush Lipcolor 06,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mauve,Streetwear,250
159,55502,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Wild About Violet Super Lustrous Lip Gloss 57,24,12,Regular,Glossy,1,Not specified,6,Pink,Revlon,455
160,55962,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Take Me As I Am Bare Dare Brown Lipcolor With Sharpener 003,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Brown,Colorbar,950
161,55996,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Berry Fizz Lipstick 25B,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Purple,Colorbar,325
162,55505,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Pink After Glow Super Lustrous Lip Gloss 12,24,12,Moisturising,Glossy,1,Not specified,6,Pink,Revlon,455
163,56522,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Crushed Berry Lipcolor 64,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Streetwear,235
164,55998,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Iced Tea Lipstick 19 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Brown,Colorbar,325
165,56513,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Luscious Lips Caramel Crush Lipstick 16,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,385
166,56547,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Streetwear Stay On Longwear Ruby Lip Liner 03,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Streetwear,250
167,56540,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Candy Treat Lipcolor 17,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,250
168,56112,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Yummy Plummy Lip Pot 015,24,12,Moisturising,Natural,1,Not specified,6,Purple,Colorbar,495
169,56549,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Streetwear Stay On Longwear Garnet Lip Liner 04,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,250
170,56115,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Forever Pink Lip Pot 010,24,12,Moisturising,Natural,1,Not specified,6,Pink,Colorbar,495
171,49136,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Deborah 24 Ore Lip Liner 221,48,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,375
172,57728,Women,Personal Care,Lips,Lip Care,Spring,2017.0,,Lotus Herbals Chocolate Lip Balm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lotus Herbals,135
173,56058,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Frenzy Lip Color 011,24,12,Long Lasting,Natural,1,Not specified,6,Maroon,Colorbar,600
174,55424,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Moisture Pink Sunset Lipstick 53,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Pink,Revlon,710
175,56093,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Mauve Fizz Lip Gloss 014,24,12,Moisturising,Glossy,1,Not specified,6,"Mauve, Pink",Colorbar,325
176,55040,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Bridal Dream Lipstick 44,24,Not specified,Regular,Matte,1,Not specified,Not specified,Red,Lakme,525
177,57717,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Lotus Herbals Seduction Lychee Sqaush Lip Gloss 40,24,12,Regular,Glossy,1,Not specified,6,Peach,Lotus Herbals,245
178,56067,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Diva Red She Said Lipstick DL002,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Red,Colorbar,550
179,56060,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Jazz Lip Color 008,24,12,Long Lasting,Natural,1,Not specified,6,Brown,Colorbar,600
180,55047,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Enrich Satins 152,24,Not specified,Regular,Natural,1,Not specified,Not specified,Red,Lakme,230
181,57710,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lotus Herbals Seduction Choco Fudge Lip Contour Definer 56,24,12,Not specified,Not specified,1,Not specified,6,Brown,Lotus Herbals,245
182,56094,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Wine Me Lip Gloss 013,24,12,Moisturising,Natural,1,Not specified,6,Purple,Colorbar,325
183,55423,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon MoistureStay Plummy Lipcolor 07,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Purple,Revlon,750
184,49081,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Deborah Atomic Red 09 Lipstick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Deborah,560
185,56069,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Colorbar Miami Pink Lip Liner 014,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Pink,Colorbar,399
186,57719,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lotus Herbals Seduction Precious Peach Lip Gloss 38,24,12,Regular,Glossy,1,Not specified,6,Peach,Lotus Herbals,245
187,56056,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Candid Lip Gloss 013,24,12,Long Lasting,Natural,1,Not specified,6,Brown,Colorbar,600
188,55049,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 137,24,Not specified,SPF,Creme,1,Not specified,Not specified,Brown,Lakme,225
189,57721,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Lotus Herbals Seduction Berry Blush Lip Gloss 36,24,12,Regular,Glossy,1,Not specified,6,Magenta,Lotus Herbals,275
190,56051,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Florida Lip Color 021,24,12,Long Lasting,Natural,1,Not specified,6,Brown,Colorbar,600
191,55022,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Grape Blossom Lipstick 209,24,Not specified,Regular,Matte,1,Not specified,Not specified,Purple,Lakme,525
192,57547,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Floralglam Rose Divine Lipstick 003,24,Not specified,Regular,Natural,1,Not specified,Not specified,Rose,Lotus Herbals,395
193,55210,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Lip Love Sangria Seduction Lipstick B119A,Not specified,Not specified,SPF,Creme,1,Not specified,Not specified,Maroon,Lakme,600
194,55446,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Plum Sexxxy Mystic Mauve Lipstick 51,36,Not specified,SPF,Natural,1,Not specified,Not specified,Mauve,Revlon,630
195,56005,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Sultry Pink Lipstick 08P,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Maroon,Colorbar,325
196,55479,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Colorstay Coffee Lip Liner,24,12,Not specified,Not specified,1,Not specified,6,Brown,Revlon,470
197,57578,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Rose Wood Lipstick 641,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Brown,Lotus Herbals,295
198,56002,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Tempting Chocolate Lipstick 13 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Brown,Colorbar,325
199,55441,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Fuschia Colorburst Lipstick 030,36,Not specified,Regular,Creme,1,Not specified,Not specified,Pink,Revlon,630
200,55217,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Nine to Five Sun Shimmer Lipstick,Not specified,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Red,Lakme,675
201,55025,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Pink Romance Lipstick 206,24,Not specified,Regular,Matte,1,Not specified,Not specified,Pink,Lakme,500
202,56034,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Soft Touch Mistique Lipstick 013,36,Not specified,Regular,Natural,1,Not specified,Not specified,Brown,Colorbar,325
203,57582,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Hazelnut Spice Lipstick 185,24,12,Regular,Natural,1,Not specified,6,"Red, Red",Lotus Herbals,349
204,55221,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lakme Absolute Forever Silk Poppy Red Lip Liner,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Red,Lakme,500
205,57576,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Burnt Siena Lipstick 660,24,12,Long Lasting,Natural,1,Not specified,6,Purple,Lotus Herbals,285
206,55013,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Lakme 3 in 1 Aqua Shine Wine Lip Color,24,Not specified,Regular,Glossy,1,Not specified,Not specified,Purple,Lakme,550
207,55477,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Colorstay Mulberry Lip Liner,24,12,Not specified,Not specified,1,Not specified,6,Brown,Revlon,470
208,55448,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Latino Kiss Lipcolor 19,24,12,SPF,Natural,1,Not specified,6,Red,Revlon,630
209,57549,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Floral Glam Apple Berry Lipstick 001,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Red,Lotus Herbals,395
210,55470,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Super Lusterous Chocolate Velvet Lipstick 302,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,"Brown, Maroon",Revlon,699
211,57571,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Pure Colors Golden Dusk Lipstick 685,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Brown,Lotus Herbals,285
212,56033,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Soft Touch Rebel Lipstick 014,36,Not specified,Regular,Creme,1,Not specified,Not specified,Brown,Colorbar,475
213,55219,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lakme Absolute Forever Silk Merlot Lip Liner 04,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Maroon,Lakme,500
214,55048,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 138,24,Not specified,SPF,Creme,1,Not specified,Not specified,Purple,Lakme,230
215,56050,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Innocently Brown Full Finish Longwear Lipstick 01,36,Not specified,Long Lasting,Creme,1,Not specified,Not specified,Brown,Colorbar,825
216,57720,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lotus Herbals Candy Floss Lip Gloss 37,24,12,Moisturising,Glossy,1,Not specified,6,Pink,Lotus Herbals,275
217,57718,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Lotus Herbals Seduction Golden Mango Lip Gloss 39,24,12,Regular,Glossy,1,Not specified,6,Gold,Lotus Herbals,245
218,56068,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Diva For Keeps Lipstick 001,36,Not specified,Regular,Creme,1,Not specified,Not specified,Brown,Colorbar,550
219,49080,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Deborah Atomic Red 02 Lipstick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,560
220,57727,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lotus Herbals Seduction Cranberry Punch Lip Gloss 30,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Lotus Herbals,245
221,56057,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Snob Lip Color 12,24,12,Long Lasting,Natural,1,Not specified,6,Brown,Colorbar,600
222,54997,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lakme Absolute Liplast Night Silk Lip Gloss,24,Not specified,Moisturising,Glossy,1,Not specified,Not specified,Brown,Lakme,575
223,55046,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 255,24,Not specified,Regular,Creme,1,Not specified,Not specified,Purple,Lakme,230
224,57711,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lotus Herbals Seduction Mocha Blast Lip Contour Definer 55,24,12,Not specified,Not specified,1,Not specified,6,Brown,Lotus Herbals,245
225,56095,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Timid Apricot Lip Gloss 12,24,12,Moisturising,Glossy,1,Not specified,6,Nude,Colorbar,325
226,56061,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Chic Lip Color 006,24,12,Long Lasting,Natural,1,Not specified,6,Purple,Colorbar,600
227,56059,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Extra Durable Cosmo Lip Color 10,24,12,Long Lasting,Natural,1,Not specified,6,Brown,Colorbar,600
228,57729,Women,Personal Care,Lips,Lip Care,Spring,2017.0,,Lotus Herbals Cherry Lip Balm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Lotus Herbals,165
229,56066,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Diva Dress To Impress Lipstick 003,36,Not specified,Long Lasting,Creme,1,Not specified,Not specified,Red,Colorbar,550
230,56092,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Splendor Star Lip Gloss 015,36,Not specified,Moisturising,Glossy,1,Not specified,Not specified,Purple,Colorbar,325
231,55425,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Moisture Stay Nutty Lipstick 32,24,12,Moisturising,Natural,1,Not specified,6,Pink,Revlon,750
232,55041,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Red Hot Lipstick 43,24,Not specified,Regular,Matte,1,Not specified,Not specified,Red,Lakme,525
233,57716,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lotus Herbals Seduction Strawberry Punch Lip Gloss 41,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Lotus Herbals,245
234,57584,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Cappuccino Lipstick 183,24,12,Long Lasting,Natural,1,Not specified,6,Coffee Brown,Lotus Herbals,349
235,55485,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Burgundy Lip Liner Pencil,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Black,Revlon,265
236,56032,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Soft Touch Fleuron Lipstick 015,24,12,Moisturising,Natural,1,Not specified,6,Brown,Colorbar,325
237,55471,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Cha Cha Cherry Super Lustrous Lipstick 626,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Red,Revlon,550
238,57570,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Lipstick 690,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Purple,Lotus Herbals,275
239,55015,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lakme 3 in 1 Aqua Shine Truffle Lip Color,24,Not specified,Regular,Glossy,1,Not specified,Not specified,Purple,Lakme,550
240,55218,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lakme Absolute Forever Silk Expresso Lip Liner 06,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Black,Lakme,475
241,55012,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lakme 3 in 1 Aqua Shine Plum Lip Color,24,Not specified,Regular,Glossy,1,Not specified,Not specified,Purple,Lakme,600
242,55220,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lakme Absolute Forever Silk Chestnut Lip Liner 03,Not specified,Not specified,Not specified,Not specified,1,Not specified,Not specified,Brown,Lakme,500
243,57577,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Pure Colors Moisturising Hot Plum Lipstick 643,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Lotus Herbals,285
244,55476,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Colorstay Nudes Lip Liner,24,12,Not specified,Not specified,1,Not specified,6,Pink,Revlon,470
245,56035,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Ruby Woo Lipstick 012,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Brown,Colorbar,475
246,55482,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Toffee Lip Liner 19,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Brown,Revlon,265
247,57583,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Orchid Star Lipstick 184,24,12,Regular,Natural,1,Not specified,6,Maroon,Lotus Herbals,349
248,55449,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Plum Sexxxy Honey Kiss Lipstick 08,24,12,SPF,Natural,1,Not specified,6,Maroon,Revlon,630
249,57548,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Floralglam Mocha Touch Lipstick 002,24,Not specified,Regular,Natural,1,Not specified,Not specified,Brown,Lotus Herbals,395
250,55440,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Hazelnut Colorburst Lipstick 050,24,12,Regular,Creme,1,Not specified,6,Brown,Revlon,630
251,55024,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Absolute Matte Peach Carnation Lipstick 207,24,Not specified,Regular,Matte,1,Not specified,Not specified,Peach,Lakme,525
252,55216,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Nine to Five Day Perfect Twilight Flame Lip Color,Not specified,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Purple,Lakme,675
253,56003,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Maroon Velvet Matte Pure Innocence Lipstick 12 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Brown,Colorbar,325
254,56004,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Peach Tango Lipstick 09P,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,"Pink, Beige",Colorbar,325
255,55211,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Lip Love Haze Lipstick,Not specified,Not specified,SPF,Creme,1,Not specified,Not specified,Purple,Lakme,725
256,55023,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Absolute Matte Lip Lush Lipstick 208,24,Not specified,Regular,Matte,1,Not specified,Not specified,Purple,Lakme,500
257,55447,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Muzzle Duzzle Lipcolor 52,36,Not specified,SPF,Natural,1,Not specified,Not specified,Brown,Revlon,630
258,55478,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Revlon Colorstay Maroon Lip Liner,24,12,Not specified,Not specified,1,Not specified,6,Maroon,Revlon,550
259,57579,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Pure Colors Moisturising Carnation Lipstick 640,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Red,Lotus Herbals,275
260,55067,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Enrich Metallics Lipstick 125,24,Not specified,SPF,Creme,1,Not specified,Not specified,Pink,Lakme,225
261,57730,Women,Personal Care,Lips,Lip Care,Spring,2017.0,Casual,Lotus Herbals Fresh Mint Lip Balm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Lotus Herbals,135
262,56040,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Get Ready Lipstick 11,36,Not specified,Long Lasting,Matte,1,Not specified,Not specified,Red,Colorbar,595
263,55058,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 529,24,Not specified,SPF,Creme,1,Not specified,Not specified,Purple,Lakme,230
264,56047,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Full Finish Longwear En Vouge Lipstick 04,24,12,Long Lasting,Matte,1,Not specified,6,Purple,Colorbar,725
265,55060,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 527,24,Not specified,SPF,Creme,1,Not specified,Not specified,Brown,Lakme,230
266,57737,Women,Personal Care,Lips,Lip Care,Spring,2017.0,,Lotus Herbals Strawberry Lip Balm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Lotus Herbals,155
267,49090,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Deborah 24 Ore Lip Liner 203,48,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,375
268,56078,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Shine Bewitch Lip Gloss 018,24,12,Long Lasting,Glitter,1,Not specified,6,Pink,Colorbar,325
