,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fine Jewellery,Design,Base Metal,Stone Type,Type,Colour,Brand,Price
259,48638,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1150
260,48899,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2425
261,53089,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,Fabindia Silver Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Silver,Fabindia,590
262,59781,Women,Accessories,Jewellery,Bracelet,Winter,2016.0,Casual,Estelle Women Gold Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Estelle,949
263,43815,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Turquoise Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Turquoise Blue",Royal Diadem,1545
264,48607,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3000
265,59547,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Silver,Lucera,950
266,59775,Women,Accessories,Jewellery,Bracelet,Winter,2016.0,Casual,Estelle Women Gold Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Estelle,1199
267,54856,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Vibrant Pink Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Pink, Gold",Ivory Tag,1250
268,43837,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Ethnic,Royal Diadem Blue Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Blue",Royal Diadem,1195
269,54880,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Dazzling Turquoise Blue Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Turquoise Blue, Gold",Ivory Tag,1650
270,52179,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,"White, Silver",Lencia,1315
271,58027,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Silver, Maroon",Rreverie,1825
272,54874,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Cluttered Aqua Cream and Green Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Gold, Cream",Ivory Tag,2000
273,48625,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1825
274,46122,Women,Accessories,Jewellery,Necklace and Chains,Summer,2012.0,Ethnic,Adrika Silver Coloured Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Adrika,195
275,58018,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & White Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Silver, White",Rreverie,2145
276,53094,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Silver & Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Gold",Fabindia,3490
277,43808,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Gold & Purple Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Purple, Gold",Royal Diadem,895
278,48870,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2925
279,48622,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1750
280,54873,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Lapiz Lazuli Blue Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,Blue,Ivory Tag,2500
281,48848,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2425
282,58020,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Golden Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,"Gold, Red",Rreverie,2249
283,43830,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Ethnic,Royal Diadem Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Pink",Royal Diadem,1545
284,48877,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2225
285,53093,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,Fabindia Green Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Green,Fabindia,330
286,46125,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Turquoise Blue Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Turquoise Blue,Adrika,225
287,48883,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2500
288,59554,Women,Accessories,Jewellery,Bangle,Summer,2013.0,Casual,Lucera Silver Bangle,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,6975
289,48614,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4825
290,59766,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Women Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,2695
291,43806,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"White, Maroon, Gold",Royal Diadem,895
292,58016,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Gold Plated Earrings,Fine Jewellery,Not specified,Not specified,Onyx,Drop Earrings,"Silver, Gold, Black",Rreverie,995
293,52183,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,Silver,Lencia,1375
294,52177,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lencia Sterling Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lencia,3155
295,54842,Women,Accessories,Jewellery,Jewellery Set,Fall,2012.0,Casual,Ivory Tag Women Rock Array Blue and Red Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Blue, Red",Ivory Tag,585
296,59553,Women,Accessories,Jewellery,Bracelet,Summer,2012.0,Casual,Lucera  Silver Bracelet,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,1950
297,48613,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4725
298,48879,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2050
299,48846,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3550
300,52316,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Set of 3 Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Purple, Pink, Blue",ToniQ,229
301,46140,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Ethnic,Adrika Women Golden Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Adrika,225
302,48812,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2225
303,48678,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1250
304,58045,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Gold & Pink Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Gold, Pink",Rreverie,2649
305,52329,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Pink Set of 6 Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Pink,ToniQ,249
306,43855,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Green, Red",Royal Diadem,495
307,48647,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2650
308,59507,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Silver Pendant With Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,2675
309,48815,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,2400
310,46147,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Women Orange Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Orange,Adrika,295
311,52311,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,ToniQ Women Multi Coloured Necklace,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,Multi,ToniQ,349
312,58614,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Bronze Earrings,Fine Jewellery,Not specified,Metal,Not specified,Studs,Bronze,ToniQ,269
313,43852,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Ethnic,Royal Diadem Magenta Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Magenta,Royal Diadem,695
314,58042,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Silver, Green",Rreverie,1845
315,46185,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Adrika  Multi Coloured Teracotta Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Multi,Adrika,950
316,48823,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1625
317,48649,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1900
318,59509,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Silver Pendant With Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,2625
319,52327,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Blue Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Blue,ToniQ,229
320,48676,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3300
321,58074,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Not specified,Quartz,Drop Earrings,Silver,Rreverie,2549
322,43864,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Green, Maroon",Royal Diadem,1045
323,52318,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Black Wooden Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Black,ToniQ,189
324,58622,Women,Accessories,Jewellery,Bracelet,Winter,2016.0,Casual,ToniQ Women Beige Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Beige, Silver, Gold",ToniQ,249
325,46176,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Women Purple Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,Purple,Adrika,275
326,52320,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Cream Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Cream, Gold",ToniQ,189
327,46182,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Adrika Purple Teracotta  Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Blue, Green",Adrika,950
328,48824,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2250
329,43863,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Red, Green",Royal Diadem,795
330,58625,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Multi Coloured Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Off White, Blue, Black",ToniQ,199
331,58073,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Golden & Purple Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Purple",Rreverie,1825
332,58087,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Green Earrings,Fine Jewellery,Not specified,Silver,Onyx,Drop Earrings,"Silver, Green",Rreverie,1995
333,59531,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,Silver,Lucera,2350
334,48671,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1125
335,59552,Women,Accessories,Jewellery,Bracelet,Summer,2015.0,Casual,Lucera Silver Bracelet,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Silver, Black",Lucera,6500
336,48612,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1750
337,48878,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2875
338,52185,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,Silver,Lencia,1080
339,54888,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Circular Meddle Multicoloured Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,Cream,Ivory Tag,2500
340,58017,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & White Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,"Silver, White",Rreverie,2145
341,59767,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Women Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,"Gold, Silver",Estelle,949
342,59555,Women,Accessories,Jewellery,Bangle,Summer,2015.0,Casual,Lucera Silver Bangle,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,6950
343,48615,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2900
344,58028,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Golden Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,"Gold, Red",Rreverie,1945
345,52176,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lencia Sterling Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Black, Silver",Lencia,3000
346,43838,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Maroon",Royal Diadem,1195
347,52182,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Studs,"Silver, Orange",Lencia,1375
348,43831,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,White,Royal Diadem,1545
349,54886,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Intermeshed Turquoise Blue Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Blue, Gold",Ivory Tag,2500
350,54872,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Charming Turquiose and Yellow Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Turquoise Blue, Yellow",Ivory Tag,1850
351,59563,Men,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Revv Men Steel Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Steel, Black",Revv,1620
352,53092,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,Fabindia Orange Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,"Rust, Orange",Fabindia,330
353,46124,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika Pink & Green Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,"Pink, Green",Adrika,195
354,48882,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2725
355,54875,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Glistening Agate Cream Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Brown, Cream",Ivory Tag,5000
356,52178,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lencia Women Sterling Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lencia,1875
357,54881,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Ivory Tag Women Sparkling Coral Red Necklace,Fine Jewellery,Not specified,Metal,Not specified,Not specified,"Red, Yellow",Ivory Tag,1250
358,59769,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set,Fine Jewellery,Not specified,Not specified,Not specified,Pendant and Earrings,Gold,Estelle,1099
359,48871,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2475
360,46123,Women,Accessories,Jewellery,Necklace and Chains,Summer,2012.0,Casual,Adrika Black Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, Silver",Adrika,195
361,48885,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1650
362,53095,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Maroon & Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Maroon, Green",Fabindia,990
363,48825,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2200
364,46177,Women,Accessories,Jewellery,Necklace and Chains,Winter,2015.0,Casual,Adrika White Necklace,Fine Jewellery,Statement,Not specified,Not specified,Chain,White,Adrika,275
365,58086,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Black Earrings,Fine Jewellery,Not specified,Silver,Onyx,Drop Earrings,"Silver, Black",Rreverie,1995
366,59530,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Silver,Lucera,2450
367,48670,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1125
368,43862,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Maroon Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Maroon, White, Gold",Royal Diadem,895
369,58624,Women,Accessories,Jewellery,Bracelet,Winter,2016.0,Casual,ToniQ Women Black Bracelet,Fine Jewellery,Not specified,Plastic,Not specified,Not specified,Black,ToniQ,349
370,48684,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2175
371,58072,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Brown Earrings,Fine Jewellery,Not specified,Silver,Quartz,Drop Earrings,"Silver, Brown",Rreverie,2249
372,52326,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women White Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,White,ToniQ,229
373,46170,Women,Accessories,Jewellery,Necklace and Chains,Summer,2012.0,Casual,Adrika Black Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, White",Adrika,195
374,46184,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Adrika Green Teracotta  Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Green,Adrika,950
375,48822,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2175
376,59508,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lucera Gold Plated Pendant With Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,2650
377,58075,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Golden Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,"Gold, Green",Rreverie,2549
378,48683,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4875
379,43865,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Golden Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Maroon",Royal Diadem,895
380,59537,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Silver,Lucera,1625
381,52310,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,ToniQ Women Black Necklace,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,"Black, White, Silver",ToniQ,349
382,58615,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Silver Earrings,Fine Jewellery,Not specified,Metal,Not specified,Studs,Silver,ToniQ,269
383,59501,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Gold Plated Pendant With Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Lucera,3925
384,48679,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,925
385,52317,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Set of 3 Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, Pink, Teal",ToniQ,229
386,48646,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2350
387,58044,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Purple Earrings,Fine Jewellery,Not specified,Silver,Amethyst,Drop Earrings,"Silver, Purple",Rreverie,2649
388,58612,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,ToniQ Women Orange Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Studs,Orange,ToniQ,129
389,52328,Women,Accessories,Jewellery,Bangle,Winter,2016.0,Casual,ToniQ Women Teal Set of 6 Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Blue, Teal",ToniQ,249
390,31708,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,290
391,52854,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Adrika Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, Gold",Adrika,295
392,58136,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Rreverie,2045
393,54159,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Femella Printed Fabric and Chain Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Green,Femella,550
394,48734,Men,Accessories,Jewellery,Bangle,Summer,2012.0,Casual,Revv Men Steel Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,1980
395,59474,Women,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Lucera Silver Tarika Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,2200
396,58109,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Green",Rreverie,1645
397,43773,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Golden Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Royal Diadem,1195
398,54166,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Femella Turquoise Blue Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Turquoise Blue,Femella,650
399,48961,Men,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Revv Men Steel Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,575
400,43787,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, Bronze",Royal Diadem,1045
