,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Pattern,Material,Reversible,Colour,Brand,Price
173,34545,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Puma Men Patch Webbing Navy Blue Belt,Solid,Canvas,No,Navy Blue,Puma,999.0
174,49571,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Reid & Taylor Men Brown Belt,Not specified,Leather,Not specified,Brown,Reid & Taylor,1795.0
175,20519,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Baggit Women Princy Taj White Belt,Not specified,Not specified,Not specified,White,Baggit,425.0
176,36018,Men,Accessories,Belts,Belts,Summer,2015.0,Casual,OTLS Men Black Leather Belt,Not specified,Leather,Not specified,Black,OTLS,599.0
177,42951,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Men Red Belt,Not specified,Not specified,Not specified,"Red, Navy Blue",French Connection,1699.0
178,14979,Men,Accessories,Belts,Belts,Fall,2011.0,Casual,New Hide Men Solid Brown Belts,Not specified,Not specified,Not specified,Brown,New Hide,645.0
179,25430,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Lee Men Canvas Beige Belt,Not specified,Not specified,Not specified,Beige,Lee,599.0
180,20526,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Baggit Women Flora Astro Blue Belt,Not specified,Not specified,Not specified,Blue,Baggit,400.0
181,34126,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Turtle Men Black Reversible Leather Belt,Not specified,Leather,Yes,Black,Turtle,995.0
182,33733,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Pieces Women Mauve Braided Belt,Not specified,Synthetic Leather,No,Mauve,Pieces,495.0
183,24784,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Ladies Belts White/Pink White Belts,Not specified,Not specified,Not specified,"White, Pink",Lino Perros,0.1
184,58468,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Fossil Men Black Belt,Not specified,Leather,No,Black,Fossil,1495.0
185,19890,Men,Accessories,Belts,Belts,Fall,2011.0,Casual,Lee Men Canvas Khaki Belt,Not specified,Not specified,Not specified,Khaki,Lee,299.0
186,32615,Men,Accessories,Belts,Belts,Spring,2013.0,Casual,Levitate Men Reversible Black & Brown Leather Belt,Not specified,Not specified,Not specified,"Black, Brown",Levitate,825.0
187,36884,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Fossil Men Black Clarkson Belt,Not specified,Not specified,Not specified,Black,Fossil,2395.0
188,42905,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Women Red Sweetie Skinny Belt,Not specified,Not specified,Not specified,Red,French Connection,1999.0
189,24777,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Purple Belt,Not specified,Not specified,Not specified,Purple,Lino Perros,299.0
190,40232,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Provogue Men Black Leather Belt,Not specified,Not specified,Not specified,Black,Provogue,999.0
191,32612,Men,Accessories,Belts,Belts,Spring,2013.0,Formal,Levitate Men Brown Leather Belt,Not specified,Not specified,Not specified,Brown,Levitate,625.0
192,37704,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Wills Women Brown Braided Belt,Not specified,Leather,No,Brown,Wills Lifestyle,999.0
193,36622,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Wills Lifestyle Men Leather Black Belt,Not specified,Not specified,Not specified,Black,Wills Lifestyle,1499.0
194,42902,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Women Blue Belt,Not specified,Not specified,Not specified,Blue,French Connection,1299.0
195,21008,Women,Accessories,Belts,Belts,Winter,2016.0,Casual,Fastrack Women Leatherette Brown Belt,Not specified,Not specified,Not specified,Brown,Fastrack,395.0
196,36883,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Fossil Men Brown Ashton Belt,Not specified,Not specified,Not specified,Brown,Fossil,2695.0
197,58206,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,New Hide Men Multi-Coloured Belt,Not specified,Canvas,No,"Blue, Brown, Multi",New Hide,695.0
198,35065,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Allen Solly Men Reversible Leather Black & Brown Belt,Not specified,Not specified,Not specified,Black,Allen Solly,1399.0
199,45312,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt,Not specified,Not specified,Not specified,"Black, Brown",Van Heusen,1699.0
200,21001,Women,Accessories,Belts,Belts,Winter,2016.0,Casual,Fastrack Women Leatherette Purple Belt,Not specified,Not specified,Not specified,Purple,Fastrack,495.0
201,7644,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,Wrangler Men Light Brown Leather Belt,Not specified,Not specified,Not specified,Brown,Wrangler,995.0
202,58466,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Fossil Men Black Belt,Not specified,Leather,No,Black,Fossil,2495.0
203,37993,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,New Hide Men Brown Reversible Belt,Not specified,Not specified,Not specified,Brown,New Hide,595.0
204,20544,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Baggit Women Yacho Jhuti Beige Belt,Not specified,Not specified,Not specified,Beige,Baggit,500.0
205,58208,Men,Accessories,Belts,Belts,Summer,2013.0,Casual,New Hide Men Brown Belt,Not specified,Leather,No,Brown,New Hide,695.0
206,21006,Women,Accessories,Belts,Belts,Winter,2016.0,Casual,Fastrack Women Leatherette Black Belt,Not specified,Not specified,Not specified,Black,Fastrack,395.0
207,35062,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Allen Solly Men Canvas Peach Belt,Not specified,Not specified,Not specified,Yellow,Allen Solly,399.0
208,45315,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt,Not specified,Not specified,Not specified,"Black, Brown",Van Heusen,1399.0
209,37994,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,New Hide Men Brown Belt,Not specified,Not specified,Not specified,Brown,New Hide,645.0
210,14588,Women,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Women Solid Red Belts,Not specified,Not specified,Not specified,Red,United Colors of Benetton,1499.0
211,24779,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Ladies Belts Black Black Belts,Not specified,Not specified,Not specified,Black,Lino Perros,0.1
212,36890,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Fossil Men Brown Hanover,Not specified,Leather,Not specified,Brown,Fossil,2195.0
213,45308,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt,Not specified,Leather,Yes,"Black, Brown",Van Heusen,1499.0
214,42911,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Women Black Belt,Not specified,Not specified,Not specified,Black,French Connection,1699.0
215,33727,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Pieces Women Purple Belt,Not specified,Not specified,Not specified,Purple,Pieces,495.0
216,25014,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,United Colors of Benetton Men Leather Black Belt,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1699.0
217,21440,Women,Accessories,Belts,Belts,Winter,2012.0,Casual,Roxy Women Curves Blue Belt,Not specified,Not specified,Not specified,Blue,roxy,1595.0
218,17774,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Reid & Taylor Men Classic Black Belt,Not specified,Not specified,Not specified,Black,Reid & Taylor,1095.0
219,40221,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Provogue Men Black Leather Belt,Not specified,Not specified,Not specified,"Black, Blue",Provogue,899.0
220,42916,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Women Golden  Belt,Not specified,Not specified,Not specified,Gold,French Connection,1699.0
221,35078,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Allen Solly Men Canvas Grey Belt,Not specified,Not specified,Not specified,Grey,Allen Solly,699.0
222,30151,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Wrangler Men Classic Rugged Brown Belt,Not specified,Leather,Not specified,Brown,Wrangler,1095.0
223,17773,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Reid & Taylor Men Brown Belt,Not specified,Canvas,Not specified,"Brown, Red",Reid & Taylor,695.0
224,14592,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Men Printed Brown Belts,Not specified,Not specified,Not specified,Brown,United Colors of Benetton,1699.0
225,33729,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Pieces Women Multi-Colored Belt,Not specified,Canvas,Not specified,Multi,Pieces,695.0
226,36638,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Wills Lifestyle Men Leather Brown Belt,Not specified,Not specified,Not specified,Brown,Wills Lifestyle,1499.0
227,15218,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Solid Belt,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1899.0
228,21012,Men,Accessories,Belts,Belts,Winter,2016.0,Casual,Fastrack Men Blended Navy Blue Belt,Not specified,Not specified,Not specified,"Navy Blue, Orange",Fastrack,395.0
229,10331,Men,Accessories,Belts,Belts,Fall,2011.0,Casual,Indigo Nation Men basalt Black Belts,Not specified,Not specified,Not specified,Black,Indigo Nation,899.0
230,17988,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Reid & Taylor Men Solid Brown Belt,Not specified,Not specified,Not specified,Brown,Reid & Taylor,1095.0
231,50217,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Black Belt,Not specified,Synthetic,No,Black,Stoln,425.0
232,50228,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Black Belt,Not specified,Synthetic,No,Black,Stoln,425.0
233,28590,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Peter England Men Leather Black Belt,Not specified,Not specified,Not specified,Black,Peter England,549.0
234,34799,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Flying Machine Men Woven Beige Belt,Not specified,Not specified,Not specified,Beige,Flying Machine,499.0
235,20990,Unisex,Accessories,Belts,Belts,Winter,2016.0,Casual,Fastrack Unisex Polyester Olive Belt,Not specified,Not specified,Not specified,Olive,Fastrack,395.0
236,28597,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Peter England Men Brown Belt,Not specified,Not specified,Not specified,Brown,Peter England,699.0
237,38368,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Peter England Men Brown Belt,Not specified,Not specified,Not specified,Brown,Peter England,699.0
238,51764,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Hidedge Men Black Leather Belt,Not specified,Leather,No,Black,Hidedge,395.0
239,7632,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,Wrangler Men Dark Tan Leather Belt,Not specified,Not specified,Not specified,Tan,Wrangler,995.0
240,50226,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Black Belt,Not specified,Synthetic,No,Black,Stoln,425.0
241,36034,Men,Accessories,Belts,Belts,Summer,2015.0,Casual,OTLS Men Brown & Black Reversible Leather Belt,Not specified,Leather,Yes,"Brown, Black",OTLS,699.0
242,42942,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Men Black Tobacco Belt,Not specified,Not specified,Not specified,Black,French Connection,1499.0
243,50219,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Black Belt,Not specified,Synthetic,No,Black,Stoln,425.0
244,14169,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Belmonte Men Authentic Black Belts,Not specified,Not specified,Not specified,Black,Belmonte,645.0
245,19212,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Belt,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1699.0
246,50221,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Purple Belt,Not specified,Synthetic,No,Purple,Stoln,425.0
247,18565,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,Puma Men Bolt LS Black Belt,Not specified,Not specified,Not specified,Black,Puma,1899.0
248,42945,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Men Brown Belt,Not specified,Not specified,Not specified,Brown,French Connection,1499.0
249,35077,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Allen Solly Men Canvas Peach Belt,Not specified,Not specified,Not specified,Peach,Allen Solly,499.0
250,10330,Men,Accessories,Belts,Belts,Fall,2011.0,Casual,Indigo Nation Men Alnoite Black Belts,Not specified,Not specified,Not specified,Black,Indigo Nation,699.0
251,29080,Men,Accessories,Belts,Belts,Winter,2016.0,Casual,Fastrack Men Black and Olive Belt,Not specified,Not specified,Not specified,"Black, Olive",Fastrack,895.0
252,33728,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Pieces Women Multi Coloured Belt,Not specified,Not specified,Not specified,"Red, Blue, Orange",Pieces,695.0
253,45307,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Van Heusen Men Black  Belt,Not specified,Leather,Not specified,Black,Van Heusen,1299.0
254,17772,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Reid & Taylor Men Classic Black Belt,Not specified,Not specified,Not specified,"Brown, Black",Reid & Taylor,1095.0
255,30150,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Wrangler Men Classic Double Stich Brown Belt,Not specified,Leather,Not specified,Brown,Wrangler,1095.0
256,40227,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Provogue Men Black Leather Belt,Not specified,Not specified,Not specified,Black,Provogue,999.0
257,15217,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Solid Belt,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1899.0
258,12456,Men,Accessories,Belts,Belts,Fall,2011.0,Casual,Timberland Men Casual Brown Belt,Not specified,Not specified,Not specified,Brown,Timberland,3690.0
259,14593,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Belts,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1499.0
260,36891,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Fossil Men Brown Glenn Belt,Not specified,Not specified,Not specified,Brown,Fossil,2195.0
261,45309,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Van Heusen Men Black & Brown Reversible Belt,Not specified,Leather,Yes,"Black, Brown",Van Heusen,1499.0
262,42910,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Women Tan Belt,Not specified,Not specified,Not specified,"Tan, Cream",French Connection,1699.0
263,21441,Women,Accessories,Belts,Belts,Winter,2012.0,Casual,Roxy Women Curves Black Belt,Not specified,Not specified,Not specified,Black,roxy,1595.0
264,17775,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Reid & Taylor Men Classic Black Belt,Not specified,Not specified,Not specified,"Brown, Black",Reid & Taylor,995.0
265,30157,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Wrangler Men Brown Belt,Not specified,Leather,No,Brown,Wrangler,1095.0
266,33726,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Pieces Women Grey Belt,Not specified,Not specified,Not specified,Grey,Pieces,495.0
267,20391,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Baggit Women Tickle Jimmy Brown Belt,Not specified,Not specified,Not specified,Brown,Baggit,375.0
268,50220,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Red Belt,Not specified,Synthetic,No,Red,Stoln,425.0
269,42944,Men,Accessories,Belts,Belts,Summer,2010.0,Casual,French Connection Men Black Belt,Not specified,Not specified,Not specified,Black,French Connection,1499.0
270,50227,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Black Belt,Not specified,Synthetic,No,Black,Stoln,425.0
271,50829,Men,Accessories,Belts,Belts,Summer,2013.0,Formal,New Hide Men Black Belt,Not specified,Leather,Yes,"Black, Brown",New Hide,895.0
272,20998,Women,Accessories,Belts,Belts,Winter,2016.0,Casual,Fastrack Women Leatherette Grey Belt,Not specified,Not specified,Not specified,Grey,Fastrack,395.0
273,38369,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Peter England Men Black Belt,Not specified,Not specified,Not specified,Black,Peter England,899.0
274,51765,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Hidedge Men Black Belt,Not specified,Synthetic Leather,No,Black,Hidedge,345.0
275,14168,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Belmonte Men Shiny Black  Belts,Not specified,Not specified,Not specified,Black,Belmonte,795.0
276,50218,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Red Belt,Not specified,Synthetic,No,Red,Stoln,425.0
277,17987,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Reid & Taylor Men Beige Belt,Not specified,Canvas,No,"Beige, Brown",Reid & Taylor,695.0
278,19213,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Belt,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1699.0
279,42943,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Men Brown Belt,Not specified,Not specified,Not specified,Brown,French Connection,1499.0
280,28596,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Peter England Men Leather Brown Belt,Not specified,Not specified,Not specified,Brown,Peter England,699.0
281,41532,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Basics Men Brown Belt,Not specified,Synthetic,No,Brown,Basics,699.0
282,17989,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Reid & Taylor Men Solid Brown Belt,Not specified,Not specified,Not specified,Brown,Reid & Taylor,1095.0
283,14166,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Belmonte Men Snake Skin Look Black Belts,Not specified,Not specified,Not specified,"Black, Brown",Belmonte,645.0
284,50216,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Grey Belt,Not specified,Synthetic,No,Grey,Stoln,425.0
285,28591,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Peter England Men Leather Brown Belt,Not specified,Not specified,Not specified,Brown,Peter England,549.0
286,34798,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Flying Machine Men Woven Black Belt,Not specified,Not specified,Not specified,Black,Flying Machine,499.0
287,20996,Women,Accessories,Belts,Belts,Winter,2016.0,Casual,Fastrack Women Leatherette Black Belt,Not specified,Not specified,Not specified,Black,Fastrack,395.0
288,38367,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Peter England Men Black Belt,Not specified,Not specified,Not specified,Black,Peter England,699.0
289,50229,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Stoln Women Black Belt,Not specified,Synthetic,No,Black,Stoln,425.0
290,19506,Men,Accessories,Belts,Belts,Fall,2011.0,Casual,Wrangler Stud Men Black Belts,Not specified,Not specified,Not specified,Black,Wrangler,1195.0
291,27807,Men,Accessories,Belts,Belts,Summer,2013.0,Casual,Bulchee Men Dark Brown Leather Belt,Not specified,Not specified,Not specified,"Brown, Black",BULCHEE,1299.0
292,27838,Men,Accessories,Belts,Belts,Summer,2013.0,Casual,Bulchee Men Brown Leather Belt,Not specified,Not specified,Not specified,Brown,BULCHEE,1099.0
293,25753,Men,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Men Canvas Olive Belt,Not specified,Not specified,Not specified,Olive,Lino Perros,495.0
294,14828,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Belts,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1899.0
295,24681,Women,Accessories,Belts,Belts,Winter,2016.0,Casual,Fastrack Women Leatherette Brown Belt,Not specified,Not specified,Not specified,Brown,Fastrack,395.0
296,38488,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Baggit Women Charmy Jassy Bronze Belt,Not specified,Not specified,Not specified,Bronze,Baggit,450.0
297,25105,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Black Belt,Not specified,Not specified,Not specified,Black,Lino Perros,495.0
298,48539,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Wrangler Men Brown Belt,Not specified,Not specified,Not specified,Brown,Wrangler,895.0
299,37050,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Lino Perros Women Purple Belt,Not specified,Synthetic,No,Purple,Lino Perros,395.0
300,15936,Men,Accessories,Belts,Belts,Fall,2011.0,Casual,Turtle Men Leather Brown Belts,Not specified,Not specified,Not specified,Brown,Turtle,995.0
301,37057,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Lino Perros Women Brown Belt,Not specified,Synthetic Leather,No,Brown,Lino Perros,495.0
302,18840,Men,Accessories,Belts,Belts,Fall,2011.0,Formal,Peter England Men Formal Brown Belt,Not specified,Not specified,Not specified,Brown,Peter England,699.0
303,25102,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Black Belt,Not specified,Not specified,Not specified,Black,Lino Perros,395.0
304,20470,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Baggit Women Choti Jhuti  Beige Belt,Not specified,Not specified,Not specified,Beige,Baggit,350.0
305,36515,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,United Colors of Benetton Men Blue Polyester Belts,Not specified,Not specified,Not specified,Blue,United Colors of Benetton,799.0
306,41023,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Lee Men Navy Blue Belt,Not specified,Canvas,Not specified,Navy Blue,Lee,599.0
307,25754,Men,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Men Canvas Black Belt,Not specified,Not specified,Not specified,Black,Lino Perros,495.0
308,38486,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Baggit Women Black Pandu Mayur Belt,Not specified,Not specified,Not specified,Black,Baggit,475.0
309,27836,Men,Accessories,Belts,Belts,Summer,2013.0,Casual,Bulchee Men Red Belt,Not specified,Synthetic,No,Red,BULCHEE,1099.0
310,14826,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Belts,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1699.0
311,37061,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Lino Perros Women Purple Belt,Not specified,Synthetic Leather,No,Purple,Lino Perros,495.0
312,44593,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Van Heusen Men Black and Brown Reversible Belt,Not specified,Leather,Yes,"Black, Brown",Van Heusen,1399.0
313,19508,Men,Accessories,Belts,Belts,Fall,2011.0,Casual,Wrangler Stitch Men Brown Belts,Not specified,Not specified,Not specified,Brown,Wrangler,1195.0
314,27809,Men,Accessories,Belts,Belts,Summer,2013.0,Formal,Bulchee Men Brown And Black Reversible Belt,Not specified,Leather,Not specified,"Brown, Black",BULCHEE,1299.0
315,14821,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Blue Belts,Not specified,Not specified,Not specified,Blue,United Colors of Benetton,899.0
316,37059,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Lino Perros Women Black Belt,Not specified,Synthetic Leather,No,Black,Lino Perros,495.0
317,15938,Men,Accessories,Belts,Belts,Fall,2011.0,Casual,Turtle Men Leather Brown Belts,Not specified,Not specified,Not specified,Brown,Turtle,995.0
318,44594,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Van Heusen Men Black and Brown Reversible Belt,Not specified,Not specified,Not specified,"Black, Brown",Van Heusen,1199.0
319,37066,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Lino Perros Women Black Belt,Not specified,Synthetic Leather,No,Black,Lino Perros,395.0
320,33466,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Baggit Women Bloom Taj Pink Belt,Not specified,Not specified,Not specified,Pink,Baggit,500.0
321,18019,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Solid Blue Belt,Not specified,Not specified,Not specified,"Blue, Grey",Lino Perros,395.0
322,33459,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Baggit Women Baaz Gang Black Belt,Not specified,Not specified,Not specified,Black,Baggit,400.0
323,42896,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Women Navy Blue Belt,Not specified,Not specified,Not specified,Navy Blue,French Connection,1999.0
324,38421,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Baggit Women Black Capture Belt,Not specified,Not specified,Not specified,Black,Baggit,375.0
325,38419,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Baggit Women Black Sandwichtost  Belt,Not specified,Not specified,Not specified,Black,Baggit,525.0
326,33461,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Baggit Women Rocker Taj Black Belt,Not specified,Not specified,Not specified,Black,Baggit,550.0
327,18021,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Stripes Pink Belt,Not specified,Not specified,Not specified,"Pink, White",Lino Perros,495.0
328,17069,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Weaved  Grey Belt,Not specified,Not specified,Not specified,Grey,Lino Perros,395.0
329,34811,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Flying Machine Men Black Belt,Not specified,Not specified,Not specified,Black,Flying Machine,499.0
330,46069,Men,Accessories,Belts,Belts,Summer,2015.0,Formal,Lino Perros Men Black Leather Belt,Not specified,Not specified,Not specified,Black,Lino Perros,995.0
331,37231,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,United Colors of Benetton Men Leather Black Belt,Not specified,Not specified,Not specified,Black,United Colors of Benetton,1699.0
332,17060,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Flower Print Red Belt,Not specified,Not specified,Not specified,Red,Lino Perros,495.0
333,18814,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,Peter England Men Casual Khakhi Belt,Not specified,Not specified,Not specified,Khaki,Peter England,299.0
334,42898,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,French Connection Women Navy Blue Belt,Not specified,Not specified,Not specified,"Navy Blue, White",French Connection,1999.0
335,41245,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Arrow Men Black & Brown Reversible Belt,Not specified,Leather,Yes,"Black, Brown",Arrow,895.0
336,38410,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Baggit Women Beige Updown Belt,Not specified,Not specified,Not specified,Beige,Baggit,675.0
337,18017,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Solid Black Belt,Not specified,Not specified,Not specified,Black,Lino Perros,395.0
338,33468,Women,Accessories,Belts,Belts,Summer,2012.0,Casual,Baggit Women Capri Mayur Black Belt,Not specified,Not specified,Not specified,Black,Baggit,575.0
339,41242,Men,Accessories,Belts,Belts,Summer,2012.0,Casual,Arrow Men Black and Brown Reversible Belt,Not specified,Leather,Yes,"Black, Brown",Arrow,1195.0
340,46067,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Lino Perros Men Tan Leather Belt,Not specified,Not specified,Not specified,Tan,Lino Perros,995.0
341,20423,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Baggit Women Fiancee Taj Brown Belt,Not specified,Not specified,Not specified,Brown,Baggit,475.0
342,18813,Men,Accessories,Belts,Belts,Summer,2011.0,Casual,Peter England Men Casual Navy Blue Belt,Not specified,Not specified,Not specified,Navy Blue,Peter England,299.0
343,17067,Women,Accessories,Belts,Belts,Winter,2015.0,Casual,Lino Perros Women Stripes Beige Belt,Not specified,Not specified,Not specified,Beige,Lino Perros,495.0
344,24621,Men,Accessories,Belts,Belts,Summer,2012.0,Formal,Belmonte Men Leather Black Belt,Not specified,Not specified,Not specified,Black,Belmonte,795.0
