,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Top Type,Bottom Type,Material,Pattern,Neck,Sleeve Length,Top Hemline,Length,Details,Shape,Sleeve,Colour,Brand,Price
78,28984,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Biba Outlet Women Orange Printed Churidar Kurta with Dupatta,Kurta,Churidar,"Cotton Blend, Cotton Blend","Ethnic Motifs, Large, Regular, Printed, Solid",V-Neck,Short Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,No Sleeves,"Orange, Pink",Biba,1799
79,25600,Women,Apparel,Apparel Set,Kurta Sets,Fall,2011.0,Ethnic,Vishudh Women Magenta & Black Churidar Kurta with Dupatta,Kurta,Churidar,"Pure Cotton, Poly Chiffon, Pure Cotton","Ethnic Motifs, Yoke or Border, Regular, Embroidered, Solid",Round Neck,Sleeveless,Straight,Knee Length,"Machine Weave, Side Slits",Straight,No Sleeves,"Purple, Black",Vishudh,1699
80,53817,Women,Apparel,Apparel Set,Kurta Sets,Fall,2012.0,Ethnic,Ayaany Women White & Green Self-Design Patiala Kurta Set,Kurta,Patiala,"Pure Cotton, Pure Cotton","Ethnic Motifs, Large, Regular, Self Design, Printed",Round Neck,Three-Quarter Sleeves,Curved,Above Knee,"Machine Weave, Side Slits",Straight,Regular Sleeves,"White, Green",Ayaany,999
81,28985,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Biba Outlet Women White & Green Printed Churidar Kurta with Dupatta,Kurta,Churidar,"Cotton Blend, Cotton Blend, Cotton Blend","Ethnic Motifs, Large, Regular, Printed, Printed, Solid",U-Neck,Short Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,No Sleeves,"White, Green",Biba,2199
82,28971,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Biba Women Cream-Coloured Embroidered Churidar Kurta with Dupatta,Kurta,Churidar,"Silk Blend, Poly Chiffon, Pure Cotton","Solid, None, Regular, Embroidered, Solid",V-Neck,Three-Quarter Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",A-Line,Regular Sleeves,Cream,Biba,3699
83,28976,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Biba Women Yellow Churidar Kurta with Dupatta,Kurta,Churidar,"Pure Cotton, Poly Chiffon, Pure Cotton","Ethnic Motifs, Yoke or Border, Regular, Solid, Solid",Round Neck,Short Sleeves,Straight,Knee Length,Machine Weave,A-Line,Regular Sleeves,Yellow,Biba,2999
84,30717,Boys,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Fabindia Boys Green Dhoti Angarakha Sets,Kurta,Dhoti Pants,"Cotton Blend, Cotton Blend","Striped, None, Regular, Striped, Solid",Round Neck,Long Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,Green,Fabindia,1490
85,28982,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Biba Outlet Women Green Printed Churidar Kurta with Dupatta,Kurta,Churidar,"Cotton Blend, Cotton Blend, Cotton Blend","Ethnic Motifs, Small, Regular, Printed, Printed, Solid",V-Neck,Short Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",A-Line,No Sleeves,"Green, Yellow",Biba,1699
86,28978,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Biba Women White Churidar Kurta with Dupatta,Kurta,Churidar,"Pure Cotton, Pure Cotton, Pure Cotton","Solid, None, Regular, Solid, Solid",Round Neck,Three-Quarter Sleeves,Straight,Knee Length,Machine Weave,A-Line,Regular Sleeves,White,Biba,2999
87,25601,Women,Apparel,Apparel Set,Kurta Sets,Fall,2011.0,Ethnic,Vishudh Women Purple & Green Embriodery Churidar Kurta with Dupatta,Kurta,Churidar,"Pure Cotton, Poly Chiffon, Pure Cotton","Ethnic Motifs, Yoke or Border, Regular, Embroidered, Solid",Mandarin Collar,Short Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Purple, Green",Vishudh,1699
88,28991,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Biba Outlet Women Off-White Printed A-Line Churidar Kurta with Dupatta,Kurta,Churidar,"Cotton Blend, Cotton Blend, Cotton Blend","Ethnic Motifs, Yoke or Border, Regular, Printed, Printed, Solid",V-Neck,Short Sleeves,Straight,Knee Length,Machine Weave,A-Line,Regular Sleeves,Off White,Biba,2999
89,43437,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Global Desi Women Pink & Orange Printed Anarkali Churidar Kurta with Duptatta,Kurta,Churidar,"Polyester, Poly Chiffon, Polyester","Solid, Small, Regular, Printed, Solid",Boat Neck,Short Sleeves,Straight,Knee Length,Machine Weave,Anarkali,Regular Sleeves,"Pink, Orange",Global Desi,2799
90,28990,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Biba Outlet Women Pink Printed Churidar Kurta with Dupatta,Kurta,Churidar,"Pure Cotton, Pure Cotton, Pure Cotton","Chevron, Large, Regular, Printed, Solid, Solid",Round Neck,Three-Quarter Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Pink, Off White",Biba,1699
91,36746,Boys,Apparel,Apparel Set,Clothing Set,Summer,2012.0,Casual,Mr.Men Boys Weeee!! White Clothing Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Mr. Men,399
92,56805,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Aneri Women Magenta Salwar Suit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Magenta, Brown",Aneri,3299
93,36748,Boys,Apparel,Apparel Set,Clothing Set,Summer,2012.0,Casual,Mr.Men Boys Mr. Small Blue Clothing Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Mr. Men,399
94,25591,Women,Apparel,Apparel Set,Kurta Sets,Fall,2011.0,Ethnic,Vishudh Women Green & Black Churidar Kurta with Dupatta,Kurta,Churidar,"Pure Cotton, Poly Chiffon, Pure Cotton","Ethnic Motifs, None, Regular, Printed, Solid",Round Neck,Three-Quarter Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Black, Green",Vishudh,1699
95,25596,Women,Apparel,Apparel Set,Kurta Sets,Fall,2011.0,Ethnic,Vishudh Women Mustard Yellow & Navy Churidar Kurta with Dupatta,Kurta,Churidar,"Cotton Blend, Poly Chiffon, Pure Cotton","Ethnic Motifs, Yoke or Border, Regular, Printed, Solid",Round Neck,Three-Quarter Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Mustard, Navy Blue",Vishudh,1699
96,39134,Women,Apparel,Apparel Set,Kurta Sets,Fall,2012.0,Ethnic,Aneri Women Multi Coloured Salwar Suit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Multi, White, Orange",Aneri,2299
97,54705,Women,Apparel,Apparel Set,Kurta Sets,Fall,2012.0,Ethnic,Shree Women Navy & Beige Salwar Suit with Dupatta,Kurta,Salwar,"Polyester, Poly Chiffon, Polyester","Solid, None, Regular, Solid, Solid",Mandarin Collar,Three-Quarter Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Navy Blue, Beige",Shree,999
98,25598,Women,Apparel,Apparel Set,Kurta Sets,Fall,2011.0,Ethnic,Vishudh Women Black & Pink Printed Churidar Kurta with Dupatta,Kurta,Churidar,"Pure Cotton, Pure Cotton","Ethnic Motifs, None, Regular, Printed, Solid",Round Neck,Short Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Black, Pink",Vishudh,1699
99,36747,Boys,Apparel,Apparel Set,Clothing Set,Summer,2012.0,Casual,Mr.Men Boys I Am Sleeping White Clothing Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Red",Mr. Men,399
100,25599,Women,Apparel,Apparel Set,Kurta Sets,Fall,2011.0,Ethnic,Vishudh Women Grey & Black Churidar Kurta with Dupatta,Kurta,Churidar,"Pure Cotton, Poly Chiffon, Pure Cotton","Ethnic Motifs, Yoke or Border, Regular, Printed, Solid",Round Neck,Sleeveless,Straight,Knee Length,"Machine Weave, Side Slits",Straight,No Sleeves,"Grey, Black",Vishudh,1699
101,54703,Women,Apparel,Apparel Set,Kurta Sets,Fall,2012.0,Ethnic,Shree Women Black & Pink Salwar Suit with Dupatta,Kurta,Salwar,"Polyester, Poly Chiffon, Polyester","Solid, None, Regular, Solid, Solid, Solid",Mandarin Collar,Three-Quarter Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Black, Pink",Shree,999
102,39135,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Aneri Women Printed Brown Salwar Suit,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, Navy Blue",Aneri,2099
103,54704,Women,Apparel,Apparel Set,Kurta Sets,Summer,2012.0,Ethnic,Shree Women Beige and Red Salwar Suit with Dupatta,Kurta,Salwar,"Polyester, Poly Chiffon, Polyester","Solid, None, Regular, Solid, Solid, Solid",Mandarin Collar,Three-Quarter Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Beige, Red",Shree,999
104,25597,Women,Apparel,Apparel Set,Kurta Sets,Fall,2011.0,Ethnic,Vishudh Women Red & Navy Churidar Kurta with Dupatta,Kurta,Churidar,"Cotton Blend, Poly Chiffon, Polyester","Ethnic Motifs, Yoke or Border, Regular, Printed, Solid",Round Neck,Three-Quarter Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Red, Navy Blue",Vishudh,1699
105,25590,Women,Apparel,Apparel Set,Kurta Sets,Fall,2011.0,Ethnic,Vishudh Women Beige & Green Printed Churidar Kurta with Dupatta,Kurta,Churidar,"Pure Cotton, Pure Cotton","Ethnic Motifs, None, Regular, Solid, Solid",Round Neck,Three-Quarter Sleeves,Straight,Knee Length,"Machine Weave, Side Slits",Straight,Regular Sleeves,"Beige, Green",Vishudh,1699
